id,category,sub-category,district,circle,village,latitude,longitude,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel to avail public transport facility? (in K.M),How many school buses go to this asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What is the type of structure of this asset?,What is the type of security available for the asset?,What is the total campus area?,What are the working hours of the facility?(Ex: 9.00A.M-5:00P.M),What are the working days of the facility?,How many teachers are employed in the facility?,How many support staff are employed in the facility?,Where do you get drinking water from?,How much do you pay per litre of bottled water? (In Rupees),Are there toilets available for public usage?,Are there toilets available separately as per gender?,Is there running water available in the toilets at the asset?,Is there soap for handwash available at the asset?,Do you have grid connection for energy supply?,How many hours per day are you facing power cuts?,What is the alternative energy source available in the facility?,How many hours do you rely on the alternative energy source in a day?,Do you have landline connectivity?,Do you have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records?,What are the areas you get support from government agencies?,Where do you get textbooks for educational purposes?,Where do you get the curriculum for classes and educational programs?,Are you using digital tools for your operations?,What kind of residential facilities are available?,How many classrooms are there in the institute ?,To how many teachers can the institute provide training at one time?,What is the average duration of the training sessions?,Which departments/people provide the training?,Are the teachers getting trained on digital technology?,"On a scale of 1 to 5, how willing are the teachers to attend these session? (5 being the most willing and 0 being the least willing)",Are there NGOs assisting in training the teachers?
2650,Education,Teacher Training Centers,Lower Subansiri,Yachuli,Toon,27.458920000000003,93.76704000000001,5,kacha road,2.5,0,3g reliable,airtel#vodafone#bsnl,"pakka/permanent(steel,concrete,etc.)",compound wall\/fencing,2,480,monday#tuesday#wednesday#thursday#friday,6,4,tap water from government,N/A,no,N/A,N/A,N/A,yes,4,none,N/A,no,no,N/A,traditional book keeping,financial support,government agency,government agency,no,none,2,11-20,0-3 days,scert faculty#guest lectures#ngos#private partners,yes,5,no
