id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel to avail public transport facility? (in K.M),How many school buses go to this asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What is the type of structure of this asset?,What is the type of security available for the asset?,What is the total campus area?,What are the working hours of the facility?(Ex: 9.00A.M-5:00P.M),What are the working days of the facility?,How many teachers are employed in the facility?,How many support staff are employed in the facility?,Where do you get drinking water from?,How much do you pay per litre of bottled water? (In Rupees),Are there toilets available for public usage?,Are there toilets available separately as per gender?,Is there running water available in the toilets at the asset?,Is there soap for handwash available at the asset?,Do you have grid connection for energy supply?,How many hours per day are you facing power cuts?,What is the alternative energy source available in the facility?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,Do you have landline connectivity?,What is the number with STD Code?,Do you have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records?,What is the other recording mechanism?,What are the areas you get support from government agencies?,Where do you get textbooks for educational purposes?,What other places do you get textbooks from?,Where do you get the curriculum for classes and educational programs?,What are the other places do you get the curriculum from?,Are you using digital tools for your operations?,For what purpose are you using these?,What kind of residential facilities are available?,How many classrooms are there in the institute ?,To how many teachers can the institute provide training at one time?,What is the average duration of the training sessions?,Which departments/people provide the training?,Are the teachers getting trained on digital technology?,"On a scale of 1 to 5, how willing are the teachers to attend these session? (5 being the most willing and 0 being the least willing)",Are there NGOs assisting in training the teachers?
2650,2019-03-27 06:29:55,Education,Teacher Training Centers,joram temin,Government,In Use,Lower Subansiri,Yachuli,Toon,27.45892,93.76704,Approved,https://smartvillage.imagetrekk.com/storage/images/BGwiZsNJvK3EOAlCOPh44HNhhAVrWJCazfwHTW5P.jpeg?asset_id=2650,"DIET,",5,Kacha Road,2.5,0,3G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permanent(Steel,Concrete,etc.)","[""Compound Wall\/Fencing ""]",2,9.00am to 5.00pm,"[""Monday"",""Tuesday "",""Wednesday "",""Thursday "",""Friday ""]",6,4,Tap Water from Government,,No,,,,Yes,4,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Financial Support""]",Government Agency,,Government Agency,,No,,None,2,11-20,0-3 days,"[""SCERT faculty "",""Guest Lectures "",""NGOs"",""Private Partners ""]",Yes,"["" 5""]",No
