id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel from this asset to avail public transport facility? (in K.M),What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What is the type of structure of this asset?,What is the type of security available for the asset?,What are the working hours of this asset?,What are the working days of that asset?,Where do you get drinking water from for using at this asset?,How much do you pay per litre of bottled water? (In Rupees),Are there toilets available for public and employees usage at this asset?,Are there toilets available seperately as per gender at this asset?,Is there running water available in the toilets at this asset?,Is there soap for hand-wash available at this asset?,How do you deal with the waste generated from that asset?,What are the other mechanism used to discard the waste from this asset?,Are the premises of this asset cleaned with disinfectant regularly?,How frequently are the premises at this asset cleaned with disinfectant in a week?,Do you have grid connection for energy supply for this asset?,How many hours per day are you facing power cuts at this asset?,What is the alternative energy source available for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,Is there landline connectivity for that asset?,What is the number with STD Code?,Does this asset have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records for operations for this asset?,What are the other recording mechanisms used in the asset?,Are you using of digital tools for your operations for this asset?,For what purpose are you using digital tools here at this asset?,How many accounts does the Bank Correspondent (BC) open on an average month?,Has the Banking Correspondent been provided with a POS device?,Does the POS device function smoothly?,How many villages have been assigned to the Bank correspondent?,How many households have been allocated to the Bank correspondent in the village?,Where is the Bank Correspondent performing the operations from?,What products are sold/ services provided in the shop?
2686,2019-03-30 05:01:35,Finance,Bank Mitra/ Correspondent's Office/CSP,tashi drema,Private,In Use,Tawang,Mukto,Mukto,27.54649,91.92585,Approved,https://smartvillage.imagetrekk.com/storage/images/kCmWaAK8LSpvcWvZObVoAJcziErZPQLMiEBc4UEN.jpeg?asset_id=2686,...,1,Pakka Road,0.007,4G Unreliable,"[""Vodafone "",""Airtel "",""BSNL""]","[""Vodafone "",""Airtel "",""BSNL""]","[""Vodafone "",""Airtel "",""BSNL""]","[""Vodafone "",""Airtel "",""BSNL""]","[""Vodafone "",""Airtel "",""BSNL""]","[""Vodafone "",""Airtel "",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",8:0 to 20:0,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",Tap Water from Government,,No,,,,Discarded in Open Field,,No,,Yes,2,None,,,,,,,No,,No,,Digital Records- Using Computer/Mobile,,Yes,"[""Specific Business Purpose ""]",4,No,,5,400,Shops,nothing
