id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel to avail public transport facility? (in K.M),How many school buses go to this asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What is the type of security available for the asset?,What is the total campus area?,What are the working hours of the facility?,What are the working days of the facility?,How many teachers are employed in the facility?,How many support staff are employed in the facility?,Where do you get drinking water from?,How much do you pay per litre of bottled water? (In Rupees),Are there toilets available for public usage?,Are there toilets available separately as per gender?,Is there running water available in the toilets at the unit?,Is there soap for hand-wash available at the unit?,How do you deal with the waste generated from the facility?,What are the other mechanism used to discard the waste?,Are the premises cleaned with disinfectant regularly?,How frequently are the premises cleaned with disinfectant in a week?,Do you have grid connection for energy supply?,How many hours per day are you facing power cuts?,What is the alternative energy source available in the facility?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,Do you have landline connectivity?,What is the number with STD Code?,Do you have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records?,What are the other ways to maintain record?,What are the areas you get support from government agencies?,Where do you get textbooks for educational purposes?,What other places do you get textbooks from?,Where do you get the curriculum for classes and educational programs?,Are you using digital tools for your operations?,For what purpose are you using these?,Are there checkups or medical facilities available?,What is the frequency of these checkups?,Are there any meals served?,Is the nutritional value monitored,Is there presence of any recreational/playing material for the kids?,What kind of residential facilities are available?,How many classrooms are there in the institute ?,Does the institute have a hall or an auditorium?,How many seats are there?,Which labs are present in the institute?,Does the institute have a designated library?,How many students are there in this asset?,What is the percentage of drop-outs?,What is the reason for dropouts?,What is the reason for dropouts?,What is the reason for dropouts?,What is the reason for dropouts?,Are there any disaster management courses or drills practice at the institute?,What courses are available for coaching?,What is the average monthly fee per student?,Which courses are at maximum capacity?,What is the seating capacity for a classroom?
5463,2019-05-15 12:32:02,Education,Coaching Centre,phassang kamak,Private,In Use,Papumpare,Banderdewa,Bandardewa,27.1232,93.7794,Approved,https://smartvillage.imagetrekk.com/storage/images/QUUhDfm761VL5x1vynUVOzwckAHPbIkaGdPKO0AU.jpeg?asset_id=5463,Trading Lience requre from Dept,2,Pakka Road,0.5,0,3G Reliable,"[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""None ""]",600,2pm to 7pm,"[""Monday"",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday "",""Sunday ""]",12,2,Ground Water,,Yes,No,Yes,Yes,Discarded in Govt. designated sites,,Yes,6,Yes,2,Invertor,3,3,3,3,3,3,No,,No,,Keeping Digital Records-Using Computer/Mobile,,"[""None""]",None,,Self-created,No,,No,,No,,No,None,3,No,,"[""None""]",Yes,20,0-10%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",No,"[""Science"",""Math "",""English ""]",1000,"[""Maths""]",16
