id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go to the unit until it was open?,What is the type of the road available to the unit?,How much distance should one travel from the unit to avail public transport facility? (Approx in K.M),What is the type of the mobile network available at the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What is the type of structure of the unit?,What is the type of security available for the unit?,What are the working hours of the unit?(Ex: 9.00A.M-5.A.M),What are the working days of the unit?,How many Technical staff are employed in the unit?,How many Non Technical staff are employed in the unit?,Where do you get drinking water from for using at the unit?,How much do you pay per litre of bottled water? (In Rupees),Where do you get water for operational purposes for the unit?,What are the other source of water you depend upon?,Are there toilets available for public and employees' usage at the unit?,Are there toilets available seperately as per gender at the unit?,Is there running water available in the toilets at the unit?,Is there soap for handwash available at the unit?,How do you deal with the agricultural waste generated from the unit?,What are the other mechanism used to discard the waste from the unit?,Are the premises of unit cleaned with disinfectant regularly?,How frequently are the premises at the unit cleaned with disinfectant in a week?,Do you have grid connection for energy supply for the unit?,How many hours per day are you facing power cuts in the unit?,What is the alternative energy source available for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,Is there landline connectivity for the unit?,What is the number with STD Code of the unit?,Does the unit have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records for operations of the unit?,What are the other recording mechanism used?,What are the areas the unit gets support from government agencies (not for your customers)?,Do you get any support from NGO(s) for the unit?,What is the name of the organization?,Are you using any digital technologies that can be used in the unit?,For what purpose are you using digital tools here at the unit?,What is the type of products stored in the unit?,How does the unit advertise about the services available?,What is the average operational cost per month to run the unit?(Excluding Salary of the Employees),What are the products purchased by the customers from the unit?,What is the average cost per unit to store in the unit?(In Rupees),What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,Which type of customers store the produce in the unit?,How does the customers transport the goods to store in the unit?,How many cubic meters are available for storage?,Do you have a cold storage facility?,How often did you need to throw away agricultural produce last week?,How do you document wastage of food?
5893,2019-05-21 03:22:20,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58112,93.84557,Approved,https://smartvillage.imagetrekk.com/storage/images/ktrKrJ4YEb7eFPJWLP8ggW58QMXUpZEcI6zCstub.jpeg?asset_id=5893,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,1,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",300,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",20,No,1,none
5906,2019-05-21 03:22:24,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58147,93.84622,Approved,https://smartvillage.imagetrekk.com/storage/images/Kb0apnvIFR66hoINnWiPPAu5KIk0sPrBdc1ICbhF.jpeg?asset_id=5906,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,2,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",200,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",30,No,1,none
5908,2019-05-21 03:22:26,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58149,93.84615,Approved,https://smartvillage.imagetrekk.com/storage/images/DG2tPozhXAJWLl1sYXZcnhH3F60pBkc2T2k2gtNK.jpeg?asset_id=5908,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,1,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",200,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",20,No,1,none
5909,2019-05-21 03:22:26,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58153,93.84604,Approved,https://smartvillage.imagetrekk.com/storage/images/cvtcbRini73vgG3H3l8vR6oq957Fw2LniiXFR8BL.jpeg?asset_id=5909,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,2,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",200,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",30,No,1,none
5910,2019-05-21 03:22:27,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.5815,93.84586,Approved,https://smartvillage.imagetrekk.com/storage/images/mTNf98ATY5L7jgonQJXDw8SE0hsPrAe1qTNUhAiN.jpeg?asset_id=5910,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,2,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",200,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",50,No,2,none
5911,2019-05-21 03:22:30,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.5815,93.84595,Approved,https://smartvillage.imagetrekk.com/storage/images/h1dXuVIWygwxHUgeYPJ6wsSzlQFRmbjlOQAcTSyb.jpeg?asset_id=5911,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Saturday"",""Friday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,2,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",300,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",40,No,1,none
5912,2019-05-21 03:22:32,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58145,93.84572,Approved,https://smartvillage.imagetrekk.com/storage/images/Sp9Ps27geleoq4cZcKLISdxwGJwGD0nCl836uwxd.jpeg?asset_id=5912,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,2,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",200,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",40,No,1,none
5913,2019-05-21 03:22:34,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58157,93.84575,Approved,https://smartvillage.imagetrekk.com/storage/images/2GKM9wam0oWgIbgVYjW7E0ejyrqMPJilOgQwWh4U.jpeg?asset_id=5913,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Saturday"",""Sunday"",""Friday"",""Thursday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,2,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",300,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",230,No,1,none
5914,2019-05-21 03:22:35,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58151,93.84566,Approved,https://smartvillage.imagetrekk.com/storage/images/GJOy6D4VEInxmsJekTnaQSaxTHo6r5dsQwpzFgin.jpeg?asset_id=5914,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,1,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",200,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",50,No,1,none
5915,2019-05-21 03:22:38,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58212,93.84556,Approved,https://smartvillage.imagetrekk.com/storage/images/Zm3j3F7YNXYU2fRDq3r4PgSZRN9B667CPIgQFE6R.jpeg?asset_id=5915,traditional granary,1,Kacha Road,2,2G Unreliable,"[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Friday"",""Saturday"",""Sunday"",""Thursday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,1,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",200,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",60,No,1,none
5916,2019-05-21 03:22:39,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.5822,93.84535,Approved,https://smartvillage.imagetrekk.com/storage/images/VVZz2Jr92yZpeR6NLaaDbuIK2WslfVJP2Yay2an8.jpeg?asset_id=5916,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,1,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",300,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",30,No,1,none
5917,2019-05-21 03:22:40,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58213,93.84543,Approved,https://smartvillage.imagetrekk.com/storage/images/b5RwGIJpvZgHjiFJ8zo9ePA8bapQBDSLu9yGIYLo.jpeg?asset_id=5917,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,1,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",200,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",40,No,1,none
5918,2019-05-21 03:22:40,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58262,93.84514,Approved,https://smartvillage.imagetrekk.com/storage/images/Dx3mRR5NkJydwlH4iEk3VF2pU7ek05eNmgvhUzja.jpeg?asset_id=5918,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,1,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",200,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",50,No,2,none
5919,2019-05-21 03:22:41,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58266,93.84495,Approved,https://smartvillage.imagetrekk.com/storage/images/AiWYGzyHDydUFbfP89tye4mgbHKwPuv4QV2Ms18Y.jpeg?asset_id=5919,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",200,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",20,No,1,none
5920,2019-05-21 03:22:46,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58268,93.845,Approved,https://smartvillage.imagetrekk.com/storage/images/tzp8lyJvZofR4IS9MXE5qlK7DJ2rHRJ37C4AenSn.jpeg?asset_id=5920,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,1,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",300,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",40,No,2,none
5921,2019-05-21 03:22:46,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.5827,93.84502,Approved,https://smartvillage.imagetrekk.com/storage/images/vX7VdQAfP3Fgc2EtKGNWWRFzjVBHcGLBzauPfb65.jpeg?asset_id=5921,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,2,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",300,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",60,No,2,none
5922,2019-05-21 03:22:46,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.5828,93.84509,Approved,https://smartvillage.imagetrekk.com/storage/images/f97z35z3NN2bhqaanrDQxo4uhju9WAJSqozR17zT.jpeg?asset_id=5922,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,3,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",200,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",30,No,2,none
5924,2019-05-21 03:22:51,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58274,93.84513,Approved,https://smartvillage.imagetrekk.com/storage/images/XZ3juJtvkSLlghMI8XWxDlqxwTin25zK50nYk7DB.jpeg?asset_id=5924,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,2,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",300,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",40,No,2,none
5933,2019-05-21 03:23:12,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58124,93.84564,Approved,https://smartvillage.imagetrekk.com/storage/images/qFLUydFxDzJjPpAIv9hrQ4LH8tvktyN3f8PtGFRp.jpeg?asset_id=5933,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,2,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",300,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",50,No,2,none
5935,2019-05-21 03:47:05,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58268,93.84498,Approved,https://smartvillage.imagetrekk.com/storage/images/mRFzkOKbNbofRmWnJYqzC2GZF7MRz0jpOSNm5cWF.jpeg?asset_id=5935,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,1,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",200,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",20,No,1,none
5936,2019-05-21 04:21:15,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.5826,93.84502,Approved,https://smartvillage.imagetrekk.com/storage/images/9PinHcboMsP5XQC4HK0hn2rO31ODmWrQGB262vb7.jpeg?asset_id=5936,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,2,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",200,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",20,No,1,none
5937,2019-05-21 04:21:16,Agriculture,Warehouse / Godown/ Timber Depot,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58147,93.84596,Approved,https://smartvillage.imagetrekk.com/storage/images/qPNxIrhuCGr6qiclns36a3gs3nAF1ovSe1J6EY2c.jpeg?asset_id=5937,traditional granary,1,Kacha Road,2,2G Unreliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,Yes,2,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,No,,"[""Food Grains""]","[""Others""]",300,rice,>300,None,None,None,None,"[""Farmers""]","[""Head Load""]",60,No,2,none
