id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel from this asset to avail public transport facility?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What is the type of structure of this asset?,What is the type of security available for the asset?,What are the working hours of this asset?,What are the working days of that asset?,Where do you get drinking water from for using at this asset?,How much do you pay per litre of bottled water?,Where do you get water for operational purposes for this asset?,What are the other source of water you depend upon?,Are there toilets available for public and employees usage at this asset?,Are there toilets available separately as per gender at this asset?,Is there running water available in the toilets at this asset?,Is there soap for hand-wash available at this asset?,How do you deal with the waste generated from that asset?,What are the other mechanism used to discard the waste from this asset?,Are the premises of this asset cleaned with disinfectant regularly?,How frequently are the premises at this asset cleaned with disinfectant in a week?,Do you have grid connection for energy supply for this asset?,How many hours per day are you facing power cuts at this asset?,What is the alternative energy source available for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,Is there landline connectivity for that asset?,What is the number with STD Code,Are you using digital tools for your operations for this asset?,For what purpose are you using digital tools here at this asset?,Which of the following religious structure is it?,Does the Gompa also serve as a school?,On which year was the structure established?,What is the average footfall in a week?,How often are tourists part of the visitors (people not from this area)?,What is the most famous religious festival celebrated here?,What is the maximum footfall during these religious festivals ?,Which of the following does the compound have?,Describe the involvement of the local community in running and management of the site?,What are the provisions available for the differently abled?,What other provisions are there for the differently-abled?,What makes this site special and unique compared to similar religious sites?
6834,2019-05-29 12:49:48,Tourism,Religious Site,kejang pema,Religion,In Use,West Kameng,Dirang,Dirang,28.02407,93.41175,Rejected,https://smartvillage.imagetrekk.com/storage/images/rkBBm8fWQCf1mu7ub6DWlbzKqXSGT5k1XXgrAdtY.jpeg?asset_id=6834,mani,1,"[""Footway""]",0.2,4G Unreliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",5:0 to 17:00,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Tap Water from Government,,Water from Government,,No,,,,None of the above,,No,,No,,Others,,,,,,No,,No,,Gompa,,2008,0,Never,nothing,0,"[""None of the above""]",Low Involvement,None of the above,,nothing
6841,2019-05-29 12:50:42,Tourism,Religious Site,kejang pema,Religion,In Use,West Kameng,Dirang,Dirang,27.77891,93.43647,Approved,https://smartvillage.imagetrekk.com/storage/images/EV4y7Hsq6Xu2EL8rvSrhp6XcaJLJ0oXezSzggbVN.jpeg?asset_id=6841,chorten,1,"[""Footway""]",0.3,4G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]",5:0 to 17:00,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Tap Water from Government,,Water from Government,,No,,,,None of the above,,No,,No,,Others,,,,,,No,,No,,Gompa,,2002,0,Never,nothing,0,"[""None of the above""]",Low Involvement,None of the above,,nothing
6842,2019-05-29 12:50:51,Tourism,Religious Site,kejang pema,Religion,In Use,West Kameng,Dirang,Dirang,27.87364,93.56556,Pending,https://smartvillage.imagetrekk.com/storage/images/uLkwR2qhNp44w8kMzNkVufFHy2syrkpZVxUVwjrw.jpeg?asset_id=6842,mani at gongresa,1,"[""Kacha Road""]",0.3,4G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",5:0 to 17:00,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Saturday"",""Friday"",""Sunday ""]",Tap Water from Government,,Water from Government,,No,,,,None of the above,,No,,No,,Others,,,,,,No,,No,,Gompa,,1990,0,Never,nothing,0,"[""None of the above""]",Low Involvement,None of the above,,nothing
6868,2019-05-31 12:28:06,Tourism,Religious Site,administrator,Private,In Use,West Kameng,Dirang,Dirang,27.92705,93.66718,Approved,https://smartvillage.imagetrekk.com/storage/images/yqni04ZDaIZAmharxgmcV8ib53SeCxrlUi62Pjk2.jpeg?asset_id=6868,samten woeseling tsamkhang Gompa,2,"[""Footway""]",0.3,4G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Watchman""]",5:0 to 17:00,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Tap Water from Government,,Water from Government,,Yes,No,Yes,Yes,None of the above,,No,,No,,Others,,,,,,No,,No,,Gompa,,2014,0,Never,Gutor,0,"[""None of the above""]",Medium involvement,None of the above,,it is far from village
6871,2019-05-31 12:28:09,Tourism,Religious Site,kejang pema,Private,In Use,West Kameng,Dirang,Dirang,28.16312,92.6273,Rejected,https://smartvillage.imagetrekk.com/storage/images/Nnu0uTuxh7ncoQzMRz5vYZ3W3df2fZTOvatG9hDI.jpeg?asset_id=6871,Samten woeseling tsamkhang gompa,2,"[""Footway""]",0.3,4G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Watchman""]",5:0 to 17:00,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Friday"",""Thursday"",""Saturday"",""Sunday ""]",Tap Water from Government,,Water from Government,,Yes,No,Yes,Yes,Burnt within the premises,,Yes,2,No,,Others,,,,,,No,,No,,Gompa,,2014,0,Never,Gutor,0,"[""None of the above""]",Medium involvement,None of the above,,it is newly constructed
6883,2019-05-31 12:29:49,Tourism,Religious Site,kejang pema,Private,In Use,West Kameng,Dirang,Dirang,28.16312,92.6273,Rejected,https://smartvillage.imagetrekk.com/storage/images/KoorhPumZMcHuTTQ9xD4S4SbBWyzJNsSOFjiAhru.jpeg?asset_id=6883,Samten woeseling tsamkhang gompa,2,"[""Footway""]",0.3,4G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Watchman""]",5:0 to 17:00,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Friday"",""Thursday"",""Saturday"",""Sunday ""]",Tap Water from Government,,Water from Government,,Yes,No,Yes,Yes,Burnt within the premises,,Yes,2,No,,Others,,,,,,No,,No,,Gompa,,2014,0,Never,Gutor,0,"[""None of the above""]",Medium involvement,None of the above,,it is newly constructed
6884,2019-05-31 12:30:25,Tourism,Religious Site,kejang pema,Private,In Use,West Kameng,Dirang,Dirang,28.16312,92.6273,Rejected,https://smartvillage.imagetrekk.com/storage/images/PwogW2up2v8Wdp79tdf5lyxeNOJBlMGmEfJQ8yEL.jpeg?asset_id=6884,Samten woeseling tsamkhang gompa,2,"[""Footway""]",0.3,4G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Watchman""]",5:0 to 17:00,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Friday"",""Thursday"",""Saturday"",""Sunday ""]",Tap Water from Government,,Water from Government,,Yes,No,Yes,Yes,Burnt within the premises,,Yes,2,No,,Others,,,,,,No,,No,,Gompa,,2014,0,Never,Gutor,0,"[""None of the above""]",Medium involvement,None of the above,,it is newly constructed
7007,2019-06-05 12:40:55,Tourism,Religious Site,nabam tadap,Community,In Use,Papumpare,Doimukh,Soppo,27.21568,93.79929,Rejected,https://smartvillage.imagetrekk.com/storage/images/sSFqEDo8MGtT7jh4XTxUNY7HVbYI7slr4kHNS4wj.jpeg?asset_id=7007,Church,6,"[""Pakka Road""]",1,2G Unreliable,"[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None"",""Compound Wall\/ Fencing""]",21:0 to 0:0,"[""Sunday ""]",Tap Water from Government,,River or Canal,,Yes,No,Yes,No,Discarded in Open Field,,No,,Yes,5,Invertor,4,4,4,4,4,No,,No,,Church,,2002,10,Never,Christmas,50,"[""Dustbins"",""Parking area"",""Display of information about the structure""]",High involvement,None of the above,,as like other religious site
7090,2019-06-06 13:58:49,Tourism,Religious Site,tabey,Religion,In Use,Shi-Yomi,Monigong,Karle,28.74353,94.301,Approved,https://smartvillage.imagetrekk.com/storage/images/MjtMPXcqHG4JUCEpL6j15hFhSyrKWLUmSQSqPr09.jpeg?asset_id=7090,Pentecostal church,10,"[""Kacha Road"",""Footway""]",0.2,2G Unreliable,"[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",9:0 to 12:0,"[""Sunday "",""Friday""]",Spring Water,,Spring Water,,Yes,No,Yes,No,Burnt within the premises,,No,,No,,Others,,,,,,No,,No,,Church,,2010,75,Never,Christmas,200,"[""Dustbins"",""Display of information about the structure""]",High involvement,None of the above,,the way they pray and the management are purely local
7132,2019-06-07 04:22:06,Tourism,Religious Site,ngilyang thaka,Religion,In Use,Lower Subansiri,Ziro,Lempiya,27.55268,93.84571,Approved,https://smartvillage.imagetrekk.com/storage/images/JyLhvZ6V7NMwtI5MrdBFJyT9VmZROGqPzs4t2XPx.jpeg?asset_id=7132,Baptish church. Raake,2,"[""Pakka Road""]",1,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]",20:0 to 16:00,"[""Saturday"",""Sunday ""]",Tap Water from Government,,Water from Government,,Yes,Yes,Yes,Yes,Burnt within the premises,,Yes,2,No,,Diesel Generator,2,2,2,2,2,No,,No,,Church,,2006,300,Sometimes,christmass,400,"[""Dustbins"",""Display of information about the structure""]",Medium involvement,None of the above,,conduct fasting
7291,2019-06-10 03:31:22,Tourism,Religious Site,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58118,93.83922,Approved,https://smartvillage.imagetrekk.com/storage/images/MiMeVslltCxERvip40kdgEmwZgw9u71ilsUYoPky.jpeg?asset_id=7291,church,1,"[""Footway""]",1,2G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",10:0 to 1:0,"[""Sunday ""]",Bottled Water,20,Ground Water,,Yes,No,No,Yes,Discarded in Open Field,,No,,No,,Others,,,,,,No,,No,,Church,,2010,70,Sometimes,christmass,150,"[""Dustbins""]",Very High Involvement,None of the above,,preaching
7292,2019-06-10 03:33:12,Tourism,Religious Site,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58129,93.84149,Approved,https://smartvillage.imagetrekk.com/storage/images/CYWFbkOBKb9M9qnWTsvZO2g40duX9XCdlB8Jzy3r.jpeg?asset_id=7292,church,1,"[""Footway""]",1,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",10:0 to 1:0,"[""Sunday ""]",Bottled Water,20,Ground Water,,No,,,,Discarded in Open Field,,No,,No,,Others,,,,,,No,,No,,Church,,2017,50,Sometimes,christmass,120,"[""None of the above""]",Very High Involvement,None of the above,,preaching
7302,2019-06-10 12:40:14,Tourism,Religious Site,taba rancho,Community,Repairable,Papumpare,Toru,Kheel,27.19374,93.72024,Rejected,https://smartvillage.imagetrekk.com/storage/images/yjhZ3Xrr1aTltUtoyjxNy3itk5b9gdz9KZyw7psf.jpeg?asset_id=7302,bad,4,"[""Kacha Road""]",18,4G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Others""]",11:0 to 14:0,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday""]",Tap Water from Government,,Water from Government,,No,,,,Others,throw water,Yes,1,No,,Others,,,,,,No,,No,[],Namlo/Gangin,No,2003,2,Sometimes,30 namlo day,3,"[""None of the above""]",No Involvement,None of the above,,no
7303,2019-06-10 13:27:51,Tourism,Religious Site,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58129,93.84149,Rejected,https://smartvillage.imagetrekk.com/storage/images/cfA4sEOB9M4wZCds8ED0fRBsnccgxqpewSPWrkMO.jpeg?asset_id=7303,church,1,"[""Footway""]",1,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",10:0 to 1:0,"[""Sunday ""]",Bottled Water,20,Ground Water,,No,,,,Discarded in Open Field,,No,,No,,Others,,,,,,No,,No,,Church,,2017,50,Sometimes,christmass,120,"[""None of the above""]",Very High Involvement,None of the above,,preaching
2374,2019-03-12 08:32:53,Tourism,Religious Site,kejang pema,Community,In Use,West Kameng,Dirang,Dirang,27.34398,92.27264,Pending,https://smartvillage.imagetrekk.com/storage/images/XNLTmZVKomfm8Eun9QcbDqKS2yC6ANc1J4dAy4cN.jpeg?asset_id=2374,very beautiful,1,"[""Footway""]",0.5,4G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5:0 to 17:00,"[""Monday"",""Tuesday"",""Wednesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday ""]",Tap Water from Government,,Water from Government,,No,,,,Discarded in Water Bodies,,No,,Yes,1,Others,,,,,,No,,No,,Gompa,,2018,0,Sometimes,nothing,0,"[""None of the above""]",Medium involvement,None of the above,,nothing
1388,2019-02-22 02:43:18,Tourism,Religious Site,omem lego,Religion,In Use,East Siang,Oyan,Rani,27.96314,95.31302,Approved,https://smartvillage.imagetrekk.com/storage/images/7oc5Htgk766gsAmS2KVcruEkYz0NmldwjvXXOeo4.jpeg?asset_id=1388,DONYI POLO GANGGING(RANI),2,"[""Pakka Road""]",1,4G Reliable,"[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]",10.00AM-12.00AM,"[""Saturday""]",Others,,Water from Government,,No,,,,Burnt within the premises,,No,,Yes,4,Others,,,,,,No,,Yes,"[""Other""]",Namlo/Gangin,No,2010,0,Seldom,DONYI POLO DAY,0,"[""None of the above""]",Low Involvement,None of the above,,N/A
1389,2019-02-22 02:58:43,Tourism,Religious Site,omem lego,Religion,In Use,East Siang,Oyan,Rani,27.96529,95.31658,Approved,https://smartvillage.imagetrekk.com/storage/images/RII50vLoMIBtreFCz3gn02OR2wEFEfQA1FiEge2m.jpeg?asset_id=1389,CHURCH,1,"[""Kacha Road""]",1,4G Reliable,"[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]",9.00AM-12.00PM,"[""Sunday ""]",Tap Water from Government,,Water from Government,,Yes,No,No,No,Burnt within the premises,,No,,Yes,3,Others,,,,,,No,,Yes,"[""Other""]",Church,,2016,0,Seldom,CHRISTMAS,0,"[""None of the above""]",Medium involvement,None of the above,,N/A
1391,2019-02-22 03:26:07,Tourism,Religious Site,omem lego,Religion,In Use,East Siang,Oyan,Rani,27.95795,95.3133,Approved,https://smartvillage.imagetrekk.com/storage/images/gWQdqXzIe9rVp7FxZj1TSOveQA3hBA6VLjWH4Hnb.jpeg?asset_id=1391,CHURCH,3,"[""Kacha Road""]",1,4G Reliable,"[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""None""]",9.00AM-12.00AM,"[""Sunday ""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,No,,Yes,3,Others,,,,,,No,,Yes,"[""Other""]",Church,,2018,0,Never,CHRISTMAS,0,"[""None of the above""]",No Involvement,None of the above,,N/A
1392,2019-02-22 03:32:54,Tourism,Religious Site,omem lego,Religion,In Use,East Siang,Oyan,Rani,27.96403,95.32353,Approved,https://smartvillage.imagetrekk.com/storage/images/zJANXe7bdPzzZSBEXxUz1kElhgIEu1R6sQJ7R7XP.jpeg?asset_id=1392,CHURCH,2,"[""Pakka Road""]",1,4G Reliable,"[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","[""Jio"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]",9.00AM-12.00AM,"[""Sunday ""]",Ground Water,,Ground Water,,No,,,,Burnt within the premises,,No,,Yes,3,Others,,,,,,No,,Yes,"[""Other""]",Church,,1993,0,Seldom,CHRISTMAS,0,"[""None of the above""]",Medium involvement,None of the above,,N/A
1448,2019-02-23 06:36:46,Tourism,Religious Site,ainai mize,Private,In Use,East Siang,Oyan,Oyan Village,27.88269,95.31649,Approved,https://smartvillage.imagetrekk.com/storage/images/EyIrzH9rcigMWSWnakS6PPhrLpqiadIu0rWypusG.jpeg?asset_id=1448,Seventh Day Adventists Chruch Oyan.,1,"[""Pakka Road""]",0,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",1:30Am-12:30PM,"[""Saturday""]",Others,,Water from Government,,Yes,No,No,No,Burnt within the premises,,Yes,3,Yes,3,Others,,,,,,No,,No,,Church,,1996,25,Sometimes,christmas,50,"[""Parking area""]",Low Involvement,None of the above,,Believing in bible
1453,2019-02-23 07:52:32,Tourism,Religious Site,bini yabi,Religion,In Use,East Siang,Oyan,Sille Village,27.89851,95.30464,Approved,https://smartvillage.imagetrekk.com/storage/images/bNCOGRXkCpIfwSGUHvG0dzDhtfcGvrg43YDTjfIJ.jpeg?asset_id=1453,sille church,1,"[""Kacha Road""]",0,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",10:00am-12:00pm,"[""Sunday "",""Wednesday"",""Friday""]",Tap Water from Government,,Water from Government,,Yes,Yes,No,Yes,Burnt within the premises,,Yes,2,No,,Diesel Generator,4,4,4,4,4,No,,No,,Church,,1971,3,Sometimes,Christmas and good friday,50,"[""Dustbins"",""Parking area""]",Medium involvement,None of the above,,believing in bible
1455,2019-02-23 08:21:13,Tourism,Religious Site,ainai mize,Community,In Use,East Siang,Oyan,Oyan Village,27.87917,95.31327,Approved,https://smartvillage.imagetrekk.com/storage/images/K15nk9IgFIVF2oUCdLxec4JsHSSSg7BjuBmbHJsl.jpeg?asset_id=1455,The Salvation Army Oyan church.,1,"[""Pakka Road""]",0,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]",0:00 to 0:00,"[""Sunday "",""Wednesday"",""Thursday""]",Others,,Water from Government,,Yes,No,No,Yes,Burnt within the premises,,Yes,2,Yes,3,Others,,,,,,No,,No,,Church,,2003,20,Sometimes,christmas,20,"[""None of the above""]",Low Involvement,None of the above,,Believing in Bible
1456,2019-02-23 08:21:43,Tourism,Religious Site,bini yabi,Community,Ir-repairable,East Siang,Oyan,Sille Village,27.90025,95.30228,Approved,https://smartvillage.imagetrekk.com/storage/images/Wdj9msseR70lSvx2ag8KSG5J03YhPd2h4wGaLqXb.jpeg?asset_id=1456,sille gangging,1,"[""Kacha Road""]",0,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",10:00am-12:00pm,"[""Sunday ""]",Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,2,No,,Diesel Generator,4,4,4,4,4,No,,No,,Namlo/Gangin,No,1994,30,Sometimes,talom rukbo day,51,"[""Dustbins"",""Parking area""]",Medium involvement,None of the above,,believing in donyi _polo
1458,2019-02-23 08:36:14,Tourism,Religious Site,ainai mize,Community,In Use,East Siang,Oyan,Oyan Village,27.87956,95.31351,Approved,https://smartvillage.imagetrekk.com/storage/images/usekoYrDlH5To494XCDTURl1qkYjytRhD6EY4LeM.jpeg?asset_id=1458,Baptist Church Oyan(ABK),1,"[""Pakka Road""]",0,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]",9:00AM-12:00PM,"[""Saturday"",""Thursday"",""Wednesday""]",Others,,Water from Government,,Yes,No,No,No,Burnt within the premises,,Yes,2,Yes,3,Others,,,,,,No,,No,,Church,,1971,20,Sometimes,christmas,40,"[""Dustbins"",""Parking area""]",Medium involvement,None of the above,,Believing in Bible
1460,2019-02-23 08:57:47,Tourism,Religious Site,bini yabi,Community,In Use,East Siang,Oyan,Sille Village,27.90396,95.30148,Pending,https://smartvillage.imagetrekk.com/storage/images/q5aRnrVnTpsS98iVEQ0MsefLuzwvyxcmpcxD56rK.jpeg?asset_id=1460,ABBK sille church,1,"[""Kacha Road""]",0,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",10:00am-12:00pm,"[""Wednesday"",""Friday"",""Sunday ""]",Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,2,No,,Invertor,4,4,4,4,4,No,,No,,Church,,1982,30,Sometimes,Christmas and good friday,70,"[""Parking area""]",Medium involvement,None of the above,,believing in bibble
