id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel from the asset to avail public transport facility? (in K.M),What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location of the asset?,What are different Mobile network service providers available at the location of the asset?,What are different Mobile network service providers available at the location of the asset?,What are different Mobile network service providers available at the location of the asset?,What are different Mobile network service providers available at the location of the asset?,What are different Mobile network service providers available at the location of the asset?,What is the type of structure of the asset?,What is the type of security available for the asset?,What are the working hours of the asset?(Ex: 9.00A.M-5.A.M),What are the working days of that asset?,How many Technical staff are employed in/for that asset?,How many Non Technical staff are employed in/for that asset?,Where do you get drinking water from for using at the asset?,How much do you pay per litre of bottled water? (In Rupees),Where do you get water for operational purposes for the asset?,What are the other source of water you depend upon?,Are there toilets available for public and employees usage at the asset?,Are there toilets available seperately as per gender at the asset?,Is there running water available in the toilets at the asset?,Is there soap for handwash available at the asset?,How do you deal with the waste generated from that asset?,What are the other mechanism used to discard the waste from the asset?,Are the premises of the asset cleaned with disinfectant regularly?,How frequently are the premises at the asset cleaned with disinfectant in a week?,Do you have grid connection for energy supply for the asset?,How many hours per day are you facing power cuts at the asset?,What is the alternative energy source available for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,Is there landline connectivity for that asset?,What is the number with STD Code,Does the asset have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records for operations for the asset?,What are the other record mechanism used in the market?,What are the areas the asset gets support from government agencies (not for customers)?,Do you get any support from NGO(s) for the asset?,From what Organization(s) did you get support?,Where do you procure inputs required for that asset?,What are other sources are used to get needed inputs?,How does the asset advertise about the services available?,Are you using any digital tools like for your operations for the asset?,For what purpose are you using digital tools here at the asset?,What is the breed of cattle reared in the animal rearing farm?,What is the number of cattle reared in the animal rearing farm?,What is the type of structure of the farm?,What other type of structure?,What is the size of the farm?,Where are the calfs/ cattle procured from?,What are different equipments available in the farm?,Where do you procure feed & other inputs required?,What is the purpose of rearing Animal?,No. of people employed through the Animal farm?,Where do you procure medicines/ vaccines for the Animal?,When was the last time the animals were vaccinated?,How frequently does the Vety doctor/Animal husbandry department visits the farm?,What is the Most common disease for the Animals?,Are the Animals artificially inseminated?,Where do you market the milk/ meat produced from the farm?,On an average what is the selling price of cattle?,Do the Vety doctors comes to the farm to check the diseases?,Is there any epidemic which have affected the farm in past?,How many animals were affected?,Name the Epidemic
4836,2019-05-11 18:28:08,Animal Husbandry,Animal Rearing Farm,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.57442,93.83055,Approved,https://smartvillage.imagetrekk.com/storage/images/fpyIWC172lfJ9snsl5wq0Al9QxrwOVOV5aP0YtcY.jpeg?asset_id=4836,Private local pig farm no. (1) owned by Buru Tath Amang at Nami Tage village,2,Pakka Road,5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",8:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,Yes,2,Solar Unit,5,5,5,5,5,5,No,,No,,Traditional Book Keeping,,"[""None""]",No,,Local Supplier,,"[""Village Meeting ""]",No,,"[""Pigs""]",1,Temporary Shed,,2,"[""Local Market""]","[""Feed Preperation Equipment""]","[""Others""]","[""Meat"",""Others""]",1,"[""None""]",More than two years back,Not fixed,swine,No,"[""Local Market"",""Personal Consumption""]",250,No,No,,
5009,2019-05-12 17:27:51,Animal Husbandry,Animal Rearing Farm,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.56819,93.84822,Approved,https://smartvillage.imagetrekk.com/storage/images/WRoYJWogTt7Fc2eo2l1ODOnA1FVlG7DMT6nrL5qj.jpeg?asset_id=5009,Private and personal Goat farm no. (2),2,Kacha Road,5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Watchman""]",8:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,Local Supplier,,"[""Village Meeting ""]",No,,"[""Other""]",5,Temporary Shed,,11,"[""Local Market""]","[""Feed Preperation Equipment""]","[""Local Market""]","[""Meat""]",1,"[""Local Market""]",More than two years back,Not fixed,common disease,No,"[""Local Market""]",300,No,No,,
5010,2019-05-12 17:28:08,Animal Husbandry,Animal Rearing Farm,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.56846,93.84845,Approved,https://smartvillage.imagetrekk.com/storage/images/5Avc2viKaRBHyn81rdIgJQ4wEeNMEOZBwvtyYRBR.jpeg?asset_id=5010,Private personal Goat farm no. (1),2,Kacha Road,5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Watchman""]",8:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,Local Supplier,,"[""Village Meeting ""]",No,,"[""Other""]",3,Temporary Shed,,2,"[""Local Market""]","[""Feed Preperation Equipment""]","[""Local Market""]","[""Meat""]",1,"[""None""]",More than two years back,Not fixed,common disease,No,"[""Local Market""]",300,No,No,,
5583,2019-05-16 07:35:21,Animal Husbandry,Animal Rearing Farm,taba rancho,Private,Repairable,Papumpare,Toru,Dokte Hoj,27.25419,93.80933,Approved,https://smartvillage.imagetrekk.com/storage/images/mHKmzJ2bi56zx2g5Qyc6TkMRtgvQHPCrsTQW5dCt.jpeg?asset_id=5583,good,1,Footway,3,4G+ Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",14:50 to 16:34,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday""]",0,0,Others,,River or Canal,,No,,,,None,,Yes,1,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",Yes,no,Others,marketing,"[""Others""]",No,,"[""Pigs""]",4,Temporary Shed,,4,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",4,"[""Others""]",6-12 Months Back,Not fixed,no,No,"[""Others""]",15000,No,No,,
5584,2019-05-16 07:35:22,Animal Husbandry,Animal Rearing Farm,taba rancho,Private,Repairable,Papumpare,Toru,Dokte Hoj,27.25411,93.80852,Approved,https://smartvillage.imagetrekk.com/storage/images/lDDEzEkvGgz8TYbwgGK3vRGbuXb5snpCcFjReN6I.jpeg?asset_id=5584,good,1,Footway,3,4G+ Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Compound Wall\/ Fencing""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday""]",1,1,Tap Water from Government,,Others,no,No,,,,Others,throw dustvin,Yes,1,No,,Others,1,1,1,1,1,1,No,,No,,Traditional Book Keeping,,"[""Marketing Support""]",Yes,no,None,,"[""Village Meeting "",""Others""]",No,,"[""Pigs""]",3,permanent Shed,,2,"[""Others"",""Local Market""]","[""Others""]","[""Others"",""Local Market""]","[""Others""]",0,"[""Others""]",6-12 Months Back,Not fixed,no name,No,"[""Local Market""]",15000,No,No,,
5585,2019-05-16 07:45:43,Animal Husbandry,Animal Rearing Farm,taba rancho,Private,Repairable,Papumpare,Toru,Dokte Hoj,27.25397,93.80919,Approved,https://smartvillage.imagetrekk.com/storage/images/6wcPUaOU7U127450pOtrM6rsLZrDBjBdbRhUv0Es.jpeg?asset_id=5585,good,1,Footway,18,4G+ Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""Others"",""None""]",13:0 to 22:11,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday""]",0,0,Bottled Water,20,Others,market,No,,,,Others,throw water,Yes,1,No,,None,,,,,,,No,3602772482,No,,Traditional Book Keeping,,"[""None""]",Yes,no,Others,maret,"[""Others""]",No,,"[""Pigs""]",4,Temporary Shed,,5,"[""Others""]","[""Others"",""Water Feeding Equipment"",""Feed Preperation Equipment""]","[""Others""]","[""Others""]",1,"[""None"",""Others""]",6-12 Months Back,Weekly,no,No,"[""Others""]",19000,No,No,,
5692,2019-05-16 15:45:51,Animal Husbandry,Animal Rearing Farm,padi tara,Private,In Use,Lower Subansiri,Ziro,Reru,27.59802,93.85838,Approved,https://smartvillage.imagetrekk.com/storage/images/tVVEXa7fWYXWlouHcub4Zm95juBwZsanMgm0uFIy.jpeg?asset_id=5692,pigs farm,1,Footway,2,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:0 to 6:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday""]",2,2,Ground Water,,Ground Water,,No,,,,None,,Yes,7,No,,None,,,,,,,No,,No,,Others,no,"[""None""]",No,,None,,"[""Others""]",No,,"[""Pigs""]",30,permanent Shed,,100,"[""From fellow farmers"",""Others""]","[""Animal Grooming Equipment""]","[""Others""]","[""Meat""]",10,"[""None""]",More than two years back,Monthly,piggy,Yes,"[""Personal Consumption""]",1000,No,Yes,15,salaya pig farm
6620,2019-05-28 06:05:09,Animal Husbandry,Animal Rearing Farm,ngilyang thaka,Private,In Use,Lower Subansiri,Ziro,Lempiya,27.56857,93.82505,Approved,https://smartvillage.imagetrekk.com/storage/images/CyCEGrI8f6fHDpVb8oTqnklauZHpwPTiQ4489K5T.jpeg?asset_id=6620,pig... 1,2,Pakka Road,2,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]",21:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,3,Tap Water from Government,,Water from Government,,No,,,,Discarded in Open Field,,Yes,3,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,None,,"[""Others""]",No,,"[""Pigs""]",10,Temporary Shed,,5,"[""Local Market""]","[""Others""]","[""Local Market""]","[""Meat""]",3,"[""Local Market""]",6-12 Months Back,Not fixed,eye infections,No,"[""Local Market""]",4000,No,No,,
6735,2019-05-28 12:36:46,Animal Husbandry,Animal Rearing Farm,administrator,Community,In Use,Lower Subansiri,Ziro,Lempiya,27.55999,93.86219,Approved,https://smartvillage.imagetrekk.com/storage/images/ZMG7pA5Tosob3JGHbwWaYstzt77wwgnYHhYwbWHd.jpeg?asset_id=6735,cow ....,5,Pakka Road with Block Point,3,2G Unreliable,"[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Thursday"",""Friday"",""Saturday"",""Sunday"",""Wednesday""]",1,3,Ground Water,,Ground Water,,No,,,,None,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,None,,"[""Others""]",No,,"[""Mithuns""]",100,Open Land,,3,"[""Others""]","[""Animal Grooming Equipment""]","[""Others""]","[""Others""]",3,"[""None""]",12-18 months back,Not fixed,mouth,No,"[""Others""]",20000,No,No,,
6852,2019-05-31 04:41:29,Animal Husbandry,Animal Rearing Farm,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58385,93.84488,Approved,https://smartvillage.imagetrekk.com/storage/images/CHxHkisHW4xgMDR09is04q1BZ0PB0D9D3gIuP64p.jpeg?asset_id=6852,piggery,1,Kacha Road,2.5,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday""]",0,1,Tap Water from Government,,Water from Government,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,Local Supplier,,"[""Others""]",No,,"[""Pigs""]",3,Temporary Shed,,6,"[""Local Market""]","[""Others""]","[""Others""]","[""Meat""]",1,"[""Local Market""]",More than two years back,Not fixed,itching,No,"[""Local Market""]",3000,No,No,,
6853,2019-05-31 04:42:08,Animal Husbandry,Animal Rearing Farm,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58385,93.84488,Approved,https://smartvillage.imagetrekk.com/storage/images/7aahnAp4kePYv8eqkKlPujwyNEVTC4Ylfy25F2f7.jpeg?asset_id=6853,piggery,1,Kacha Road,2.5,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday""]",0,1,Tap Water from Government,,Water from Government,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,Local Supplier,,"[""Others""]",No,,"[""Pigs""]",3,Temporary Shed,,6,"[""Local Market""]","[""Others""]","[""Others""]","[""Meat""]",1,"[""Local Market""]",More than two years back,Not fixed,itching,No,"[""Local Market""]",3000,No,No,,
6854,2019-05-31 04:42:25,Animal Husbandry,Animal Rearing Farm,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58289,93.84421,Approved,https://smartvillage.imagetrekk.com/storage/images/W9uY9lrxW4Wcjk6yIxrpxjXw1EgZObzpLta3u9eB.jpeg?asset_id=6854,piggery,1,Kacha Road,2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Tap Water from Government,,Others,from home,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,Others,from jungle,"[""Others""]",No,,"[""Pigs""]",3,Temporary Shed,,8,"[""Local Market"",""Govt. Agency""]","[""Others""]","[""From fellow farmers"",""Others""]","[""Meat""]",0,"[""Fellow Farmers"",""Govt Agency""]",More than two years back,Not fixed,itching,No,"[""Local Market"",""Personal Consumption""]",3000,No,No,,
6855,2019-05-31 04:42:27,Animal Husbandry,Animal Rearing Farm,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58302,93.84459,Pending,https://smartvillage.imagetrekk.com/storage/images/kYUS3qQzPPRaQeyE9eoApdf2dKALWLEIFUwLgT4I.jpeg?asset_id=6855,piggery,1,Kacha Road,2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,1,Tap Water from Government,,Others,from home,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,Others,from jungle,"[""Others""]",No,,"[""Pigs""]",2,Temporary Shed,,6,"[""Local Market""]","[""Others""]","[""From fellow farmers"",""Others""]","[""Meat""]",0,"[""Local Market"",""Others""]",More than two years back,Not fixed,itching,No,"[""Local Market"",""Personal Consumption""]",3000,No,No,,
6856,2019-05-31 04:42:28,Animal Husbandry,Animal Rearing Farm,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58365,93.84509,Approved,https://smartvillage.imagetrekk.com/storage/images/jJo2vT1vTFaN15Dqcp9ni5DXlNto0Lw0ei6iOmJm.jpeg?asset_id=6856,piggery,1,Pakka Road,2.5,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,2,Tap Water from Government,,Others,from home,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,Others,from jungle,"[""Others""]",No,,"[""Pigs""]",4,Temporary Shed,,6,"[""Local Market""]","[""Others""]","[""Local Market""]","[""Meat""]",0,"[""Local Market""]",More than two years back,Not fixed,itching,No,"[""Local Market"",""Personal Consumption""]",3000,No,No,,
6857,2019-05-31 04:42:29,Animal Husbandry,Animal Rearing Farm,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58385,93.84488,Pending,https://smartvillage.imagetrekk.com/storage/images/9xRz4vQtpNibcfhrfGOYVjZce3r4P28VKq674fU4.jpeg?asset_id=6857,piggery,1,Kacha Road,2.5,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday""]",0,1,Tap Water from Government,,Water from Government,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no records,"[""None""]",No,,Local Supplier,,"[""Others""]",No,,"[""Pigs""]",3,Temporary Shed,,6,"[""Local Market""]","[""Others""]","[""Others""]","[""Meat""]",1,"[""Local Market""]",More than two years back,Not fixed,itching,No,"[""Local Market""]",3000,No,No,,
6903,2019-06-01 13:03:39,Animal Husbandry,Animal Rearing Farm,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58638,93.84493,Approved,https://smartvillage.imagetrekk.com/storage/images/A3H45msGnF2eCCvxUWRLJtGOblHrSUCleamPGCtz.jpeg?asset_id=6903,animal farm,6,Kacha Road,2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Ground Water,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no record maintain,"[""None""]",No,,None,,"[""Others""]",No,,"[""Pigs""]",2,Temporary Shed,,3,"[""From fellow farmers""]","[""Others""]","[""From fellow farmers"",""Local Market""]","[""Meat""]",1,"[""Govt Agency"",""Local Market""]",More than two years back,Not fixed,itch,No,"[""Local Market"",""Personal Consumption""]",12000,No,No,,
6913,2019-06-02 13:00:16,Animal Husbandry,Animal Rearing Farm,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58708,93.84547,Pending,https://smartvillage.imagetrekk.com/storage/images/krWacbLJEUQgjPbrYCebhPK5igLtOPmtb4fEsKsb.jpeg?asset_id=6913,animal farm,5,Kacha Road,2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Ground Water,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no record maintain,"[""None""]",No,,Local Supplier,,"[""Others""]",No,,"[""Pigs""]",2,Temporary Shed,,4,"[""From fellow farmers""]","[""Others""]","[""Local Market"",""From fellow farmers""]","[""Meat""]",1,"[""Govt Agency"",""Local Market""]",More than two years back,Not fixed,itch,No,"[""Local Market""]",12000,No,No,,
6914,2019-06-02 13:00:46,Animal Husbandry,Animal Rearing Farm,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58675,93.84463,Approved,https://smartvillage.imagetrekk.com/storage/images/gQG5hwqPGSelznj5DslRP1Swe9dowEIjHr2pUmuG.jpeg?asset_id=6914,animal farm,3,Footway,2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Ground Water,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no record maintain,"[""None""]",No,,None,,"[""Others""]",No,,"[""Pigs""]",4,Temporary Shed,,6,"[""From fellow farmers""]","[""Others""]","[""From fellow farmers"",""Local Market""]","[""Meat""]",1,"[""None""]",More than two years back,Not fixed,itch,No,"[""Local Market"",""Personal Consumption""]",15000,No,No,,
6915,2019-06-02 13:01:09,Animal Husbandry,Animal Rearing Farm,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58687,93.84444,Pending,https://smartvillage.imagetrekk.com/storage/images/8nglWHdvL6U06YDLlfVpA9DOeU9OlVLDrgqDrOeD.jpeg?asset_id=6915,animal farm,1,Footway,2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Ground Water,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no record maintain,"[""None""]",No,,None,,"[""Others""]",No,,"[""Pigs""]",5,Temporary Shed,,7,"[""From fellow farmers""]","[""Others""]","[""From fellow farmers"",""Local Market""]","[""Meat""]",2,"[""Govt Agency"",""Local Market""]",More than two years back,Not fixed,itch,No,"[""Local Market"",""Personal Consumption""]",15000,No,No,,
6916,2019-06-02 13:01:40,Animal Husbandry,Animal Rearing Farm,nending tasser,Private,In Use,Lower Subansiri,Ziro,Hari,27.58748,93.84426,Approved,https://smartvillage.imagetrekk.com/storage/images/aENscEGzqCPpiG61ca4pYZb9NPbLdwlsLdzJiOzc.jpeg?asset_id=6916,animal farm,4,Footway,2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Ground Water,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,no record maintain,"[""None""]",No,,None,,"[""Others""]",No,,"[""Pigs""]",2,Temporary Shed,,4,"[""From fellow farmers"",""Local Market""]","[""Others""]","[""From fellow farmers""]","[""Meat""]",1,"[""Govt Agency"",""Local Market""]",More than two years back,Not fixed,itch,No,"[""Local Market""]",12000,No,No,,
