id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the LPG Dealer/Shop?,How much distance should one travel from this LPG Dealer/Shop to avail public transport facility? (in K.M),What is the type of the mobile network available at the LPG Dealer/Shop?,What are different Mobile network service providers available at the location of this LPG Dealer/Shop?,What are different Mobile network service providers available at the location of this LPG Dealer/Shop?,What are different Mobile network service providers available at the location of this LPG Dealer/Shop?,What are different Mobile network service providers available at the location of this LPG Dealer/Shop?,What are different Mobile network service providers available at the location of this LPG Dealer/Shop?,What are different Mobile network service providers available at the location of this LPG Dealer/Shop?,What is the type of structure of this LPG Dealer/Shop?,What are the working hours of this LPG Dealer/Shop?,What are the working days of that LPG Dealer/Shop?,How many people are working in the LPG Dealer/Shop?,Where do you get drinking water from for using at this LPG Dealer/Shop?,How much do you pay per litre of bottled water?,Are there toilets available for public usage at this LPG Dealer/Shop?,Are there toilets available seperately as per gender at this LPG Dealer/Shop?,Is there running water available in the toilets at this asset?,Is there soap for handwash available next to the sink?,How do you deal with the waste generated from that LPG Dealer/Shop?,What are the other mechanism used to discard the waste from this LPG Dealer/Shop?,Are the premises of this LPG Dealer/Shop cleaned with disinfectant regularly?,How frequently are the premises at this LPG Dealer/Shop cleaned with disinfectant in a week?,Do you have grid connection for energy supply for this LPG Dealer/Shop?,How many hours per day are you facing power cuts at this LPG Dealer/Shop?,What is the alternative energy source available for that LPG Dealer/Shop?,How many hours do you rely on the alternative energy source in a day for that LPG Dealer/Shop?,How many hours do you rely on the alternative energy source in a day for that LPG Dealer/Shop?,How many hours do you rely on the alternative energy source in a day for that LPG Dealer/Shop?,How many hours do you rely on the alternative energy source in a day for that LPG Dealer/Shop?,How many hours do you rely on the alternative energy source in a day for that LPG Dealer/Shop?,How many hours do you rely on the alternative energy source in a day for that LPG Dealer/Shop?,Is there landline connectivity for that LPG Dealer/Shop?,What is the number with STD Code?,Does this LPG Dealer/Shop have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records for this LPG Dealer/Shop?,What are other type of book keeping methods used in the LPG Dealer/Shop?,What are the areas the LPG Dealer/Shop gets support from government agencies?,Do you get any support from NGO(s) for this LPG Dealer/Shop?,From what Organization(s) did you get support?,Are you using any digital technologies that can be used in the LPG Dealer/Shop?,What purpose are you using digital tools here at this LPG Dealer/Shop?,Is Home delivery service available?,Do you charge extra for that?,Is there Telephone booking facility available?,Is there any fire equipment in the centre?,Are the Employees sufficient in the shop?
4511,2019-05-10 12:34:14,Food & Civil Supplies,LPG Dealer/Shop,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Hija,27.60295,93.8036,Rejected,https://smartvillage.imagetrekk.com/storage/images/V1rTqzGa09J6QJL6gVlLI6iEE3XVYyVMZco89vPb.jpeg?asset_id=4511,dani shop 2,1,Pakka Road,2,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 18:0,"[""Sunday"",""Saturday"",""Friday"",""Thusday"",""Wednesday"",""Tuesday"",""Monday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,No,No,Yes
4515,2019-05-10 12:34:37,Food & Civil Supplies,LPG Dealer/Shop,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Hija,27.59233,93.81558,Approved,https://smartvillage.imagetrekk.com/storage/images/C9qMn0l8YgsSYt5Wa36ss4qCAjtjVH8MEB2XsTE0.jpeg?asset_id=4515,puna shop 3,1,Pakka Road,2,2G Reliable,"[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 18:0,"[""Sunday"",""Saturday"",""Friday"",""Thusday"",""Wednesday"",""Tuesday"",""Monday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,No,No,Yes
4517,2019-05-10 12:38:08,Food & Civil Supplies,LPG Dealer/Shop,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Hija,27.61533,93.83753,Rejected,https://smartvillage.imagetrekk.com/storage/images/nAhJAHAhTDqEBN5QBpig9bVHQ0xUBTbnl2DbUQVD.jpeg?asset_id=4517,puna shop 2,1,Pakka Road,2,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",5:0 to 17:0,"[""Sunday"",""Saturday"",""Friday"",""Thusday"",""Wednesday"",""Tuesday"",""Monday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,No,No,Yes
4518,2019-05-10 12:38:35,Food & Civil Supplies,LPG Dealer/Shop,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Hija,27.52861,93.78963,Approved,https://smartvillage.imagetrekk.com/storage/images/u8gQpQEjP6FkSxMTnyn1bwgu3FRjtTYBZd4Xnj4e.jpeg?asset_id=4518,puna shop 1,1,Pakka Road,2,2G Reliable,"[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)",5:0 to 17:0,"[""Sunday"",""Saturday"",""Friday"",""Thusday"",""Wednesday"",""Tuesday"",""Monday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,No,No,Yes
4648,2019-05-11 12:38:41,Food & Civil Supplies,LPG Dealer/Shop,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.60295,93.88942,Rejected,https://smartvillage.imagetrekk.com/storage/images/YAWCjHlgz5H60HMsq0xNbZNBa8OVcoM7dzNwajWw.jpeg?asset_id=4648,dutta shpo 8,1,Pakka Road,1,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 18:0,"[""Sunday"",""Saturday"",""Friday"",""Thusday"",""Wednesday"",""Tuesday"",""Monday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,No,No,Yes
4649,2019-05-11 12:39:08,Food & Civil Supplies,LPG Dealer/Shop,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.61003,93.85749,Rejected,https://smartvillage.imagetrekk.com/storage/images/fi34d1wuVwamow3T1ZAddAIWPpYvK9j9emLzrzST.jpeg?asset_id=4649,dutta shop 7,1,Pakka Road,1,2G Reliable,"[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 18:0,"[""Sunday"",""Saturday"",""Friday"",""Thusday"",""Wednesday"",""Tuesday"",""Monday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,No,No,Yes
4741,2019-05-11 13:53:00,Food & Civil Supplies,LPG Dealer/Shop,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.59587,93.85948,Rejected,https://smartvillage.imagetrekk.com/storage/images/QA3gv5QpeDCi6me2goKloCc8v5jCS0L4TRl41V4y.jpeg?asset_id=4741,dutta shop 6,1,Pakka Road,1,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 18:0,"[""Sunday"",""Saturday"",""Friday"",""Thusday"",""Wednesday"",""Tuesday"",""Monday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,No,No,Yes
4760,2019-05-11 17:16:13,Food & Civil Supplies,LPG Dealer/Shop,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.61003,93.81158,Rejected,https://smartvillage.imagetrekk.com/storage/images/cqe45iykzYghu3Eoe0skjKshwmATv8qqokjzy65I.jpeg?asset_id=4760,dutta shop 5,1,Kacha Road,1,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 18:0,"[""Sunday"",""Saturday"",""Friday"",""Thusday"",""Wednesday"",""Tuesday"",""Monday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,No,No,Yes
4768,2019-05-11 17:16:46,Food & Civil Supplies,LPG Dealer/Shop,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.61887,93.85749,Rejected,https://smartvillage.imagetrekk.com/storage/images/eqmKxVVpZY8qOhrm5WSqUBz3blSC7gTIJBr97RWR.jpeg?asset_id=4768,dutta shop 4,1,Pakka Road,1,2G Reliable,"[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 18:0,"[""Sunday"",""Saturday"",""Friday"",""Thusday"",""Wednesday"",""Tuesday"",""Monday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,No,No,Yes
4781,2019-05-11 17:17:56,Food & Civil Supplies,LPG Dealer/Shop,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.63479,93.86547,Approved,https://smartvillage.imagetrekk.com/storage/images/Qjx30vXHeIxJeZdwcwXa6YfueeIEBvHOkXMZwruu.jpeg?asset_id=4781,dutta shop 2,1,Pakka Road,1,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 18:0,"[""Sunday"",""Saturday"",""Friday"",""Thusday"",""Wednesday"",""Tuesday"",""Monday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,No,No,Yes
4782,2019-05-11 17:18:01,Food & Civil Supplies,LPG Dealer/Shop,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.65071,93.8515,Approved,https://smartvillage.imagetrekk.com/storage/images/hm1BXsnPW12RuzsXABOdRaahA9fq9xG7oyvuVBoD.jpeg?asset_id=4782,dutta shop 3,1,Pakka Road,1,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 18:0,"[""Sunday"",""Saturday"",""Friday"",""Thusday"",""Wednesday"",""Tuesday"",""Monday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,No,No,Yes
4785,2019-05-11 17:18:15,Food & Civil Supplies,LPG Dealer/Shop,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.61003,93.8515,Approved,https://smartvillage.imagetrekk.com/storage/images/hBFi9HrQmCwJOfQBKGtSpZAMagWddr9RFr5DAjqD.jpeg?asset_id=4785,duta shop 1,1,Pakka Road,1,2G Reliable,"[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 18:0,"[""Sunday"",""Saturday"",""Friday"",""Thusday"",""Wednesday"",""Tuesday"",""Monday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,No,No,Yes
4883,2019-05-12 10:13:30,Food & Civil Supplies,LPG Dealer/Shop,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Hija,27.59587,93.86148,Approved,https://smartvillage.imagetrekk.com/storage/images/SMvwuOx9KCgSbB9ok6pERKCTxRgvXB9k8NscHbVq.jpeg?asset_id=4883,keliya shop 4,1,Kacha Road,3,2G Reliable,"[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)",7:0 to 19:0,"[""Sunday"",""Saturday"",""Friday"",""Thusday"",""Wednesday"",""Tuesday"",""Monday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,No,No,Yes
4884,2019-05-12 10:13:40,Food & Civil Supplies,LPG Dealer/Shop,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Hija,27.64364,93.87744,Rejected,https://smartvillage.imagetrekk.com/storage/images/UTJCf1tQsS2U6ywY35gF80AoyUIl7hTMG1YiRF7e.jpeg?asset_id=4884,keliya shop 3,1,Pakka Road,3,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",7:0 to 19:0,"[""Sunday"",""Saturday"",""Friday"",""Thusday"",""Wednesday"",""Tuesday"",""Monday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,No,No,Yes
4885,2019-05-12 10:13:46,Food & Civil Supplies,LPG Dealer/Shop,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Hija,27.58171,93.85749,Approved,https://smartvillage.imagetrekk.com/storage/images/jIWx3z9I1AGdYzzt8PAh8SRhdD5AWGVWo90Qu9oJ.jpeg?asset_id=4885,keliya shop 2,1,Pakka Road,3,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",7:0 to 19:0,"[""Sunday"",""Saturday"",""Friday"",""Thusday"",""Wednesday"",""Tuesday"",""Monday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,No,No,Yes
4886,2019-05-12 10:14:30,Food & Civil Supplies,LPG Dealer/Shop,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Hija,27.65071,93.83753,Approved,https://smartvillage.imagetrekk.com/storage/images/JwbT4eLKTVPctBnLOayz6nrRSFjUjvHlRPsUNbJI.jpeg?asset_id=4886,keliya shop 1,1,Pakka Road,3,2G Reliable,"[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","[""Airtel"",""Vodafone"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",7:0 to 19:0,"[""Sunday"",""Saturday"",""Friday"",""Thusday"",""Wednesday"",""Tuesday"",""Monday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,No,No,Yes
4945,2019-05-12 10:27:21,Food & Civil Supplies,LPG Dealer/Shop,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.56048,93.88343,Approved,https://smartvillage.imagetrekk.com/storage/images/gZgP4uLSNSn3IgqGlJEFp8owmpqDVipYRyGIHcm2.jpeg?asset_id=4945,dutta shop 12,1,Pakka Road,1,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",7:0 to 19:0,"[""Sunday"",""Saturday"",""Friday"",""Thusday"",""Wednesday"",""Tuesday"",""Monday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,No,No,Yes
4958,2019-05-12 10:30:02,Food & Civil Supplies,LPG Dealer/Shop,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.59056,93.87744,Rejected,https://smartvillage.imagetrekk.com/storage/images/3UvZLqdNZNN9Ru0XaXmuuNLyfrL9wI3s41HpYZFy.jpeg?asset_id=4958,futta shop 11,1,Pakka Road,1,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 18:0,"[""Sunday"",""Saturday"",""Friday"",""Thusday"",""Wednesday"",""Tuesday"",""Monday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,No,No,Yes
4960,2019-05-12 10:30:46,Food & Civil Supplies,LPG Dealer/Shop,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.55339,93.84152,Approved,https://smartvillage.imagetrekk.com/storage/images/Z5o96LqHrtH7yrebdSk6ML41uxxYb4zprBxsTdsp.jpeg?asset_id=4960,dutta shop 10,1,Pakka Road,1,2G Reliable,"[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 18:0,"[""Sunday"",""Saturday"",""Friday"",""Thusday"",""Monday"",""Wednesday"",""Tuesday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,No,No,Yes
4963,2019-05-12 10:31:17,Food & Civil Supplies,LPG Dealer/Shop,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Dutta,27.56579,93.79362,Rejected,https://smartvillage.imagetrekk.com/storage/images/xecxmNIv2fJw3PV3XuEpdx4h0REYXlXIaQIZtkvx.jpeg?asset_id=4963,dutta shop 9,1,Pakka Road,1,2G Reliable,"[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 18:0,"[""Sunday"",""Saturday"",""Friday"",""Thusday"",""Wednesday"",""Tuesday"",""Monday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,No,No,Yes
5041,2019-05-13 09:26:32,Food & Civil Supplies,LPG Dealer/Shop,tilling saha,Private,In Use,Lower Subansiri,Ziro,Bamin,27.56939,93.82819,Approved,https://smartvillage.imagetrekk.com/storage/images/9RbmIKLPHzkwuhkNIZnxW7EK7BIkozcpY0FVeQa3.jpeg?asset_id=5041,Bamin shop1,1,Pakka Road,0.5,3G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",6:0 to 19:0,"[""Sunday"",""Saturday"",""Friday"",""Thusday"",""Tuesday"",""Monday"",""Wednesday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,Others,7,7,7,7,7,7,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,No,No,Yes
5088,2019-05-13 14:23:01,Food & Civil Supplies,LPG Dealer/Shop,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Hija,27.61533,93.86946,Approved,https://smartvillage.imagetrekk.com/storage/images/oETQIvyxIuXJ3m2KW9FgVfzwGAzqhn0Nu6J48g6w.jpeg?asset_id=5088,kudung barang shop 1,1,Pakka Road,1,2G Reliable,"[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","[""BSNL"",""Airtel"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)",7:0 to 19:0,"[""Sunday"",""Saturday"",""Friday"",""Thusday"",""Wednesday"",""Tuesday"",""Monday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,No,No,Yes
5154,2019-05-13 17:53:27,Food & Civil Supplies,LPG Dealer/Shop,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Keiliya,27.55517,93.87345,Rejected,https://smartvillage.imagetrekk.com/storage/images/L91lakBNDiqp2fqeTYTY83CMZPxl3ijvPNnG0uEc.jpeg?asset_id=5154,keliya shop 8,1,Pakka Road,3,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",8:0 to 17:0,"[""Sunday"",""Saturday"",""Friday"",""Thusday"",""Wednesday"",""Tuesday"",""Monday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,No,No,Yes
5181,2019-05-13 17:58:20,Food & Civil Supplies,LPG Dealer/Shop,bullo tatung,Private,In Use,Lower Subansiri,Ziro,Keiliya,27.63833,93.80759,Rejected,https://smartvillage.imagetrekk.com/storage/images/nRkgFtH10AyBSgKm6MPyYX8c6zUI3eL437PoBkXF.jpeg?asset_id=5181,private shop 6,1,Pakka Road,2,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",7:0 to 19:0,"[""Sunday"",""Saturday"",""Friday"",""Thusday"",""Wednesday"",""Tuesday"",""Monday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,More than 7 times,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,No,No,Yes
