id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the Training Center?,How much distance should one travel from the Training Center to avail public transport facility? (in K.M),What is the type of the mobile network available at the Training Center?,What are different Mobile network service providers available at the location of the asset?,What are different Mobile network service providers available at the location of the asset?,What are different Mobile network service providers available at the location of the asset?,What are different Mobile network service providers available at the location of the asset?,What are different Mobile network service providers available at the location of the asset?,What are different Mobile network service providers available at the location of the asset?,What is the type of structure of the Training Center?,What is the type of security available for the Training Center?,What are the working hours of the Training Centre?(Ex: 9.00A.M-5.A.M),What are the working days of the Training Centre?,How many Technical staff are employed in the Training Centre?,How many Non Technical staff are employed in the Training Centre?,Where do you get drinking water from for using at the Training Centre?,How much do you pay per litre of bottled water? (In Rupees),Where do you get water for operational purposes for the Training Centre?,What are the other source of water you depend upon?,Are there toilets available for public usage at the Training Centre?,Are there toilets available seperately as per gender at the Training Centre?,Is there running water available in the toilets at the Training Centre?,Is there soap for handwash available at the unit?,How do you deal with the waste generated from the Training Centre?,What are the other mechanism used to discard the waste from the Training Centre?,Are the premises of Training Centre cleaned with disinfectant regularly?,How frequently are the premises at the Training Centre cleaned with disinfectant in a week?,Do you have grid connection for energy supply for the Training Centre?,How many hours per day are you facing power cuts in the Training Centre?,What is the alternative energy source available for the Training Centre?,How many hours do you rely on the alternative energy source in a day for the Training Centre?,How many hours do you rely on the alternative energy source in a day for the Training Centre?,How many hours do you rely on the alternative energy source in a day for the Training Centre?,How many hours do you rely on the alternative energy source in a day for the Training Centre?,How many hours do you rely on the alternative energy source in a day for the Training Centre?,How many hours do you rely on the alternative energy source in a day for the Training Centre?,Is there landline connectivity for the Training Centre?,What is the number with STD Code of the Training Centre?,Does the Training Centre have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records for operatotoins of the Training Centre?,What are the other record mechanism used in the Training Centre?,What are the areas the Training Centre gets support from government agencies (not for your customers)?,Do you get any support from NGO(s) for the Training Centre?,What is the name of the organization?,Are you using digital technologies that can be used in the Training Centre?,For what purpose are you using digital tools here at the unit?,Which course has the highest enrollment in the institute?,Whats is the strength of the farmers getting trained in the institute ?,Whats is the total number of Classrooms in the institute?,Is the tools and equipment available for training sufficient?,Does the institute have an Auditorium ?,Does the institute have research fields ?,What is the number of farmers the center can train ?,Does the institute have Library ?,Does the institute have Labs ?,What kind of support does the institute provide to the trained farmers ?,Which course have the highest dropout rate?,What is the percentage of the farmers dropped out ?,What is the reason for the students dropping out of the institute?,Is there presence of medical facilities in the institute ?,For what all material does the government provide support?,Is there availability of scholarships for the students?,Is there presence of digital (projector or TV) classrooms in the institute?,Does the institute have computers ?,Are the computers being used by the students ?
2312,2019-03-07 05:27:21,Agriculture,KVK/ Farmer Training Center,phassang kamak,Government,In Use,Papumpare,Banderdewa,Karsingsa Complex,27.12348,93.78196,Approved,https://smartvillage.imagetrekk.com/storage/images/dKjOqR9pMHHzBiP0eEqb5SbK1QqUsJCtbtPhKdVC.jpeg?asset_id=2312,_,1,Kacha Road,1,4G Unreliable,"[""Vodafone"",""Jio""]","[""Vodafone"",""Jio""]","[""Vodafone"",""Jio""]","[""Vodafone"",""Jio""]","[""Vodafone"",""Jio""]","[""Vodafone"",""Jio""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""Compound Wall\/ Fencing""]",9.00am to 5.00 pm,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday""]",10,9,Ground Water,,Ground Water,,Yes,Yes,Yes,Yes,Burnt within the premises,,Yes,2,Yes,1,Invertor,2,2,2,2,2,2,No,,Yes,1,Traditional Book Keeping,,"[""Financial Support""]",No,,Yes,"[""Communication"",""Education"",""Book Keeping""]",agri allied sector,21-40,0-3,Yes,No,Yes,21-40,Yes,Yes,"[""Certification""]",non,0%,"[""Others ""]",No,"[""Other"",""Food"",""Travel""]",No,Yes,Yes,No
