id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,What is the type of the road available near to that asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What is the type of structure of this asset?,What is the type of security available for the asset?,What are the working hours of this asset?,What are the areas the asset gets support from government agencies (not for customers)?,How many Technical staff are employed in/for that asset?,How many Non Technical staff are employed in/for that asset?,Where does the waste water generated from that asset goes to?,What are the other mechanism used to discard the waste water ?,Are the premises of this asset cleaned with disinfectant regularly?,How frequently are the premises at this asset cleaned with disinfectant in a week?,Is that Tap in working condition?,Is check valve working in the tap ?,How far is the tap from the water tank/Source ?,What is the diameter of the Pipe ?,How many Taps are connected to one standpod?,What is the length of the service tap?,What is the basement/ foundation is made of ?,Is there any rust on the tap ?,Were people drinking water while you visited this spot?,Are there any charges which come when getting water from this tap?,What does one liter of water cost (in rupees)?,What is the frequency of technical maintenance or safety audit ?,How many times is the quality of water being checked?
4861,2019-05-12 04:53:39,Water,Public Taps/ Public Stand Pod,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58412,93.84419,Approved,https://smartvillage.imagetrekk.com/storage/images/CiPboPH4wHBzh6b55PJ8d0jGAdbSHRaeZ75EOMNN.jpeg?asset_id=4861,public tap 3,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",9.00am-9.00am,"[""None""]",1,0,Discarded in Open Field,,No,,yes,Yes,Below 200 meters,others,1,0.5,"[""Cement""]",No,No,No,,Irregular,Irregular
4865,2019-05-12 05:00:53,Water,Public Taps/ Public Stand Pod,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58405,93.84433,Approved,https://smartvillage.imagetrekk.com/storage/images/QvevmkLMj2LYJVcGA6OksQcWpcB5d5W8qxUaLlPk.jpeg?asset_id=4865,public tap 4,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",9.00 am -9.00am,"[""None""]",1,0,Discarded in Open Field,,No,,yes,Yes,Below 200 meters,others,2,0.5,"[""Cement""]",No,No,No,,Irregular,Irregular
4956,2019-05-12 10:29:43,Water,Public Taps/ Public Stand Pod,bullo tatung,Government,In Use,Lower Subansiri,Ziro,Dutta,27.60295,93.89141,Approved,https://smartvillage.imagetrekk.com/storage/images/yLRWSidLsida1lstOZjs17BxDy3rz7hVRW7aNEZb.jpeg?asset_id=4956,dutta public tap 6,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6.00am 18.00pm,"[""None""]",1,0,Mixes with the near by Water Bodies,,Yes,2,yes,Yes,Below 200 meters,12mm,2,1,"[""Cement""]",No,Yes,No,,Irregular,Irregular
4973,2019-05-12 10:33:31,Water,Public Taps/ Public Stand Pod,ngilyang thaka,Government,In Use,Lower Subansiri,Ziro,Lempiya,27.56973,93.8924,Approved,https://smartvillage.imagetrekk.com/storage/images/S2hvlp1eX8ACUfRNUBtDKWtooVPWWVAXEXYxS1jt.jpeg?asset_id=4973,public tap 1,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 24:00,"[""None""]",1,1,Discarded in Govt. designated structures,,Yes,>7,No,Yes,Above 500 meters,24mm,2,3,"[""Cement""]",No,Yes,No,,Irregular,Irregular
5001,2019-05-12 13:30:35,Water,Public Taps/ Public Stand Pod,kago yubbey,Government,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.5575,93.84897,Approved,https://smartvillage.imagetrekk.com/storage/images/RN1SfGRD4cR9CiRdGg0pweuSa6A1RIeopv2DoiIi.jpeg?asset_id=5001,tap water,Pakka Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:00 to 19:00,"[""Others""]",1,0,Mixes with the near by Water Bodies,,No,,yes,Yes,Below 200 meters,12mm,1,2,"[""Cement""]",Yes,Yes,No,,Others,Others
5006,2019-05-12 17:27:23,Water,Public Taps/ Public Stand Pod,tage tajung,Government,In Use,Lower Subansiri,Ziro,Modang Tage,27.56837,93.84787,Approved,https://smartvillage.imagetrekk.com/storage/images/T6ydbWeUNLS3vGMwL70Sevq9nLivQHFBcxjsbdc5.jpeg?asset_id=5006,Govt. public water taps no. (3),Pakka Road,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:00 to 11:00,"[""Technical Support"",""Support via Schemes""]",1,1,Mixes with the near by Water Bodies,,No,,yes,Yes,Below 200 meters,12mm,2,11,"[""Cement""]",No,Yes,No,,Irregular,Irregular
5008,2019-05-12 17:27:36,Water,Public Taps/ Public Stand Pod,tage tajung,Government,In Use,Lower Subansiri,Ziro,Modang Tage,27.56829,93.8481,Approved,https://smartvillage.imagetrekk.com/storage/images/uYzc1mBZWyZZq9XOhqvDf6Y4yWUooS9e6pkOB2fl.jpeg?asset_id=5008,Govt. public taps no.(2),Kacha Road,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:00 to 11:00,"[""Technical Support"",""Support via Schemes""]",1,1,Mixes with the near by Water Bodies,,No,,yes,Yes,Below 200 meters,12mm,1,22,"[""Cement""]",No,Yes,No,,Irregular,Irregular
5011,2019-05-12 17:29:30,Water,Public Taps/ Public Stand Pod,tage tajung,Government,In Use,Lower Subansiri,Ziro,Modang Tage,27.56782,93.84937,Approved,https://smartvillage.imagetrekk.com/storage/images/ZJldnAdOK5zwwwhNaHi3X4zkJTRZQXWLE2KYPlGm.jpeg?asset_id=5011,Public water tap number (1),Kacha Road,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:00 to 11:00,"[""Technical Support"",""Support via Schemes""]",1,1,Mixes with the near by Water Bodies,,No,,yes,Yes,Below 200 meters,12mm,1,20,"[""Cement""]",No,Yes,No,,Irregular,Irregular
5040,2019-05-13 09:26:24,Water,Public Taps/ Public Stand Pod,tilling saha,Government,In Use,Lower Subansiri,Ziro,Michi,27.57011,93.82734,Approved,https://smartvillage.imagetrekk.com/storage/images/BjxWCwYvtumn3QHPSxfHlSa2xCNWTOps9flbueog.jpeg?asset_id=5040,public tap2,Kacha Road,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 24:00,"[""None"",""Others""]",1,1,Mixes with the near by Water Bodies,,Yes,>7,yes,Yes,Below 200 meters,others,1,2,"[""Cement""]",No,Yes,No,,Irregular,Irregular
5059,2019-05-13 09:34:20,Water,Public Taps/ Public Stand Pod,tilling saha,Government,In Use,Lower Subansiri,Ziro,Michi,27.57063,93.82867,Approved,https://smartvillage.imagetrekk.com/storage/images/sFs7EpeSwSW687g2HcKAE1UCwlzc0wtFgDN5RGda.jpeg?asset_id=5059,public tap 2,Kacha Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:00 am – 18:00 pm,"[""Financial Support""]",1,1,Discarded in Open Field,,Yes,>7,yes,Yes,Below 200 meters,others,1,2,"[""Cement""]",No,Yes,No,,Irregular,Irregular
5064,2019-05-13 09:34:50,Water,Public Taps/ Public Stand Pod,tilling saha,Government,Not in Use,Lower Subansiri,Ziro,Michi,27.57094,93.82873,Rejected,https://smartvillage.imagetrekk.com/storage/images/gCuMH6nMX4mygUEoSrPPiCH7FajQYAXS2gyuJDmR.jpeg?asset_id=5064,public tap 1,Pakka Road,3G Reliable,"[""Vodafone"",""Idea"",""BSNL""]","[""Vodafone"",""Idea"",""BSNL""]","[""Vodafone"",""Idea"",""BSNL""]","[""Vodafone"",""Idea"",""BSNL""]","[""Vodafone"",""Idea"",""BSNL""]","[""Vodafone"",""Idea"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6:00 am – 18:00 pm,"[""Others""]",1,1,Discarded in Open Field,,No,,No,No,Below 200 meters,others,1,2,"[""Cement""]",No,Yes,No,,Never,Never
5111,2019-05-13 17:23:53,Water,Public Taps/ Public Stand Pod,tage tajung,Government,In Use,Lower Subansiri,Ziro,Modang Tage,27.57249,93.8291,Approved,https://smartvillage.imagetrekk.com/storage/images/ZwTzS57qQLi8Fm8JjIrczghzAhILuOTXGYcAPc6X.jpeg?asset_id=5111,Public water taps no. (4),Pakka Road,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:00 to 11:00,"[""Technical Support"",""Support via Schemes""]",1,1,Mixes with the near by Water Bodies,,No,,yes,No,Below 200 meters,12mm,1,1,"[""Others""]",No,Yes,No,,Irregular,Irregular
5135,2019-05-13 17:50:16,Water,Public Taps/ Public Stand Pod,bullo tatung,Government,In Use,Lower Subansiri,Ziro,Keiliya,27.62772,93.92933,Approved,https://smartvillage.imagetrekk.com/storage/images/G8zHZNo3qcobi1ujykEjMhRzjdXHUSvjckVUqCZQ.jpeg?asset_id=5135,public tap,Pakka Road,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6.00am 18:00pm,"[""None""]",1,0,Mixes with the near by Water Bodies,,Yes,2,yes,Yes,Below 200 meters,12mm,1,1,"[""Others""]",Yes,Yes,Yes,1,Irregular,Irregular
5147,2019-05-13 17:52:37,Water,Public Taps/ Public Stand Pod,bullo tatung,Government,In Use,Lower Subansiri,Ziro,Keiliya,27.67724,93.82356,Approved,https://smartvillage.imagetrekk.com/storage/images/QxGT0B02J7Jt5C6gr1R1nahTY3jcxfy1srtrkcQi.jpeg?asset_id=5147,public tap,Kacha Road,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6.00am 18.00pm,"[""None""]",1,0,Mixes with the near by Water Bodies,,Yes,3,yes,Yes,Below 200 meters,12mm,1,1,"[""Cement""]",No,Yes,Yes,10,Irregular,Irregular
5247,2019-05-13 19:39:28,Water,Public Taps/ Public Stand Pod,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59775,93.84793,Approved,https://smartvillage.imagetrekk.com/storage/images/cMLxbXSF8MnAvKGXpNbdWowPLTdpqa4wxGVlbGO4.jpeg?asset_id=5247,public taps 8,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 24:00,"[""None""]",1,1,None,,Yes,>7,yes,Yes,Above 500 meters,others,1,50,"[""Cement""]",No,Yes,No,,Monthly,Monthly
5254,2019-05-13 19:39:53,Water,Public Taps/ Public Stand Pod,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59722,93.84964,Approved,https://smartvillage.imagetrekk.com/storage/images/UUHVuwLsMicvOvJu11y9tjPzbrnnfwXB1eTEriwv.jpeg?asset_id=5254,public taps,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",0:00 to 24:00,"[""None""]",1,1,None,,Yes,>7,yes,Yes,Above 500 meters,others,1,50,"[""Cement""]",No,Yes,No,,Monthly,Yearly
5315,2019-05-14 09:37:34,Water,Public Taps/ Public Stand Pod,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58366,93.84339,Approved,https://smartvillage.imagetrekk.com/storage/images/WHO0wtDcvHKL1UZW9PXhtDOxFvRVpR2ZiGHc0AJG.jpeg?asset_id=5315,in working conditioned,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5.00am -5.00am,"[""None""]",1,0,Discarded in Open Field,,No,,yes,Yes,Between 200-500 meters,others,1,0.5,"[""Cement""]",Yes,No,No,,Irregular,Irregular
5406,2019-05-14 18:14:44,Water,Public Taps/ Public Stand Pod,bullo tatung,Government,In Use,Lower Subansiri,Ziro,Hija,27.5941,93.84751,Approved,https://smartvillage.imagetrekk.com/storage/images/h5zAmYv1sKqumz2BSW557CUHBfE9nF5MdaeeDPcx.jpeg?asset_id=5406,public tap,Footway,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",6.00am 18.00pm,"[""None""]",1,0,Mixes with the near by Water Bodies,,No,,yes,Yes,Below 200 meters,12mm,1,1,"[""Cement""]",No,Yes,Yes,10,Irregular,Irregular
5418,2019-05-15 05:53:32,Water,Public Taps/ Public Stand Pod,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58534,93.84402,Approved,https://smartvillage.imagetrekk.com/storage/images/RosyWpRmuPFHUwZ8v0Fvg84oqUjG3CfGxgqlwSyg.jpeg?asset_id=5418,public tape,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",9.00am-9.00am,"[""None""]",1,0,Discarded in Open Field,,No,,yes,Yes,Between 200-500 meters,others,1,0.5,"[""Cement""]",No,No,No,,Irregular,Irregular
5513,2019-05-16 04:12:17,Water,Public Taps/ Public Stand Pod,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.57033,93.83185,Approved,https://smartvillage.imagetrekk.com/storage/images/n1zqPzFp3GZqW1pwEgahsUaGW8PT8xEKXhvVyGPQ.jpeg?asset_id=5513,public common water taps no. (7),Pakka Road,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)","[""None""]",7:00 to 9:00,"[""None""]",1,0,Mixes with the near by Water Bodies,,No,,yes,No,Below 200 meters,12mm,1,12,"[""Others""]",Yes,No,No,,Never,Never
5568,2019-05-16 04:35:56,Water,Public Taps/ Public Stand Pod,tage tajung,Government,Repairable,Lower Subansiri,Ziro,Modang Tage,27.57058,93.83207,Approved,https://smartvillage.imagetrekk.com/storage/images/tLPrcKpUOztaBP5TfrXyN1DECi57aWfmdcDjOrTM.jpeg?asset_id=5568,Public water taps no. (6),Kacha Road,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:00 to 12:00,"[""None""]",1,0,Mixes with the near by Water Bodies,,No,,yes,No,Below 200 meters,12mm,1,2,"[""Cement""]",No,Yes,No,,Never,Never
5572,2019-05-16 04:37:50,Water,Public Taps/ Public Stand Pod,tage tajung,Government,In Use,Lower Subansiri,Ziro,Modang Tage,27.56997,93.83189,Approved,https://smartvillage.imagetrekk.com/storage/images/ovu30MJj6nXR1k7thzKXVCpQEiIYbRf1hNydWBIT.jpeg?asset_id=5572,Water tap for no. (5),Pakka Road,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:00 to 13:00,"[""Technical Support""]",1,1,Mixes with the near by Water Bodies,,No,,yes,No,Between 200-500 meters,12mm,1,2,"[""Cement""]",No,Yes,No,,Never,Never
5629,2019-05-16 13:08:51,Water,Public Taps/ Public Stand Pod,tage tajung,Government,In Use,Lower Subansiri,Ziro,Modang Tage,27.56833,93.8458,Approved,https://smartvillage.imagetrekk.com/storage/images/t0QqjYLScSpz9wgJemg9ztBSu4aJ3cnmi2NbDOSa.jpeg?asset_id=5629,Public taps at biirii,Kacha Road,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",7:00 to 12:00,"[""None""]",1,1,Mixes with the near by Water Bodies,,No,,yes,No,Below 200 meters,12mm,1,3,"[""Cement""]",No,Yes,No,,Irregular,Irregular
5698,2019-05-17 08:43:38,Water,Public Taps/ Public Stand Pod,nabam banio,Government,In Use,Papumpare,Itanagar,Ganga,27.08808,93.60561,Approved,https://smartvillage.imagetrekk.com/storage/images/rYSIX67CoAGz1M9m0cIcjSDypObmmibMnabqMw8i.jpeg?asset_id=5698,good,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",9:30 A.M- 17:00P.M,"[""Support via Schemes""]",2,0,Mixes with the near by Water Bodies,,No,,yes,Yes,Above 500 meters,12mm,1,1,"[""Cement""]",No,Yes,No,,Irregular,Irregular
5806,2019-05-20 12:16:48,Water,Public Taps/ Public Stand Pod,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58315,93.84417,Approved,https://smartvillage.imagetrekk.com/storage/images/q1I0nB9Uaq2jjbslbJcIsR6C7LbEUm76FEVSRkWB.jpeg?asset_id=5806,tape,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5.00am-5.00am,"[""Technical Support""]",1,0,Discarded in Open Field,,No,,yes,Yes,Below 200 meters,others,1,0.5,"[""Cement""]",Yes,No,No,,Irregular,Irregular
5903,2019-05-21 03:22:23,Water,Public Taps/ Public Stand Pod,nending tasser,Government,Not in Use,Lower Subansiri,Ziro,Hari,27.58097,93.84626,Approved,https://smartvillage.imagetrekk.com/storage/images/dBf1xZzq6zHf3grU2GETGfXx6PwockxvgnrREK25.jpeg?asset_id=5903,public tap,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5.00am-5.00am,"[""Technical Support""]",1,0,Discarded in Open Field,,No,,No,No,Between 200-500 meters,others,1,0.5,"[""Cement""]",No,No,No,,Irregular,Irregular
5907,2019-05-21 03:22:25,Water,Public Taps/ Public Stand Pod,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58139,93.84606,Approved,https://smartvillage.imagetrekk.com/storage/images/qKEzbBUdxP8hys6fOLVBw5ZvQLDoLeYihMMJrXyx.jpeg?asset_id=5907,public tap,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5.00am-5.00am,"[""Technical Support""]",1,0,Discarded in Open Field,,No,,yes,No,Between 200-500 meters,others,1,0.5,"[""Cement""]",Yes,No,No,,Irregular,Irregular
5923,2019-05-21 03:22:47,Water,Public Taps/ Public Stand Pod,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58307,93.84483,Approved,https://smartvillage.imagetrekk.com/storage/images/5bEzy5AwvRGUbHVZ0McPtzA8c8uiyDJVsUFyL0sS.jpeg?asset_id=5923,public tape,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5.00am-5.00am,"[""Technical Support""]",1,0,Discarded in Open Field,,No,,yes,Yes,Between 200-500 meters,others,1,0.5,"[""Cement""]",No,No,No,,Irregular,Irregular
5928,2019-05-21 03:23:02,Water,Public Taps/ Public Stand Pod,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58315,93.84417,Approved,https://smartvillage.imagetrekk.com/storage/images/TR8wqwKG9Ya2sizetmfCDZXRy1g6DT7wpYx0LXnb.jpeg?asset_id=5928,tape,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5.00am-5.00am,"[""Technical Support""]",1,0,Discarded in Open Field,,No,,yes,Yes,Below 200 meters,others,1,0.5,"[""Cement""]",Yes,No,No,,Irregular,Irregular
5942,2019-05-21 05:39:22,Water,Public Taps/ Public Stand Pod,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58359,93.84355,Approved,https://smartvillage.imagetrekk.com/storage/images/WSNKfVapMJYXK7WnrD415ofJVv805fV7ISITf1Oe.jpeg?asset_id=5942,public tap,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None""]",5.00am -5.00am,"[""Technical Support""]",1,0,Discarded in Open Field,,No,,yes,Yes,Between 200-500 meters,others,1,0.5,"[""Cement""]",No,No,No,,Irregular,Irregular
