id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the Shop?,How much distance should one travel from this Shop to avail public transport facility? (in K.M),What is the type of the mobile network available at the Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What are different Mobile network service providers available at the location of this Shop?,What is the type of structure of this Shop?,What are the working hours of this Shop?(Ex: 9.00A.M-5.A.M),What are the working days of that Shop?,How many people are working in the Shop?,Where do you get drinking water from for using at this Shop?,How much do you pay per litre of bottled water? (In Rupees),Are there toilets available for public usage at this Shop?,Are there toilets available seperately as per gender at this Shop?,Is there running water available in the toilets at this asset?,Is there soap for handwash available next to the sink?,How do you deal with the waste generated from that Shop?,What are the other mechanism used to discard the waste from this Shop?,Are the premises of this Shop cleaned with disinfectant regularly?,How frequently are the premises at this Shop cleaned with disinfectant in a week?,Do you have grid connection for energy supply for this Shop?,How many hours per day are you facing power cuts at this Shop?,What is the alternative energy source available for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,How many hours do you rely on the alternative energy source in a day for that Shop?,Is there landline connectivity for that Shop?,What is the number with STD Code,Does this Shop have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records for this Shop?,What are other type of book keeping methods used in the Shop?,What are the areas the Shop gets support from government agencies?,Do you get any support from NGO(s) for this Shop?,From what Organization(s) did you get support?,Are you aware of digital technologies that can be used in the Shop?,For what purpose are you using digital tools here at this Shop?,Do you have a POS device in your shop?,Does the POS device function smoothly?,From where the goods are brought to the shop?,What other types of services are provided?,How are the goods transported to the shop?
7069,2019-06-06 13:09:45,Food & Civil Supplies,Shops,ngilyang thaka,Private,In Use,Lower Subansiri,Ziro,Lempiya,27.62571,93.89515,Approved,https://smartvillage.imagetrekk.com/storage/images/UoIWcjUay9gsc4MWRgDZMs6zOqBYZX8mKGh2rDe4.jpeg?asset_id=7069,private shop of nako murchi,2,Pakka Road with Block Point,1,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",8:0 to 6:0,"[""Monday"",""Friday"",""Wednesday"",""Thusday"",""Tuesday"",""Saturday""]",1,Tap Water from Government,,No,,,,None,,Yes,1,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,selling goods,"[""Rental Vehicle""]"
7103,2019-06-06 13:58:52,Food & Civil Supplies,Shops,tabey,Private,In Use,Shi-Yomi,Monigong,Karle,28.74199,94.30197,Approved,https://smartvillage.imagetrekk.com/storage/images/4Tfvyern1Kfy0CKiIssqmE7gYchx59ElGnKdvvtg.jpeg?asset_id=7103,local shop,10,Pakka Road,0.1,2G Unreliable,"[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",7:0 to 19:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Spring Water,,No,,,,Burnt within the premises,,No,,No,,Solar Unit,7,7,7,7,7,7,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Other Shop,sell groceries,"[""Rental Vehicle""]"
7106,2019-06-06 13:58:52,Food & Civil Supplies,Shops,tabey,Private,In Use,Shi-Yomi,Monigong,Karle,28.74117,94.29759,Pending,https://smartvillage.imagetrekk.com/storage/images/7OUvSwCUR96SoWFxwc7ntvPATRyhKeRELw61RskK.jpeg?asset_id=7106,local shop,10,Pakka Road,0.1,2G Unreliable,"[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",7:0 to 19:0,"[""Monday"",""Wednesday"",""Tuesday"",""Thusday"",""Friday"",""Saturday""]",1,Spring Water,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Other Shop,sells groceries,"[""Rental Vehicle""]"
7107,2019-06-06 13:58:52,Food & Civil Supplies,Shops,tabey,Private,In Use,Shi-Yomi,Monigong,Karle,28.74054,94.30282,Approved,https://smartvillage.imagetrekk.com/storage/images/ifyTB8eiBwh9EByVTnw4htNhmUWGYE0GkSj6uVNa.jpeg?asset_id=7107,local shop,10,Pakka Road,0.1,2G Unreliable,"[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","[""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",7:0 to 19:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Spring Water,,No,,,,Burnt within the premises,,No,,No,,Solar Unit,7,7,7,7,7,7,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Other Shop,sells groceries,"[""Rental Vehicle""]"
7167,2019-06-07 09:09:30,Food & Civil Supplies,Shops,tilling saha,Private,In Use,Lower Subansiri,Ziro,Taring,27.51967,93.82756,Approved,https://smartvillage.imagetrekk.com/storage/images/iLJOuqXT8zkQCivEB6jTeCt2gGGV6VA0VAhEP25Y.jpeg?asset_id=7167,taring shop 1,1,Kacha Road,4,3G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",7:0 to 6:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,>7,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,non,"[""Load Carriage"",""Rental Vehicle"",""Bike"",""Private Car""]"
7200,2019-06-08 04:51:27,Food & Civil Supplies,Shops,kago yubbey,Private,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55771,93.84831,Approved,https://smartvillage.imagetrekk.com/storage/images/lhVO9zJTwf3dlzY0fI2tqZ1sBgwU2ryeeSEfd5wr.jpeg?asset_id=7200,shop at kago Village,1,Pakka Road,4,3G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",6:0 to 22:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Others,,No,,,,None,,No,,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,groceries,"[""Private Car""]"
7208,2019-06-08 08:36:46,Food & Civil Supplies,Shops,taakhe rakesh,Private,In Use,Lower Subansiri,Ziro,Hong,27.52395,93.8366,Approved,https://smartvillage.imagetrekk.com/storage/images/E3f3U9Mi6mQDE68gIGXwhfgqU7c2GSTYp1r6ooCG.jpeg?asset_id=7208,Re-charge point,1,Pakka Road with Block Point,3,3G Unreliable,"[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",9:0 to 3:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Tap Water from Government,,Yes,No,Yes,No,Burnt within the premises,,No,,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Authorized Distributor,mobile recharge service,"[""Private Car""]"
7209,2019-06-08 08:37:22,Food & Civil Supplies,Shops,taakhe rakesh,Private,In Use,Lower Subansiri,Ziro,Hong,27.52335,93.83612,Approved,https://smartvillage.imagetrekk.com/storage/images/TSFs4L9p3gIe0vILWalBmxUjog5sibarObqqC2QB.jpeg?asset_id=7209,Sharma store siiro,1,Pakka Road with Block Point,3,3G Unreliable,"[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",9:0 to 3:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,Yes,No,Yes,No,Burnt within the premises,,No,,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,grocery,"[""Private Car"",""Rental Vehicle"",""Load Carriage""]"
7213,2019-06-08 08:43:34,Food & Civil Supplies,Shops,taakhe rakesh,Private,In Use,Lower Subansiri,Ziro,Hong,27.52325,93.83633,Approved,https://smartvillage.imagetrekk.com/storage/images/fBHbrFx1wq0D8NGbC7faCDsxHlGNz3UatTwL2ryc.jpeg?asset_id=7213,babu grocery store siiro,1,Kacha Road,3.5,3G Unreliable,"[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",15:0 to 16:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Tap Water from Government,,Yes,No,Yes,No,Burnt within the premises,,No,,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,grocery item,"[""Rental Vehicle"",""Private Car""]"
7214,2019-06-08 08:44:55,Food & Civil Supplies,Shops,taakhe rakesh,Private,In Use,Lower Subansiri,Ziro,Hong,27.52325,93.83633,Approved,https://smartvillage.imagetrekk.com/storage/images/YqciRU3KZhNL024w2gaCKeNtYLQKFAsOdvXefA2u.jpeg?asset_id=7214,babu grocery store siiro,1,Kacha Road,3.5,3G Unreliable,"[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",15:0 to 16:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Tap Water from Government,,Yes,No,Yes,No,Burnt within the premises,,No,,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,grocery item,"[""Rental Vehicle"",""Private Car""]"
7217,2019-06-08 08:47:08,Food & Civil Supplies,Shops,taakhe rakesh,Private,In Use,Lower Subansiri,Ziro,Hong,27.52017,93.84085,Approved,https://smartvillage.imagetrekk.com/storage/images/QkttXIr1FLFMgXMTDXUzzSWSwLVUBV0Dj5eD8XyR.jpeg?asset_id=7217,oka stop siiro,1,Pakka Road with Block Point,4,3G Unreliable,"[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","Pakka/Permenant(Steel,Concrete,etc.,)",9:0 to 3:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,Yes,No,Yes,No,Burnt within the premises,,No,,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,grocery,"[""Rental Vehicle"",""Private Car""]"
7218,2019-06-08 08:47:45,Food & Civil Supplies,Shops,taakhe rakesh,Private,In Use,Lower Subansiri,Ziro,Hong,27.51984,93.84148,Approved,https://smartvillage.imagetrekk.com/storage/images/0VGYC44d5NtHxNr92E4Ie2vYS0HivIpsxJIfsD8C.jpeg?asset_id=7218,sonu store,1,Kacha Road,4,3G Unreliable,"[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",17:25 to 15:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,Yes,No,Yes,No,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Other Shop,grocery,"[""Rental Vehicle"",""Load Carriage"",""Bike"",""Private Car""]"
7222,2019-06-08 12:54:03,Food & Civil Supplies,Shops,taakhe rakesh,Private,In Use,Lower Subansiri,Ziro,Hong,27.55798,93.8464,Approved,https://smartvillage.imagetrekk.com/storage/images/bCrmdAIxtMPn44xEoAMjtH2SbUSzt6DCgQSqedpz.jpeg?asset_id=7222,hibu shop 1,1,Kacha Road,3,3G Unreliable,"[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",18:30 to 18:30,"[""Monday"",""Tuesday"",""Wednesday"",""Friday"",""Thusday"",""Saturday""]",1,Tap Water from Government,,Yes,No,No,No,Burnt within the premises,,Yes,6,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,grocery survice,"[""Load Carriage"",""Bike"",""Private Car""]"
7238,2019-06-09 07:36:18,Food & Civil Supplies,Shops,nabam tadap,Private,In Use,Papumpare,Doimukh,Soppo,27.21451,93.79614,Approved,https://smartvillage.imagetrekk.com/storage/images/5GJ6kyLLEa1e6wJRJ0zSEu5QNHgw7bifnBGhrZO3.jpeg?asset_id=7238,Good condition,8,Pakka Road,1,2G Unreliable,"[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","Pakka/Permenant(Steel,Concrete,etc.,)",18:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",3,Tap Water from Government,,No,,,,Burnt within the premises,,Yes,3,Yes,5,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,none,"[""Private Car""]"
7239,2019-06-09 07:48:23,Food & Civil Supplies,Shops,nabam tadap,Private,In Use,Papumpare,Doimukh,Soppo,27.21401,93.79718,Approved,https://smartvillage.imagetrekk.com/storage/images/xASTBMMso1B2oLkiDVKsUdK5cgP9Goxecvqvmrch.jpeg?asset_id=7239,Need repair,9,Pakka Road,1,2G Unreliable,"[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","[""Airtel"",""BSNL"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",19:0 to 5:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",3,Tap Water from Government,,No,,,,Burnt within the premises,,No,,Yes,5,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,none,"[""Bike""]"
7257,2019-06-09 11:14:09,Food & Civil Supplies,Shops,taakhe rakesh,Private,In Use,Lower Subansiri,Ziro,Hong,27.55635,93.84551,Approved,https://smartvillage.imagetrekk.com/storage/images/LgGdDEBIAGBVGqHGnvrIAEyzJnXC7rZAyyYndWOO.jpeg?asset_id=7257,bakhang shop,1,Kacha Road,3.5,3G Unreliable,"[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",18:0 to 18:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,Yes,No,No,No,None,,Yes,6,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,grocery sirvice,"[""Load Carriage"",""Rental Vehicle"",""Bike"",""Private Car""]"
7259,2019-06-09 11:17:18,Food & Civil Supplies,Shops,taakhe rakesh,Private,In Use,Lower Subansiri,Ziro,Hong,27.55709,93.84589,Approved,https://smartvillage.imagetrekk.com/storage/images/tdQGIT2nAWINQ7MEQoV2epeXrH6MT86NEPpVGGJG.jpeg?asset_id=7259,Halley store,1,Kacha Road,3.5,3G Unreliable,"[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",18:30 to 21:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,Yes,No,No,No,None,,Yes,6,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,grocery sirvice,"[""Load Carriage"",""Rental Vehicle"",""Bike"",""Private Car""]"
7261,2019-06-09 11:18:24,Food & Civil Supplies,Shops,taakhe rakesh,Private,In Use,Lower Subansiri,Ziro,Hong,27.55679,93.84615,Approved,https://smartvillage.imagetrekk.com/storage/images/sTMoyeLC4u4meJCqbGYh4eXlzlVvPmYCdBIl9U2l.jpeg?asset_id=7261,Kari store,1,Kacha Road,3,3G Unreliable,"[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",21:44 to 21:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,Yes,No,Yes,No,Burnt within the premises,,Yes,6,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,grocery sirvice,"[""Load Carriage"",""Rental Vehicle"",""Bike"",""Private Car""]"
7265,2019-06-09 11:21:11,Food & Civil Supplies,Shops,taakhe rakesh,Private,In Use,Lower Subansiri,Ziro,Hong,27.55803,93.84646,Approved,https://smartvillage.imagetrekk.com/storage/images/X79fMb3piHI3fnwWhI53bLg6E5qw5fOEdYJGm3GS.jpeg?asset_id=7265,apu store,1,Kacha Road,3,3G Unreliable,"[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","[""Vodafone"",""Idea"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",20:0 to 20:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,Yes,No,No,No,Burnt within the premises,,Yes,6,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,grocery sirvice,"[""Load Carriage"",""Rental Vehicle"",""Bike"",""Private Car""]"
7271,2019-06-09 11:24:50,Food & Civil Supplies,Shops,taakhe rakesh,Private,In Use,Lower Subansiri,Ziro,Hong,27.5579,93.84734,Approved,https://smartvillage.imagetrekk.com/storage/images/rCI2KZ7eYABloT0ownastz83PDjYKnaEVVrbRgKl.jpeg?asset_id=7271,bullo store,1,Kacha Road,3.5,3G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",19:0 to 19:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,Yes,No,No,No,Burnt within the premises,,Yes,6,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,grocery survice,"[""Load Carriage"",""Rental Vehicle"",""Bike"",""Private Car""]"
7276,2019-06-09 11:27:18,Food & Civil Supplies,Shops,taakhe rakesh,Private,In Use,Lower Subansiri,Ziro,Hong,27.55746,93.84846,Approved,https://smartvillage.imagetrekk.com/storage/images/OckCIHTj6nhIOyfm8IQsGID8qKqDpSI8U9TT9ZwN.jpeg?asset_id=7276,tani store,1,Kacha Road,3.5,3G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",20:0 to 20:0,"[""Monday"",""Wednesday"",""Tuesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,Yes,No,Yes,No,Burnt within the premises,,Yes,6,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,grocery survice,"[""Load Carriage"",""Rental Vehicle"",""Bike"",""Private Car""]"
7281,2019-06-09 18:11:21,Food & Civil Supplies,Shops,padi tara,Private,In Use,Lower Subansiri,Ziro,Kalong,27.59554,93.84019,Approved,https://smartvillage.imagetrekk.com/storage/images/AzJpF2Dq326BCi2Yn9IwXtQUzpQsxxlfElMfBpQ2.jpeg?asset_id=7281,"private shop public,kalong 1",1,Pakka Road,1,2G Reliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","Kacha/Temporary(Wood,Bamboo,etc.,)",6:0 to 19:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Ground Water,,No,,,,Burnt within the premises,,Yes,>7,Yes,2,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Other Shop,"like a breads, chips,sugars and cool drink,etc.","[""Load Carriage""]"
735,2019-02-08 13:37:00,Food & Civil Supplies,Shops,nabam dimin,Private,In Use,Lower Subansiri,Yachuli,Yoglo,27.64783,93.69115,Pending,https://smartvillage.imagetrekk.com/storage/images/Ni5dhekrSGfWlgG1fm5ecFiwZzpRk957FlVGYCjz.jpeg?asset_id=735,villagers are very excited,2,Kacha Road,0,2G Reliable,"[""Vodafone"",""Airtel""]","[""Vodafone"",""Airtel""]","[""Vodafone"",""Airtel""]","[""Vodafone"",""Airtel""]","[""Vodafone"",""Airtel""]","[""Vodafone"",""Airtel""]","Kacha/Temporary(Wood,Bamboo,etc.,)",7.00-18.00 pm,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",2,Tap Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,None,,"[""None""]",No,,No,,No,,Whole Seller,nil,"[""Bike""]"
838,2019-02-12 08:10:41,Food & Civil Supplies,Shops,hanhap taiju,Private,In Use,Changlang,Changlang,Changlang (CT),27.13359,95.74561,Rejected,https://smartvillage.imagetrekk.com/storage/images/ICY6YRWZnZRNs9fJYfryj7EYbmlbk4zZZz2Yl5lj.jpeg?asset_id=838,Village Name is New Changlang,3,Pakka Road with Block Point,3,4G+ Reliable,"[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","[""Vodafone"",""Airtel"",""BSNL"",""Jio""]","Kacha/Temporary(Wood,Bamboo,etc.,)",9.00 AM to 6.00 PM,"[""Monday"",""Tuesday"",""Wednesday"",""Thusday"",""Friday"",""Saturday""]",1,Tap Water from Government,,No,,,,Burnt within the premises,,No,,Yes,1,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,No,,Whole Seller,None,"[""Rental Vehicle"",""Private Car"",""Bike""]"
