id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,What is the type of the road available to the asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,Does this electricity pole also have telephone lines ?,What is the electricity pole made of ?,What is the frequency of maintenance or safety audit ?,Are the wires insulated ?
3702,2019-05-07 10:52:32,Energy & ICT,Electricity Pole,bullo tatung,Government,In Use,Lower Subansiri,Ziro,Hija,27.56756,93.86547,Approved,https://smartvillage.imagetrekk.com/storage/images/6AUmnuh8znTACkuMH2Jg3ZoaR5OlSO8Z5mVJUMzW.jpeg?asset_id=3702,electric pole 46,Pakka Road,2G Reliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]",No,"[""Steel""]",Irregular,No
3703,2019-05-07 10:52:32,Energy & ICT,Electricity Pole,bullo tatung,Government,In Use,Lower Subansiri,Ziro,Hija,27.60295,93.88742,Approved,https://smartvillage.imagetrekk.com/storage/images/3CYA9mJ3maYK26VLy3XgFJ5A977Xrac81CWluYT7.jpeg?asset_id=3703,electric pole 48,Pakka Road,2G Reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]",No,"[""Steel""]",Irregular,No
3713,2019-05-07 11:48:34,Energy & ICT,Electricity Pole,ngilyang thaka,Government,In Use,Lower Subansiri,Ziro,Lempiya,27.5746,93.84296,Approved,https://smartvillage.imagetrekk.com/storage/images/GAaTIej4lkq6e0fUWcHYMWVuYlQttE6pEGAzEbYu.jpeg?asset_id=3713,electric pole 5,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Irregular,No
3714,2019-05-07 11:50:18,Energy & ICT,Electricity Pole,ngilyang thaka,Government,In Use,Lower Subansiri,Ziro,Lempiya,27.55755,93.85944,Approved,https://smartvillage.imagetrekk.com/storage/images/IE1GEN8l8uH14MAVBAM43BZBBBIbvFIt1vTePmzz.jpeg?asset_id=3714,electric pole 6,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",No,"[""Steel""]",Irregular,No
3715,2019-05-07 12:43:37,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90929,95.27702,Approved,https://smartvillage.imagetrekk.com/storage/images/NdW1p18WBRijKI2wxZ2jYrJFz06gllnwKkgfXhRO.jpeg?asset_id=3715,done,Kacha Road,3G Reliable,"[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]",No,"[""Steel"",""Concrete"",""Rail""]",Others,Yes
3716,2019-05-07 12:43:40,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90825,95.27815,Approved,https://smartvillage.imagetrekk.com/storage/images/Aby8nIYM4ffTw5BJObw4jMI101Z1YeLUw4FWYpb6.jpeg?asset_id=3716,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Steel"",""Concrete"",""Rail""]",Others,Yes
3717,2019-05-07 12:43:40,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90848,95.2775,Approved,https://smartvillage.imagetrekk.com/storage/images/JxuUWZq9GqBDu8kGeGTof0dclWB6DgTnTEalbil8.jpeg?asset_id=3717,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3718,2019-05-07 12:43:40,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.9083,95.27758,Approved,https://smartvillage.imagetrekk.com/storage/images/OUX69hHy58NBfCjBCy4Dh01eOBpPm1i4LtvBcqZw.jpeg?asset_id=3718,done,Kacha Road,3G Reliable,"[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3719,2019-05-07 12:43:40,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90849,95.27737,Approved,https://smartvillage.imagetrekk.com/storage/images/UmTHIWCty6xtS98A2VSDizvqkfsTYrVKUoCtZ6RM.jpeg?asset_id=3719,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3720,2019-05-07 12:43:40,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90844,95.27747,Approved,https://smartvillage.imagetrekk.com/storage/images/DwYN84TqF98caYMLIw6WofrxgCF9HVlgpFuizZP4.jpeg?asset_id=3720,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3721,2019-05-07 12:43:40,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90791,95.27835,Approved,https://smartvillage.imagetrekk.com/storage/images/e4FK5ENlqzQuakduMXLvQ2DRBZF33WBSmTtP0sFT.jpeg?asset_id=3721,done,Kacha Road,3G Reliable,"[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3722,2019-05-07 12:43:40,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90779,95.27887,Approved,https://smartvillage.imagetrekk.com/storage/images/FKr4FwNS5DvHrPPpY1JEG4gaLGPetUAXy51JzC6l.jpeg?asset_id=3722,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3723,2019-05-07 12:43:40,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.89944,95.28401,Approved,https://smartvillage.imagetrekk.com/storage/images/4yndCje1uGDHfF00eQn2TmT0vJVPsoSD4kGRuJLG.jpeg?asset_id=3723,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Steel"",""Concrete"",""Rail""]",Others,Yes
3725,2019-05-07 12:43:41,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90753,95.27839,Approved,https://smartvillage.imagetrekk.com/storage/images/DjmPtmQbpIxHHHlTjORpqcjVaAxLQzdatyzwvHbY.jpeg?asset_id=3725,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3726,2019-05-07 12:43:41,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90775,95.27762,Approved,https://smartvillage.imagetrekk.com/storage/images/YkJoGI44jPoelHUBFIsLVenWD54p1u1MMvVDvfiO.jpeg?asset_id=3726,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3727,2019-05-07 12:43:41,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90832,95.27782,Approved,https://smartvillage.imagetrekk.com/storage/images/mCLAQzMi6OhF784PNarqsIFryp9pEjVoxjZAeMH3.jpeg?asset_id=3727,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3728,2019-05-07 12:43:41,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90753,95.27796,Approved,https://smartvillage.imagetrekk.com/storage/images/jUgh2WgcrYW3o5i7wccgfFgl0TbtbFBM72ZnBnEl.jpeg?asset_id=3728,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3729,2019-05-07 12:43:41,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90753,95.27848,Approved,https://smartvillage.imagetrekk.com/storage/images/GpO3nsU9YqTlt3thETNrw3PCBSKIUGgxbpDI5zPF.jpeg?asset_id=3729,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3730,2019-05-07 12:43:41,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90692,95.27811,Approved,https://smartvillage.imagetrekk.com/storage/images/T9vCCGCkjvkBxRPtYzbySSnz6WG7lGSIc8JYgQFl.jpeg?asset_id=3730,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3731,2019-05-07 12:43:42,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.9078,95.27633,Approved,https://smartvillage.imagetrekk.com/storage/images/JesHRsQwb1rtN97eKMKxlCLaE7DfeiU7M7ZiZDAc.jpeg?asset_id=3731,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3732,2019-05-07 12:43:42,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.9077,95.2763,Approved,https://smartvillage.imagetrekk.com/storage/images/0sp8XyPJxgDKxQ68rvWJdSAt2945qfUajxvGVp8X.jpeg?asset_id=3732,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,No
3734,2019-05-07 12:43:42,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90817,95.27617,Approved,https://smartvillage.imagetrekk.com/storage/images/0dHZQvYKHZiufS5Jfptbt3u3p1lfuVacL3ZOuniL.jpeg?asset_id=3734,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3735,2019-05-07 12:43:42,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90788,95.27566,Approved,https://smartvillage.imagetrekk.com/storage/images/0GU47AkUgv4IsR7ngFVEnbwrRIZkkY17YbU0YVl6.jpeg?asset_id=3735,done,Kacha Road,3G Unreliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3736,2019-05-07 12:43:42,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90964,95.27649,Approved,https://smartvillage.imagetrekk.com/storage/images/jQSkL0MyqLjdnFnIdxhxBiKt2KLVCqJgNeJeFqgM.jpeg?asset_id=3736,done,Kacha Road,3G Reliable,"[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]",No,"[""Steel"",""Concrete"",""Rail""]",Others,Yes
3738,2019-05-07 12:43:42,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90977,95.27622,Approved,https://smartvillage.imagetrekk.com/storage/images/WnF4A5xAqS1gBNp94feTXqYtB3osRaaJsouWvzTl.jpeg?asset_id=3738,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Steel"",""Concrete"",""Rail""]",Others,Yes
3739,2019-05-07 12:43:43,Energy & ICT,Electricity Pole,talen mibang,Private,In Use,East Siang,Ruksin,Mangnang,27.90941,95.27674,Approved,https://smartvillage.imagetrekk.com/storage/images/qokCpeDkqCMJ9YQUh3LDUtDbzGCMkz0wfjTYI12o.jpeg?asset_id=3739,done,Kacha Road,3G Reliable,"[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3740,2019-05-07 12:43:43,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90924,95.27647,Approved,https://smartvillage.imagetrekk.com/storage/images/FEievqMPC7TD0v7JxA84iH1x84zllV5Er1xwFXfA.jpeg?asset_id=3740,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Steel"",""Concrete"",""Rail""]",Others,Yes
3741,2019-05-07 12:43:43,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.91022,95.27695,Approved,https://smartvillage.imagetrekk.com/storage/images/xpGbpUDESEl22GKpv5fBhC1zT9keJEVJzQ2zrpxi.jpeg?asset_id=3741,done,Kacha Road,3G Reliable,"[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3742,2019-05-07 12:43:43,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90977,95.27619,Approved,https://smartvillage.imagetrekk.com/storage/images/CAkuE3zqVR6CBzigT0oKvbDcQsULuE2izDq28637.jpeg?asset_id=3742,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3744,2019-05-07 12:43:43,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.91056,95.27749,Approved,https://smartvillage.imagetrekk.com/storage/images/kXmvjd35DwWVVFmdF1dUwI6TksRbQpkLKnYAMxTr.jpeg?asset_id=3744,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3745,2019-05-07 12:43:43,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90894,95.27634,Approved,https://smartvillage.imagetrekk.com/storage/images/X91bpZY96XZ0egpFrqFm3DJmPowaffC5FEAflrxW.jpeg?asset_id=3745,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Steel"",""Concrete"",""Rail""]",Others,Yes
3746,2019-05-07 12:43:44,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.91089,95.27682,Approved,https://smartvillage.imagetrekk.com/storage/images/u5WjUCsPSyYkitiylbr8xNwWYfTu7shii9eQMje1.jpeg?asset_id=3746,done,Kacha Road,3G Reliable,"[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3747,2019-05-07 12:43:44,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.91114,95.27777,Approved,https://smartvillage.imagetrekk.com/storage/images/lJVCnugZsqd8VzzC5AenvQ40H5BP1UMzpXPx0Vcv.jpeg?asset_id=3747,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,[],Others,Yes
3748,2019-05-07 12:43:44,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.91118,95.27753,Approved,https://smartvillage.imagetrekk.com/storage/images/O6d65eSTemOEJqqSASVICDHNBK9C532QG85Ab7eO.jpeg?asset_id=3748,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3749,2019-05-07 12:43:44,Energy & ICT,Electricity Pole,administrator,Government,In Use,East Siang,Ruksin,Mangnang,27.91131,95.27798,Approved,https://smartvillage.imagetrekk.com/storage/images/Bui3ReM9bnhKO5v3zPy5AHl6gaYivfCcxl0brTCj.jpeg?asset_id=3749,done,Kacha Road,3G Reliable,"[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3751,2019-05-07 12:43:44,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.91043,95.27743,Approved,https://smartvillage.imagetrekk.com/storage/images/MpZS1qclcVmBWfa9ekYqZPvrF3h1AJjHjyQzxO82.jpeg?asset_id=3751,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3752,2019-05-07 12:43:45,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.91024,95.27757,Approved,https://smartvillage.imagetrekk.com/storage/images/nTvtn6X34l3FcBpOXHx4lOsBwDONRqVH6qrenZdL.jpeg?asset_id=3752,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3753,2019-05-07 12:43:45,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90938,95.27778,Approved,https://smartvillage.imagetrekk.com/storage/images/UVBc2O7jBLqWkT3D5DfO5otrqbZL9x6evMjjZ2P8.jpeg?asset_id=3753,done,Kacha Road,3G Unreliable,"[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]","[""Jio"",""Airtel"",""BSNL""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3754,2019-05-07 12:43:45,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90946,95.27735,Approved,https://smartvillage.imagetrekk.com/storage/images/VyyWB7z0e8vxDLRROpVC5Dd0CkdvfmjiCe4RKN1g.jpeg?asset_id=3754,done,Kacha Road,3G Reliable,"[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]","[""Jio"",""BSNL"",""Airtel""]",No,"[""Steel"",""Rail"",""Concrete""]",Others,Yes
3755,2019-05-07 12:43:45,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.91052,95.27114,Approved,https://smartvillage.imagetrekk.com/storage/images/y9Q7nglkmnX49ZdFLS8hiVwtPLaY5pB4vtUcM9JI.jpeg?asset_id=3755,done,Pakka Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Concrete"",""Steel"",""Rail""]",Others,Yes
3756,2019-05-07 12:43:45,Energy & ICT,Electricity Pole,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.9106,95.27103,Approved,https://smartvillage.imagetrekk.com/storage/images/WKf6ugeOCTWjlINTrL1yqGKbacvF7yDuMQUQLqKn.jpeg?asset_id=3756,done,Kacha Road,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]",No,"[""Steel"",""Concrete"",""Rail""]",Others,Yes
