id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,What is the type of the road available to the asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,Does this electricity pole also have telephone lines ?,What is the electricity pole made of ?,What is the frequency of maintenance or safety audit ?,Are the wires insulated ?
1961,2019-03-03 06:47:30,Energy & ICT,Electricity Pole,omem lego,Government,In Use,East Siang,Oyan,Rani,27.96441,,Approved,https://smartvillage.imagetrekk.com/storage/images/64iWmJIBjkpcXdhjP4q7bHtpfLSlP2TSLJ7jT27K.jpeg?asset_id=1961,ELECTRICITY Pole 29,Pakka Road,4G Reliable,"[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]",No,"[""Steel""]",Monthly,Yes
1962,2019-03-03 06:48:55,Energy & ICT,Electricity Pole,omem lego,Government,In Use,East Siang,Oyan,Rani,27.96468,,Approved,https://smartvillage.imagetrekk.com/storage/images/0PNAdNtHJDRvH4bPpmYAVUQYkFS1dgdoqdGbQt7W.jpeg?asset_id=1962,ELECTRICITY Pole 30,Pakka Road,4G Reliable,"[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]",No,"[""Steel""]",Monthly,Yes
1963,2019-03-03 06:52:01,Energy & ICT,Electricity Pole,omem lego,Government,In Use,East Siang,Oyan,Rani,27.9652,,Approved,https://smartvillage.imagetrekk.com/storage/images/DgQb7yfBfkGUrJMH04JsoDMgcLeZ7RTUvNvQXOhc.jpeg?asset_id=1963,ELECTRICITY Pole 41,Kacha Road,4G Reliable,"[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]",No,"[""Steel""]",Monthly,Yes
1964,2019-03-03 06:55:29,Energy & ICT,Electricity Pole,omem lego,Government,In Use,East Siang,Oyan,Rani,27.96534,,Approved,https://smartvillage.imagetrekk.com/storage/images/OMDIGJVNLNt1eZO6GLHTwtHbRtU8HfzkbsQqilLs.jpeg?asset_id=1964,ELECTRICITY Pole 33,Kacha Road,4G Reliable,"[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]",No,"[""Steel""]",Monthly,Yes
1965,2019-03-03 06:58:19,Energy & ICT,Electricity Pole,omem lego,Government,In Use,East Siang,Oyan,Rani,27.96506,,Approved,https://smartvillage.imagetrekk.com/storage/images/Zmn2VDK64end5bP6YwhG9tWbmFiU2DE8zffSvznE.jpeg?asset_id=1965,ELECTRICITY Pole 34,Kacha Road,4G Reliable,"[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]",No,"[""Steel""]",Monthly,Yes
1966,2019-03-03 07:00:17,Energy & ICT,Electricity Pole,omem lego,Government,In Use,East Siang,Oyan,Rani,27.9654,,Approved,https://smartvillage.imagetrekk.com/storage/images/XUzfed7xlLq0Kcie0MPFiPGIvkMutwjdJMnHduL5.jpeg?asset_id=1966,ELECTRICITY Pole 36,Kacha Road,4G Reliable,"[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]",No,"[""Steel""]",Monthly,Yes
1967,2019-03-03 07:02:36,Energy & ICT,Electricity Pole,omem lego,Government,In Use,East Siang,Oyan,Rani,27.9651,,Approved,https://smartvillage.imagetrekk.com/storage/images/n1qYX1Zf7QrLivA6FQ62siJ0DAbbCPT27plv9S0j.jpeg?asset_id=1967,ELECTRICITY Pole 37,Kacha Road,4G Reliable,"[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]",No,"[""Steel""]",Monthly,Yes
1968,2019-03-03 07:06:47,Energy & ICT,Electricity Pole,omem lego,Government,In Use,East Siang,Oyan,Rani,27.96494,,Approved,https://smartvillage.imagetrekk.com/storage/images/PNkk4Oe6BJL3kSgsIc7v7bcre4qOCixnGArRmi2y.jpeg?asset_id=1968,ELECTRICITY Pole 38,Pakka Road,4G Reliable,"[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]",No,"[""Steel""]",Monthly,Yes
1969,2019-03-03 07:09:58,Energy & ICT,Electricity Pole,omem lego,Government,In Use,East Siang,Oyan,Rani,27.96361,,Approved,https://smartvillage.imagetrekk.com/storage/images/MlFG4gsqCK62oyI219tQAYAHoRFNUVbiiNsI6FbX.jpeg?asset_id=1969,ELECTRICITY Pole 39,Pakka Road,4G Reliable,"[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]",No,"[""Steel""]",Monthly,Yes
1970,2019-03-03 07:12:11,Energy & ICT,Electricity Pole,omem lego,Government,In Use,East Siang,Oyan,Rani,27.9635,,Approved,https://smartvillage.imagetrekk.com/storage/images/LRMdXof7QlfvX2xbYfwusbDBwybTmTRb6l4QbKkm.jpeg?asset_id=1970,ELECTRICITY Pole 40,Pakka Road,4G Reliable,"[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]",No,"[""Steel""]",Monthly,Yes
1971,2019-03-03 07:14:00,Energy & ICT,Electricity Pole,omem lego,Government,In Use,East Siang,Oyan,Rani,27.96349,,Approved,https://smartvillage.imagetrekk.com/storage/images/UbG6cPcmKxFd8i0jb7TtmVDdq5pkItK9jC3HogPj.jpeg?asset_id=1971,ELECTRICITY Pole 41,Pakka Road,4G Reliable,"[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]",No,"[""Steel""]",Monthly,Yes
1972,2019-03-03 07:15:49,Energy & ICT,Electricity Pole,omem lego,Government,In Use,East Siang,Oyan,Rani,27.96344,,Approved,https://smartvillage.imagetrekk.com/storage/images/jcL7NyB0YDU7ZjRHywkmkcVHUKpGelEcwg9z4KkT.jpeg?asset_id=1972,ELECTRICITY Pole 42,Pakka Road,4G Reliable,"[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]",No,"[""Steel""]",Monthly,Yes
1973,2019-03-03 07:17:43,Energy & ICT,Electricity Pole,omem lego,Government,In Use,East Siang,Oyan,Rani,27.96334,,Approved,https://smartvillage.imagetrekk.com/storage/images/dzOf9yVmpHtD8XQhwVjwhPgFtZFVQF1A1OX2FUaa.jpeg?asset_id=1973,ELECTRICITY Pole 43,Pakka Road,4G Reliable,"[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]",No,"[""Steel""]",Monthly,Yes
1974,2019-03-03 07:20:23,Energy & ICT,Electricity Pole,omem lego,Government,In Use,East Siang,Oyan,Rani,27.96237,,Approved,https://smartvillage.imagetrekk.com/storage/images/5YvB2athptTimE0rXHzPzrKW0rPp51RTTAIDbHIn.jpeg?asset_id=1974,ELECTRICITY Pole 44,Kacha Road,4G Reliable,"[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]",No,"[""Steel""]",Monthly,Yes
1975,2019-03-03 07:22:16,Energy & ICT,Electricity Pole,omem lego,Government,In Use,East Siang,Oyan,Rani,27.96266,,Approved,https://smartvillage.imagetrekk.com/storage/images/DRSO6krlLF7bdQeuuU3FtBXC6ObaLR6hTK18JHtG.jpeg?asset_id=1975,ELECTRICITY Pole 45,Kacha Road,4G Reliable,"[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]",No,"[""Steel""]",Monthly,Yes
1976,2019-03-03 07:24:25,Energy & ICT,Electricity Pole,omem lego,Government,In Use,East Siang,Oyan,Rani,27.962,,Approved,https://smartvillage.imagetrekk.com/storage/images/9jIAtnI5FiBqcUIqCbReXrC55bz5uZr4pHrc6XJI.jpeg?asset_id=1976,ELECTRICITY Pole 46,Kacha Road,4G Reliable,"[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]",No,"[""Steel""]",Monthly,Yes
1977,2019-03-03 07:27:33,Energy & ICT,Electricity Pole,omem lego,Government,In Use,East Siang,Oyan,Rani,27.96265,,Approved,https://smartvillage.imagetrekk.com/storage/images/YwwIPT0kolIZ8s5Iv2InTae11n3aCN17CtRlukzl.jpeg?asset_id=1977,ELECTRICITY Pole 47,Kacha Road,4G Reliable,"[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]",No,"[""Steel""]",Monthly,Yes
1978,2019-03-03 07:30:55,Energy & ICT,Electricity Pole,omem lego,Government,In Use,East Siang,Oyan,Rani,27.96255,,Approved,https://smartvillage.imagetrekk.com/storage/images/pk2Pjp8YAJyUz6egMEG1JM3g45LiXZYx4Znwz9rT.jpeg?asset_id=1978,ELECTRICITY Pole 48,Kacha Road,4G Reliable,"[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]",No,"[""Steel""]",Monthly,Yes
1979,2019-03-03 07:34:02,Energy & ICT,Electricity Pole,omem lego,Government,In Use,East Siang,Oyan,Rani,27.96245,,Approved,https://smartvillage.imagetrekk.com/storage/images/He6rLtZkjYNinafH7fXyTt6h37L3Q4x5BcSL9iWw.jpeg?asset_id=1979,ELECTRICITY Pole 49,Kacha Road,4G Reliable,"[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]",No,"[""Steel""]",Monthly,Yes
1980,2019-03-03 07:35:50,Energy & ICT,Electricity Pole,omem lego,Government,In Use,East Siang,Oyan,Rani,27.96243,,Approved,https://smartvillage.imagetrekk.com/storage/images/F8SUvbARmacdN2zuqs07zc640woldsK5rlOxn9Xa.jpeg?asset_id=1980,ELECTRICITY Pole 50,Kacha Road,4G Reliable,"[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]",No,"[""Steel""]",Monthly,Yes
1981,2019-03-03 08:03:01,Energy & ICT,Electricity Pole,omem lego,Government,In Use,East Siang,Oyan,Rani,27.96436,,Approved,https://smartvillage.imagetrekk.com/storage/images/9U8QlUhgZRXYUuNVcdPbcwfpgLZVkAGOYUoUdTGS.jpeg?asset_id=1981,ELECTRICITY Pole 23,Kacha Road,4G Reliable,"[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]",No,"[""Steel""]",Monthly,Yes
1982,2019-03-03 08:03:19,Energy & ICT,Electricity Pole,omem lego,Government,In Use,East Siang,Oyan,Rani,27.96503,,Approved,https://smartvillage.imagetrekk.com/storage/images/UFXEAB51IweJLyu57ZefdUlls6bzJF0TpIFjc4gx.jpeg?asset_id=1982,ELECTRICITY Pole 11,Pakka Road,4G Reliable,"[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]",No,"[""Steel""]",Monthly,Yes
1983,2019-03-03 08:03:57,Energy & ICT,Electricity Pole,omem lego,Government,In Use,East Siang,Oyan,Rani,27.96774,,Approved,https://smartvillage.imagetrekk.com/storage/images/vvwcdsPUvAhvcKedBPFcmbKQzeOY3UtPqXbgn3Pb.jpeg?asset_id=1983,ELECTRICITY Pole 11,Pakka Road,4G Reliable,"[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]","[""Jio"",""Airtel"",""Others""]",No,"[""Steel""]",Monthly,Yes
1984,2019-03-03 10:58:16,Energy & ICT,Electricity Pole,bini yabi,Government,In Use,East Siang,Oyan,Sille Village,27.90184,,Rejected,https://smartvillage.imagetrekk.com/storage/images/bOBjueIQhmKyOvmCf3k59R5S9Q3FEbsEcPsbweJ2.jpeg?asset_id=1984,electricity pole 7,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
1985,2019-03-03 11:00:56,Energy & ICT,Electricity Pole,bini yabi,Government,In Use,East Siang,Oyan,Sille Village,27.90142,,Rejected,https://smartvillage.imagetrekk.com/storage/images/SRIcngilxXoF4RGjFuRKJLZUVJuEb5f29JwgyfRJ.jpeg?asset_id=1985,electricity pole 8,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
1986,2019-03-03 11:03:26,Energy & ICT,Electricity Pole,bini yabi,Government,In Use,East Siang,Oyan,Sille Village,27.90104,,Rejected,https://smartvillage.imagetrekk.com/storage/images/OXRUVjG6sEbwtgswxvJE4hKfJ0SYAkVUyghEt3h5.jpeg?asset_id=1986,electricity pole 9,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
1987,2019-03-03 11:05:17,Energy & ICT,Electricity Pole,bini yabi,Government,In Use,East Siang,Oyan,Sille Village,27.90113,,Rejected,https://smartvillage.imagetrekk.com/storage/images/Spxs4A861HcWN3EJKfppYYSFzU0v4EqgpBsGP7gI.jpeg?asset_id=1987,electricity pole 10,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
1988,2019-03-03 11:07:27,Energy & ICT,Electricity Pole,bini yabi,Government,In Use,East Siang,Oyan,Sille Village,27.90094,,Pending,https://smartvillage.imagetrekk.com/storage/images/5WKlUEcVUBhqepwkhJqU2PEkbxVTPHLz9MditLop.jpeg?asset_id=1988,electricity pole 11,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
1989,2019-03-03 11:09:59,Energy & ICT,Electricity Pole,bini yabi,Government,In Use,East Siang,Oyan,Sille Village,27.90077,,Approved,https://smartvillage.imagetrekk.com/storage/images/sMFwPiS2ZEPl5ug0rJDto3D0NCtVa0KBKKVUKQPt.jpeg?asset_id=1989,electricity pole 12,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
1990,2019-03-03 11:11:53,Energy & ICT,Electricity Pole,bini yabi,Government,In Use,East Siang,Oyan,Sille Camp,27.9007,,Approved,https://smartvillage.imagetrekk.com/storage/images/131VcXY3QazZMdZXsYmj6EuQWerXQadDWEsBk7Ja.jpeg?asset_id=1990,electricity pole 13,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
1991,2019-03-03 11:14:10,Energy & ICT,Electricity Pole,bini yabi,Government,In Use,East Siang,Oyan,Sille Village,27.90056,,Approved,https://smartvillage.imagetrekk.com/storage/images/hIg1WRuYCbyNJdwDcBzLOKvLuVEKxSYR7PX7HGUZ.jpeg?asset_id=1991,electricity pole 14,Pakka Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
1992,2019-03-03 11:16:29,Energy & ICT,Electricity Pole,bini yabi,Government,In Use,East Siang,Oyan,Sille Village,27.89999,,Approved,https://smartvillage.imagetrekk.com/storage/images/uOEc5vStY2rNjihoMu8r80AZkt3U8K4pv6l5mTEt.jpeg?asset_id=1992,electricity pole 14,Pakka Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
1993,2019-03-03 11:18:25,Energy & ICT,Electricity Pole,bini yabi,Government,In Use,East Siang,Oyan,Sille Village,27.89914,,Approved,https://smartvillage.imagetrekk.com/storage/images/o1VMfT9cJFsIhfUaX0S0X3Vec5JAw48mn8QqxDxY.jpeg?asset_id=1993,electricity pole 15,Pakka Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
1994,2019-03-03 11:18:33,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87763,,Approved,https://smartvillage.imagetrekk.com/storage/images/EWPWIbrIMTmYka876EomkkmRDZaz7BtuYOTCquQU.jpeg?asset_id=1994,Electricity Pole -9,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
1995,2019-03-03 11:19:27,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87753,,Approved,https://smartvillage.imagetrekk.com/storage/images/0VhkocppFFEgQP3sB6b1zBtz2VgEUXTpd602evWZ.jpeg?asset_id=1995,Electricity Pole -8,Pakka Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
1996,2019-03-03 11:20:35,Energy & ICT,Electricity Pole,bini yabi,Government,In Use,East Siang,Oyan,Sille Village,27.89848,,Approved,https://smartvillage.imagetrekk.com/storage/images/hs0ZKnod3wA7w56d5vSxmsI907ZWLrRGaMMpKSpS.jpeg?asset_id=1996,electricity pole 16,Pakka Road,4G Reliable,"[""Vodafone"",""Idea"",""Jio"",""Airtel""]","[""Vodafone"",""Idea"",""Jio"",""Airtel""]","[""Vodafone"",""Idea"",""Jio"",""Airtel""]","[""Vodafone"",""Idea"",""Jio"",""Airtel""]","[""Vodafone"",""Idea"",""Jio"",""Airtel""]","[""Vodafone"",""Idea"",""Jio"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
1997,2019-03-03 11:21:34,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87759,,Approved,https://smartvillage.imagetrekk.com/storage/images/zyWtO1FYGn9HMDvB34GI0knEP8JnYlVq30YqNg56.jpeg?asset_id=1997,Electricity Pole -10,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
1998,2019-03-03 11:22:48,Energy & ICT,Electricity Pole,bini yabi,Government,In Use,East Siang,Oyan,Sille Village,27.89849,,Approved,https://smartvillage.imagetrekk.com/storage/images/30pTMQeviYzudrUVg5OwYxLXZsCw02DMtBPXvYIB.jpeg?asset_id=1998,electricity pole 17,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
1999,2019-03-03 11:23:06,Energy & ICT,Electricity Pole,ainai mize,Government,In Use,East Siang,Oyan,Oyan Village,27.87758,,Pending,https://smartvillage.imagetrekk.com/storage/images/hrNJkpU8rKKbJ1QlEWfBQ4reEFuWhM5u8jkBXHrK.jpeg?asset_id=1999,Electriciry Pole -11,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Monthly,Yes
2000,2019-03-03 11:24:32,Energy & ICT,Electricity Pole,bini yabi,Government,In Use,East Siang,Oyan,Sille Village,27.89872,,Pending,https://smartvillage.imagetrekk.com/storage/images/NUl9ryF6S3X3E55IcYZcnns1Ua4p0fKsEYyL5yQ5.jpeg?asset_id=2000,electricity pole 18,Kacha Road,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",No,"[""Steel""]",Yearly,Yes
