id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel to avail public transport facility?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What is the type of security available for the asset?,How many Technical staff are employed in/for that asset?,How many Non Technical staff are employed in/for that asset?,How do you deal with the waste generated from this asset?,What are the other mechanism used to discard the waste?,Do you have grid connection for energy supply?,How many hours do you face power cuts in a day?,What is the alternative energy source available in case of power failure from regular supplier for that asset?,How many hours in a day do you use alternate energy resource?,How many hours in a day do you use alternate energy resource?,How many hours in a day do you use alternate energy resource?,How many hours in a day do you use alternate energy resource?,How many hours in a day do you use alternate energy resource?,How many hours in a day do you use alternate energy resource?,Do you have landline connectivity for telephone?,What is the number with STD Code,Do you have wired internet connection?,How much speed can you get through the broadband?,How do you maintain records of operations?,What other recording mechanisms do you use in the asset?,What are the areas you get support from government agencies (not for costumers)?,Do you get any support from NGO(s)?,From what Organization(s) did you get support?,How many hours on average do you apply load shedding per day meaning facing Brown Outs?,How many hours are you facing power cuts on average per day meaning black outs?,How do you record hours of load shedding and blackouts?,How are staff trained to handle transformers ?,What type of substation is this?,What is the type of operating voltage?,What is the number of transformers linked to the substation ?,What are the issues pertaining to maintenance to ensure technical functionality ?,Do you use smart metering ?,What are the categories of customers availing power from this substation?,What is the source of power to the asset?,What is the minimum distance to the nearest grid connected Solar PV Power generating station?,Where is the nearest Off grid Solar PV generating station ?,How many times has there been maintenance or safety audits in the last year ?
3641,2019-05-06 11:55:24,Energy & ICT,Electrical Substation,tage tajung,Community,In Use,Lower Subansiri,Ziro,Modang Tage,27.57381,93.82998,Rejected,https://smartvillage.imagetrekk.com/storage/images/SNkL0HpcVlBaV4Xg9bLkIaLVIiGqaMMllYXcwpVR.jpeg?asset_id=3641,Solar electric pole no. (10),8,Pakka Road,5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Others""]",2,1,Burnt within the premises,,Yes,2,Solar Unit,5,5,5,5,5,5,No,,No,,Traditional Book Keeping,,"[""Financial Support"",""Technical Support"",""Support via Schemes""]",No,,0-4hrs,0-4hrs,No records,"[""By the Department "",""On the job""]","[""Collector""]",Medium Voltage,1000,"[""Training ""]",Yes,"[""Households ""]","[""Hydro"",""Integrated Solar""]",5,5,Never done
3642,2019-05-06 11:55:53,Energy & ICT,Electrical Substation,tage tajung,Community,In Use,Lower Subansiri,Ziro,Modang Tage,27.57405,93.83018,Rejected,https://smartvillage.imagetrekk.com/storage/images/US69K4KuGJiHq1vwLhJGy9btyf7wKPNO5H3aQAJL.jpeg?asset_id=3642,Solar electric pole no. (11),8,Pakka Road,5,3G Unreliable,"[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Vodafone"",""Airtel"",""BSNL""]","[""Others""]",2,1,Burnt within the premises,,Yes,2,Solar Unit,5,5,5,5,5,5,No,,No,,Traditional Book Keeping,,"[""Financial Support"",""Technical Support"",""Support via Schemes""]",No,,0-4hrs,0-4hrs,No records,"[""By the Department "",""On the job""]","[""Collector""]",Medium Voltage,1000,"[""Training ""]",Yes,"[""Households ""]","[""Hydro"",""Integrated Solar""]",5,5,Never done
3644,2019-05-06 11:56:20,Energy & ICT,Electrical Substation,tage tajung,Government,In Use,Lower Subansiri,Ziro,Modang Tage,27.57339,93.83082,Rejected,https://smartvillage.imagetrekk.com/storage/images/iIVjbkBGpEhU58KG4C5Uez9O6S7DxK8d5su0HICa.jpeg?asset_id=3644,Government electric pole no. (12),8,Pakka Road,5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Others""]",2,1,Burnt within the premises,,Yes,2,Solar Unit,5,5,5,5,5,5,No,,No,,Traditional Book Keeping,,"[""Financial Support"",""Technical Support"",""Support via Schemes""]",No,,0-4hrs,0-4hrs,No records,"[""By the Department "",""On the job""]","[""Collector""]",Medium Voltage,1000,"[""Training ""]",Yes,"[""Households ""]","[""Hydro"",""Integrated Solar""]",5,5,Never done
3646,2019-05-06 11:56:53,Energy & ICT,Electrical Substation,tage tajung,Government,In Use,Lower Subansiri,Ziro,Modang Tage,27.57355,93.83172,Rejected,https://smartvillage.imagetrekk.com/storage/images/rmKWARH285wF3oLp8rELZ3iUHClYwB0I0AqXciOX.jpeg?asset_id=3646,Government electric pole no. (13),5,Kacha Road,5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Others""]",2,1,Burnt within the premises,,Yes,2,Solar Unit,5,5,5,5,5,5,No,,No,,Traditional Book Keeping,,"[""Financial Support"",""Technical Support"",""Support via Schemes""]",No,,0-4hrs,0-4hrs,No records,"[""On the job"",""By the Department ""]","[""Collector""]",Medium Voltage,1000,"[""Training ""]",Yes,"[""Households ""]","[""Hydro"",""Integrated Solar""]",5,5,Never done
3647,2019-05-06 11:57:03,Energy & ICT,Electrical Substation,tage tajung,Government,In Use,Lower Subansiri,Ziro,Modang Tage,27.57355,93.83153,Rejected,https://smartvillage.imagetrekk.com/storage/images/8YCXvURnfoKjSacwyDJRyePx7QzKzMj2VIKOwO3h.jpeg?asset_id=3647,Government electric pole no. (14),8,Kacha Road,5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Others""]",2,1,Burnt within the premises,,Yes,2,Solar Unit,5,5,5,5,5,5,No,,No,,Traditional Book Keeping,,"[""Financial Support"",""Technical Support"",""Support via Schemes""]",No,,0-4hrs,0-4hrs,No records,"[""By the Department "",""On the job""]","[""Collector""]",Medium Voltage,1000,"[""Training ""]",Yes,"[""Households ""]","[""Hydro"",""Integrated Solar""]",5,5,Never done
3733,2019-05-07 12:43:42,Energy & ICT,Electrical Substation,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90734,95.27653,Approved,https://smartvillage.imagetrekk.com/storage/images/WE66IXadLfsaMihrwwHgtAm9YvdCHlN8MR0wr45j.jpeg?asset_id=3733,done,2,Kacha Road,1,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""Compound Wall\/ Fencing""]",1,1,Discarded in Open Field,,Yes,6,Others,1,1,1,1,1,1,No,,No,,Traditional Book Keeping,,"[""Support via Subsidies""]",No,,4-8hrs,0-4hrs,Traditional book keeping,"[""By the Department ""]","[""Distribution""]",Medium Voltage,1,"[""Timely funds for maintenance ""]",No,"[""Households ""]","[""Hydro""]",1,0,Never done
3737,2019-05-07 12:43:42,Energy & ICT,Electrical Substation,talen mibang,Government,In Use,East Siang,Ruksin,Mangnang,27.90804,95.27597,Approved,https://smartvillage.imagetrekk.com/storage/images/JuC2JOTqg3gxLmGjCRDCSkZfjp3ouFC1lEDv2LPF.jpeg?asset_id=3737,done,1,Kacha Road,10,3G Reliable,"[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""BSNL"",""Jio"",""Airtel""]","[""Compound Wall\/ Fencing""]",1,1,Discarded in Open Field,,Yes,8,Kerosene Generator,1,1,1,1,1,1,No,,No,,Traditional Book Keeping,,"[""Support via Subsidies""]",No,,0-4hrs,0-4hrs,Traditional book keeping,"[""By the Department ""]","[""Distribution""]",Medium Voltage,1,"[""Training ""]",No,"[""Households ""]","[""Hydro""]",1,1,1-2 times
3992,2019-05-09 08:30:45,Energy & ICT,Electrical Substation,kago yubbey,Government,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55859,93.84916,Approved,https://smartvillage.imagetrekk.com/storage/images/JlFYhbPebqs1gYQTmAuS3bAUO6rdVaMYr4FnXpiO.jpeg?asset_id=3992,transformer 1,1,Footway,4,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Compound Wall\/ Fencing""]",1,1,None,,Yes,1,Others,12,12,12,12,12,12,No,,No,,Traditional Book Keeping,,"[""Others""]",No,,0-4hrs,0-4hrs,No records,"[""By the Department ""]","[""Transmission""]",High Voltage,1,"[""Skilled manpower ""]",Yes,"[""Households ""]","[""Hydro""]",4,4,3-4 times
4182,2019-05-10 01:29:11,Energy & ICT,Electrical Substation,bullo tatung,Government,In Use,Lower Subansiri,Ziro,Hija,27.62241,93.83753,Approved,https://smartvillage.imagetrekk.com/storage/images/23S3n55xrvDtOYzmc61hRcfRFYmiHVVge1KJCBJG.jpeg?asset_id=4182,electric substation,1,Pakka Road,2,2G reliable,"[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""BSNL"",""Vodafone"",""Airtel""]","[""None""]",1,1,Burnt within the premises,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,0-4hrs,0-4hrs,Traditional book keeping,"[""On the job""]","[""Switching""]",Medium Voltage,3,"[""Other""]",No,"[""Households ""]","[""Thermal ""]",5,2,1-2 times
4795,2019-05-11 18:16:12,Energy & ICT,Electrical Substation,tage tajung,Community,In Use,Lower Subansiri,Ziro,Modang Tage,27.5728,93.83128,Rejected,https://smartvillage.imagetrekk.com/storage/images/D94KXlxuef7BLU8Fvk1lpLVt2ujm4ryaYA9uZy6z.jpeg?asset_id=4795,Solar electric pole no. (15),8,Kacha Road,5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Others""]",2,1,Burnt within the premises,,Yes,2,Solar Unit,5,5,5,5,5,5,No,,No,,Traditional Book Keeping,,"[""Financial Support"",""Technical Support"",""Support via Schemes""]",No,,0-4hrs,0-4hrs,No records,"[""By the Department "",""On the job""]","[""Collector""]",Medium Voltage,1000,"[""Training ""]",Yes,"[""Households ""]","[""Integrated Solar"",""Hydro""]",5,5,Never done
4821,2019-05-11 18:24:05,Energy & ICT,Electrical Substation,tage tajung,Private,In Use,Lower Subansiri,Ziro,Modang Tage,27.56633,93.84332,Rejected,https://smartvillage.imagetrekk.com/storage/images/xdrCD3nSQ9HAZ9CN49wn3rNUQgXAU9aeNia2f8Iv.jpeg?asset_id=4821,The Mobile hymns tower at biirii Mudang Tage village,3,Kacha Road,5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Watchman"",""Compound Wall\/ Fencing""]",2,2,Burnt within the premises,,Yes,2,Solar Unit,24,24,24,24,24,24,No,,No,,Digital Records- Using Computer/Mobile,,"[""None""]",No,,0-4hrs,0-4hrs,No records,"[""Others""]","[""Transmission"",""Distribution""]",Medium Voltage,0,"[""Training ""]",Yes,"[""Households "","" Commercial""]","[""Hydro"",""Integrated Solar""]",5,5,Never done
4839,2019-05-11 18:28:54,Energy & ICT,Electrical Substation,tage tajung,Government,In Use,Lower Subansiri,Ziro,Modang Tage,27.57631,93.8316,Approved,https://smartvillage.imagetrekk.com/storage/images/ISP6z6M7dTmKNQDHyCqaw5VpFvzTxz800qFLYMFB.jpeg?asset_id=4839,Transformer electric pole no.(2) at Tadu village area,2,Kacha Road,5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""None""]",2,2,Burnt within the premises,,Yes,2,Solar Unit,5,5,5,5,5,5,No,,No,,Traditional Book Keeping,,"[""Technical Support"",""Support via Schemes""]",No,,0-4hrs,0-4hrs,No records,"[""By the Department "",""On the job""]","[""Collector""]",Medium Voltage,6,"[""Training ""]",Yes,"[""Households ""]","[""Hydro"",""Integrated Solar""]",5,5,Never done
4844,2019-05-12 03:42:44,Energy & ICT,Electrical Substation,tage tajung,Government,In Use,Lower Subansiri,Ziro,Modang Tage,27.57211,93.83229,Rejected,https://smartvillage.imagetrekk.com/storage/images/hcmBiJiNUGOnlZ8GFNVZm5O3xM0GAxThPJsrSfAv.jpeg?asset_id=4844,Straight Light electric pole no. (1) near village Gate,8,Pakka Road,5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""None""]",2,2,Burnt within the premises,,Yes,2,Solar Unit,5,5,5,5,5,5,No,,No,,Traditional Book Keeping,,"[""Financial Support"",""Technical Support"",""Support via Schemes""]",No,,0-4hrs,4-8hrs,No records,"[""By the Department "",""On the job""]","[""Collector""]",Medium Voltage,5,"[""Training "",""Skilled manpower "",""Timely funds for maintenance ""]",Yes,"[""Households ""]","[""Hydro"",""Integrated Solar""]",5,5,Never done
4846,2019-05-12 03:43:04,Energy & ICT,Electrical Substation,tage tajung,Government,In Use,Lower Subansiri,Ziro,Modang Tage,27.56707,93.84047,Approved,https://smartvillage.imagetrekk.com/storage/images/JRRdjVrqkHgj3oNSN6b7AbPeX75SrxNpEvs1Cxgi.jpeg?asset_id=4846,Electric transfarmar Pole no. (1) at biirii,2,Kacha Road,5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Watchman""]",2,2,Burnt within the premises,,Yes,2,Solar Unit,5,5,5,5,5,5,No,,No,,Traditional Book Keeping,,"[""Financial Support"",""Technical Support"",""Support via Schemes""]",No,,0-4hrs,0-4hrs,No records,"[""On the job"",""By the Department ""]","[""Collector""]",Medium Voltage,6,"[""Training "",""Timely funds for maintenance "",""Skilled manpower ""]",Yes,"[""Households "","" Commercial""]","[""Hydro"",""Integrated Solar""]",5,5,Never done
4847,2019-05-12 04:25:25,Energy & ICT,Electrical Substation,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58548,93.84382,Approved,https://smartvillage.imagetrekk.com/storage/images/FvvtLo4ItKyjz1VdLh2Yz1qv69ubLEjxQd7iT2Uc.jpeg?asset_id=4847,transformer 3,1,Kacha Road,2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Compound Wall\/ Fencing""]",1,0,Discarded in Open Field,,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Technical Support""]",No,,0-4hrs,0-4hrs,Traditional book keeping,"[""By the Department ""]","[""Distribution""]",High Voltage,1,"[""Skilled manpower ""]",Yes,"[""Households ""]","[""Hydro""]",200,250,1-2 times
4873,2019-05-12 08:58:15,Energy & ICT,Electrical Substation,nabam tadap,Government,In Use,Papumpare,Doimukh,Soppo,27.21066,93.80164,Approved,https://smartvillage.imagetrekk.com/storage/images/5aFpzCQH50xAOGtrFYNTtcqfUPw4Fx3ATHyC7rVK.jpeg?asset_id=4873,Running condition,3,Kacha Road,3,2G reliable,"[""Vodafone"",""Jio"",""Airtel""]","[""Vodafone"",""Jio"",""Airtel""]","[""Vodafone"",""Jio"",""Airtel""]","[""Vodafone"",""Jio"",""Airtel""]","[""Vodafone"",""Jio"",""Airtel""]","[""Vodafone"",""Jio"",""Airtel""]","[""Compound Wall\/ Fencing""]",2,1,None,,No,,None,,,,,,,No,,No,,Others,Maintain book of Register,"[""Technical Support"",""Transport Support""]",No,,0-4hrs,0-4hrs,Traditional book keeping,"[""By the Department ""]","[""Transmission""]",Medium Voltage,3,"[""Skilled manpower ""]",Yes,"[""Households ""]","[""Hydro""]",2,50,1-2 times
4978,2019-05-12 10:34:13,Energy & ICT,Electrical Substation,ngilyang thaka,Government,In Use,Lower Subansiri,Ziro,Molyang (Tajang),27.59651,93.84296,Approved,https://smartvillage.imagetrekk.com/storage/images/SJkSS8EW3Uu0eS5QqjFkgFCkxBlEPdpMpcgLF1uZ.jpeg?asset_id=4978,electrical substation 1,1,Kacha Road,2,2G reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""None""]",1,1,None,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""None""]",No,,0-4hrs,0-4hrs,No records,"[""By the Department ""]","[""Transmission""]",Medium Voltage,1,"[""Timely funds for maintenance ""]",No,"[""Households ""]","[""Hydro""]",7,7,1-2 times
5003,2019-05-12 13:30:56,Energy & ICT,Electrical Substation,kago yubbey,Government,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55546,93.8458,Approved,https://smartvillage.imagetrekk.com/storage/images/ail9BxGhR2NtJrmaHWLDnWYdlT2QGlcUhfhIOTlb.jpeg?asset_id=5003,Newly installed under the subarogiya,2,Kacha Road,4,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Compound Wall\/ Fencing""]",1,1,Burnt within the premises,,Yes,1,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Others""]",No,,0-4hrs,0-4hrs,No records,"[""By the Department ""]","[""Distribution""]",High Voltage,1,"[""Skilled manpower ""]",Yes,"[""Households ""]","[""Hydro""]",4,4,1-2 times
5021,2019-05-12 17:33:56,Energy & ICT,Electrical Substation,tage tajung,Community,In Use,Lower Subansiri,Ziro,Modang Tage,27.5676,93.8461,Rejected,https://smartvillage.imagetrekk.com/storage/images/1JPCQvj5rg8OPYozSZA0zvceFfwSVhxr8Hsn2RnG.jpeg?asset_id=5021,Solar electric pole at biirii area,3,Pakka Road,5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""None""]",1,1,Burnt within the premises,,Yes,2,Solar Unit,5,5,5,5,5,5,No,,No,,Traditional Book Keeping,,"[""Technical Support"",""Support via Schemes""]",No,,0-4hrs,0-4hrs,No records,"[""By the Department "",""On the job""]","[""Collector""]",Medium Voltage,0,"[""Training ""]",Yes,"[""Households ""]","[""Hydro"",""Integrated Solar""]",5,5,Never done
5423,2019-05-15 05:53:35,Energy & ICT,Electrical Substation,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58577,93.84443,Approved,https://smartvillage.imagetrekk.com/storage/images/L4RdMX4lwdP8MAv0y9tBtjuAsuFjF1I53AOFRVE0.jpeg?asset_id=5423,transformer 3,1,Kacha Road,2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Compound Wall\/ Fencing""]",1,0,Discarded in Open Field,,Yes,2,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Technical Support""]",No,,0-4hrs,0-4hrs,Traditional book keeping,"[""By the Department ""]","[""Distribution""]",High Voltage,1,"[""Skilled manpower ""]",Yes,"[""Households ""]","[""Hydro""]",5,5,1-2 times
5730,2019-05-18 05:39:06,Energy & ICT,Electrical Substation,tage tajung,Government,In Use,Lower Subansiri,Ziro,Modang Tage,27.57082,93.84536,Rejected,https://smartvillage.imagetrekk.com/storage/images/kyNwaCqr3f18hTeQhLDwpdHBNO0r50thrJ7XWYq7.jpeg?asset_id=5730,Transformer electric pole,2,Pakka Road,5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Watchman"",""Compound Wall\/ Fencing""]",1,1,Burnt within the premises,,Yes,2,Solar Unit,5,5,5,5,5,5,No,,No,,Traditional Book Keeping,,"[""Technical Support""]",No,,0-4hrs,0-4hrs,No records,"[""By the Department "",""On the job""]","[""Transmission""]",Medium Voltage,5,"[""Training ""]",No,"[""Households ""]","[""Hydro"",""Integrated Solar""]",5,5,Never done
5740,2019-05-18 08:14:08,Energy & ICT,Electrical Substation,hibu yagam,Government,In Use,Papumpare,Doimukh,Chiputa,27.18256,93.77907,Approved,https://smartvillage.imagetrekk.com/storage/images/VeR4WhOP7wojjCiSceOz5oFrWQULgxPpOKgeqxPG.jpeg?asset_id=5740,electricity transformer at chiputa,1,Footway,1,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""None""]",0,0,None,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Support via Subsidies""]",No,,0-4hrs,0-4hrs,No records,"[""By the Department ""]","[""Distribution""]",Medium Voltage,1,"[""Skilled manpower ""]",No,"[""Households ""]","[""Hydro""]",10,10,1-2 times
5748,2019-05-18 10:01:19,Energy & ICT,Electrical Substation,hibu yagam,Government,In Use,Papumpare,Doimukh,Chiputa,27.17979,93.77482,Approved,https://smartvillage.imagetrekk.com/storage/images/Kczi95uFbXezEp3sazp8svtYWBNVvSGp671cWXAW.jpeg?asset_id=5748,electricity transformer 2 chiputa,3,Pakka Road,1,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""None""]",0,0,None,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,,"[""Support via Subsidies""]",No,,0-4hrs,0-4hrs,No records,"[""By the Department ""]","[""Distribution""]",Medium Voltage,1,"[""Skilled manpower ""]",No,"[""Households ""]","[""Hydro""]",10,10,1-2 times
5768,2019-05-18 10:35:40,Energy & ICT,Electrical Substation,hibu yagam,Private,In Use,Papumpare,Doimukh,Chiputa,27.1789,93.7726,Approved,https://smartvillage.imagetrekk.com/storage/images/L2aYlEMLFvewWHWgCBj8fbBsSEQk1CrvyeGWLXkh.jpeg?asset_id=5768,electricity pole transformer pvt.,1,Kacha Road,1,4G Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Compound Wall\/ Fencing""]",1,2,Burnt within the premises,,No,,Invertor,1,1,1,1,1,1,No,,No,,Traditional Book Keeping,,"[""None""]",No,,0-4hrs,0-4hrs,Traditional book keeping,"[""Previous experience""]","[""Collector""]",Medium Voltage,1,"[""Skilled manpower ""]",No,"["" Commercial"",""Others"",""Households ""]","[""Hydro""]",8,8,7-8 times
5793,2019-05-20 08:42:54,Energy & ICT,Electrical Substation,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.57893,93.84829,Approved,https://smartvillage.imagetrekk.com/storage/images/DmWGVBVp9ipUZnHetjrpN7gVwxdidSjyrlqOuYdF.jpeg?asset_id=5793,substation,3,Kacha Road,2,2G Unreliable,"[""Vodafone"",""Idea"",""BSNL""]","[""Vodafone"",""Idea"",""BSNL""]","[""Vodafone"",""Idea"",""BSNL""]","[""Vodafone"",""Idea"",""BSNL""]","[""Vodafone"",""Idea"",""BSNL""]","[""Vodafone"",""Idea"",""BSNL""]","[""None""]",1,2,Discarded in Open Field,,No,,None,,,,,,,No,,No,,Others,no record maintain,"[""None""]",No,,0-4hrs,4-8hrs,No records,"[""On the job""]","[""Distribution""]",High Voltage,1,"[""Training ""]",No,"[""Households ""]","[""Others""]",3,1,1-2 times
