id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,What is the type of the road available to the asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,How far is this street light from the nearest substation or transformer ?,Which type of street light is this?,What is the system of street lights used?,Has the street light been installed with the help of APEDA ?
4330,2019-05-10 06:33:39,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58359,93.84322,Approved,https://smartvillage.imagetrekk.com/storage/images/I9wqv56BkO47yE3J7zGrtDO1cJcor3rqHkrTJKE5.jpeg?asset_id=4330,bulb fused,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
4374,2019-05-10 08:39:56,Energy & ICT,Street Light,tilling saha,Government,In Use,Lower Subansiri,Ziro,Michi,27.57103,93.82887,Approved,https://smartvillage.imagetrekk.com/storage/images/kvdfW9mzaoMY1gPKsoXf7oY7YAANLf0zPrQCk2z5.jpeg?asset_id=4374,street light 10,Pakka Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4414,2019-05-10 09:32:53,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59829,93.84008,Approved,https://smartvillage.imagetrekk.com/storage/images/QDC6ucL3WqLZ6YMoUnXtXgV5LjLHodKnnXfUw0Mi.jpeg?asset_id=4414,electric pole 9,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4415,2019-05-10 09:32:59,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59815,93.84021,Rejected,https://smartvillage.imagetrekk.com/storage/images/E3VopGeQ70TkTjjbVto14oMJMqxfJGdjsWHnXXiR.jpeg?asset_id=4415,electric pole 11,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4416,2019-05-10 09:33:00,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59859,93.83931,Rejected,https://smartvillage.imagetrekk.com/storage/images/6Rqdw0SpHHCnnTCg9VPtTtvCinpOc1DuhyWSgjqD.jpeg?asset_id=4416,electric pole 5,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4417,2019-05-10 09:33:02,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.5981,93.84033,Rejected,https://smartvillage.imagetrekk.com/storage/images/LudwClh34YWSGS9KQsjx1SHBfotFYmaQ7xgrJf1a.jpeg?asset_id=4417,electric pole,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4418,2019-05-10 09:33:08,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59845,93.83947,Rejected,https://smartvillage.imagetrekk.com/storage/images/WFHWTwxnkw4Q5BIunfPi9TL7DpNneeOEJeruBSvE.jpeg?asset_id=4418,electric pole 6,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4419,2019-05-10 09:33:08,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59821,93.84011,Rejected,https://smartvillage.imagetrekk.com/storage/images/SEuwYiFN4KQz8p0BhdCJHoksxeP6Nbnccekbm5LX.jpeg?asset_id=4419,electric pole 10,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4420,2019-05-10 09:33:57,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.598,93.84036,Rejected,https://smartvillage.imagetrekk.com/storage/images/SxdgBgiWqNUuomlcZB4qNKwIuUiXpnrnVNf6K7S7.jpeg?asset_id=4420,electric pole 12,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4421,2019-05-10 09:33:58,Energy & ICT,Street Light,padi tara,Government,Not in Use,Lower Subansiri,Ziro,Reru,27.59829,93.84143,Rejected,https://smartvillage.imagetrekk.com/storage/images/CRwCCWHrURrU9Swsq5czmKo1YdqYRyxqJjW58exH.jpeg?asset_id=4421,electric pole16,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4422,2019-05-10 09:34:00,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59859,93.8412,Rejected,https://smartvillage.imagetrekk.com/storage/images/tQl496vkifIqQQPjyDGXCRdtzXG6WHPhZEnZd9lW.jpeg?asset_id=4422,electric pole 15,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4423,2019-05-10 09:34:02,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59826,93.84064,Rejected,https://smartvillage.imagetrekk.com/storage/images/Bzo5k9K6F3jRjZmmVVFCCCTWQrhPwaddblbTDrMj.jpeg?asset_id=4423,electric pole 13,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4424,2019-05-10 09:34:03,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59844,93.84093,Rejected,https://smartvillage.imagetrekk.com/storage/images/S1x53FzwERJnLNRcA2sk2ZbJ7Co9HIFBNNYYJn8p.jpeg?asset_id=4424,electric pole 14,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4425,2019-05-10 09:34:05,Energy & ICT,Street Light,padi tara,Government,Not in Use,Lower Subansiri,Ziro,Reru,27.59914,93.84187,Rejected,https://smartvillage.imagetrekk.com/storage/images/RQG0633y7XQPxmbstygFN5gqAhFpM3cj2QWsnUQz.jpeg?asset_id=4425,electric pole 17,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4426,2019-05-10 09:34:06,Energy & ICT,Street Light,padi tara,Government,Not in Use,Lower Subansiri,Ziro,Reru,27.59953,93.8425,Rejected,https://smartvillage.imagetrekk.com/storage/images/8qRiezi4eEeZnKEEodUPR8chPkoWb7pkuSpDrbNS.jpeg?asset_id=4426,electric pole 19,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4427,2019-05-10 09:34:06,Energy & ICT,Street Light,padi tara,Government,Not in Use,Lower Subansiri,Ziro,Reru,27.59954,93.84226,Rejected,https://smartvillage.imagetrekk.com/storage/images/pVXuorBDnf3Mt14krnqNze6fCJJAKukEIWZOBdWS.jpeg?asset_id=4427,electric pole 18,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4428,2019-05-10 09:34:08,Energy & ICT,Street Light,padi tara,Government,Not in Use,Lower Subansiri,Ziro,Reru,27.59957,93.84277,Rejected,https://smartvillage.imagetrekk.com/storage/images/Xm2v0BtW9yeW9SSCkLa8NbZKu31NgZQ28FsHtDx6.jpeg?asset_id=4428,electric pole 20,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4429,2019-05-10 09:34:16,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59777,93.84051,Rejected,https://smartvillage.imagetrekk.com/storage/images/G8qIyzhMDcgfFexyuVCFW1ieu6E7Jj1yM64S9U0b.jpeg?asset_id=4429,electric pole 24,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4431,2019-05-10 09:37:38,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59584,93.8405,Rejected,https://smartvillage.imagetrekk.com/storage/images/AWWeCZanRpEdQwtz7yoicHbgzDHwaFWWmbizglHz.jpeg?asset_id=4431,electric pole 35,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4432,2019-05-10 09:37:43,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59829,93.83992,Rejected,https://smartvillage.imagetrekk.com/storage/images/LYg9XSZ2O9uHlhz7DkXEg0skiDwkrZV1Tp23yE0P.jpeg?asset_id=4432,electric pole 8,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4440,2019-05-10 10:00:44,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59821,93.84011,Rejected,https://smartvillage.imagetrekk.com/storage/images/NoiP3P8bFGiBO2X4ruAC8UpszMCBJOpOz72DEPhC.jpeg?asset_id=4440,electric pole 10,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4441,2019-05-10 10:01:09,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59843,93.83972,Rejected,https://smartvillage.imagetrekk.com/storage/images/whjHCJ4QZtygEvfHdedUW583bpSkVBNZgdeANRMH.jpeg?asset_id=4441,electric pole 7,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4442,2019-05-10 10:01:33,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59845,93.83947,Rejected,https://smartvillage.imagetrekk.com/storage/images/mgelbZL8SrQ9Tj8l05eN9ppVhseGUqf0zAXVKzxn.jpeg?asset_id=4442,electric pole 6,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4443,2019-05-10 10:02:01,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59567,93.84036,Rejected,https://smartvillage.imagetrekk.com/storage/images/gEg7aCiMQ2ENbn7dWhUhb5Mra19nnBorZHsRRk5e.jpeg?asset_id=4443,electric pole 36,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4444,2019-05-10 10:02:10,Energy & ICT,Street Light,padi tara,Government,Not in Use,Lower Subansiri,Ziro,Reru,27.59962,93.84301,Rejected,https://smartvillage.imagetrekk.com/storage/images/eit6cBtrIe3ieI8f1IDRkthCfRJz41ARvhIdz1fY.jpeg?asset_id=4444,electric pole 21,Footway,2G Reliable,"[""Vodafone"",""Idea"",""BSNL"",""Airtel""]","[""Vodafone"",""Idea"",""BSNL"",""Airtel""]","[""Vodafone"",""Idea"",""BSNL"",""Airtel""]","[""Vodafone"",""Idea"",""BSNL"",""Airtel""]","[""Vodafone"",""Idea"",""BSNL"",""Airtel""]","[""Vodafone"",""Idea"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4445,2019-05-10 10:02:25,Energy & ICT,Street Light,padi tara,Government,Not in Use,Lower Subansiri,Ziro,Reru,27.5997,93.84361,Rejected,https://smartvillage.imagetrekk.com/storage/images/eWA2juHShgrdHoFMqKFQJIUm3Pcvbs1kMev3a10S.jpeg?asset_id=4445,electric pole 22,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4447,2019-05-10 10:03:01,Energy & ICT,Street Light,padi tara,Government,Not in Use,Lower Subansiri,Ziro,Reru,27.59937,93.84304,Rejected,https://smartvillage.imagetrekk.com/storage/images/PnNILaHtTgGEX7DPlsQjO74lbEB2bGbEA37Hr45B.jpeg?asset_id=4447,electric pole 23,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4448,2019-05-10 10:03:31,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59788,93.84055,Rejected,https://smartvillage.imagetrekk.com/storage/images/CgzVn12YfPLZ2uzJX7yEm2azSt7p10T5FsjZIEjw.jpeg?asset_id=4448,electric pole 25,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4449,2019-05-10 10:13:01,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59758,93.84076,Rejected,https://smartvillage.imagetrekk.com/storage/images/VMVxRCM1CvDc7301vRUhaGGB9WMgUZu3orIyTJPR.jpeg?asset_id=4449,electric pole 26,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4450,2019-05-10 10:14:08,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59763,93.84084,Rejected,https://smartvillage.imagetrekk.com/storage/images/FCdDP17J3LV3xfhhbmBz5W1EfXYrWoxJJlzIqadd.jpeg?asset_id=4450,electric pole 27,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4451,2019-05-10 10:14:31,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.5973,93.84098,Approved,https://smartvillage.imagetrekk.com/storage/images/M2qCNalgNJA1mq9x8anq9xd31SFXD9bukS301ASm.jpeg?asset_id=4451,electric pole 28,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4452,2019-05-10 10:14:41,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59688,93.84105,Approved,https://smartvillage.imagetrekk.com/storage/images/nmZEZqFpduVv8Feq1yPKVkzzmThrSU1GbwjJpWBI.jpeg?asset_id=4452,electric pole 29,Pakka Road,2G Reliable,"[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]","[""Airtel"",""BSNL"",""Vodafone""]",1,On-grid,Traditional,No
4453,2019-05-10 10:14:52,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59664,93.8414,Approved,https://smartvillage.imagetrekk.com/storage/images/a2qGTBKH3aO65KKvWXw7ziPwYaXdakHt8GxB7pfc.jpeg?asset_id=4453,electric pole 30,Pakka Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4455,2019-05-10 10:17:17,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59652,93.8412,Rejected,https://smartvillage.imagetrekk.com/storage/images/bqEYlVvYmgaPP0fwuhH4ZlaERuFglYIByiohADpx.jpeg?asset_id=4455,electric pole 31,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4456,2019-05-10 10:17:34,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59645,93.84108,Rejected,https://smartvillage.imagetrekk.com/storage/images/P0EyRdh30Aq2wQbGMsHr5bkGy50HeG11QqfnkV2M.jpeg?asset_id=4456,electric pole 32,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4457,2019-05-10 10:18:01,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59613,93.8408,Approved,https://smartvillage.imagetrekk.com/storage/images/JJVNjngA2Qt1xCxpQR1sfpyJnRfHIBr92L9chnFd.jpeg?asset_id=4457,electric pole 33,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4458,2019-05-10 10:18:18,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59592,93.84053,Approved,https://smartvillage.imagetrekk.com/storage/images/dOJv66Bzltj5oS2X9afdiTrHMBJFg8LM7d1cXRsm.jpeg?asset_id=4458,electric pole 34,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
4465,2019-05-10 11:01:14,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58702,93.84537,Approved,https://smartvillage.imagetrekk.com/storage/images/aL7OhYrlg1RjXCTg750rHzd4vtMWqqVoSHEQNWJX.jpeg?asset_id=4465,bulb fused,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Jio""]","[""Vodafone"",""BSNL"",""Jio""]","[""Vodafone"",""BSNL"",""Jio""]","[""Vodafone"",""BSNL"",""Jio""]","[""Vodafone"",""BSNL"",""Jio""]","[""Vodafone"",""BSNL"",""Jio""]",0.5,On-grid,Traditional,No
4468,2019-05-10 11:13:08,Energy & ICT,Street Light,kago yubbey,Government,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55784,93.84792,Rejected,https://smartvillage.imagetrekk.com/storage/images/lwpci4k1wqMCiw4p1rBguiXc00LxlL8347jklQMD.jpeg?asset_id=4468,Street lights,Pakka Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",3,Off- grid,Traditional,No
4482,2019-05-10 11:13:16,Energy & ICT,Street Light,kago yubbey,Government,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55746,93.84862,Approved,https://smartvillage.imagetrekk.com/storage/images/8gWbivTUuKPhNSbL7GA3IDAZh7uetZ0RjhoEXQoT.jpeg?asset_id=4482,Street light,Footway,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",3,Off- grid,Traditional,No
4592,2019-05-10 18:40:26,Energy & ICT,Street Light,tilling saha,Government,In Use,Lower Subansiri,Ziro,Michi,27.57028,93.82808,Approved,https://smartvillage.imagetrekk.com/storage/images/qcQDQrN0mbC0DNm0TT83Kjfa3bpUTcLSEjVMWzwm.jpeg?asset_id=4592,solar pole 31,Kacha Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Solar,No
