id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,What is the type of the road available to the asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,How far is this street light from the nearest substation or transformer ?,Which type of street light is this?,What is the system of street lights used?,Has the street light been installed with the help of APEDA ?
5926,2019-05-21 03:23:01,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58303,93.84427,Approved,https://smartvillage.imagetrekk.com/storage/images/y2E1ZtujAn5V0Jnlr3ia3ADd61qlCU1FIo8tUfpE.jpeg?asset_id=5926,bulb fused,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
5940,2019-05-21 05:39:22,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58292,93.84329,Approved,https://smartvillage.imagetrekk.com/storage/images/shklXsswvA67Pi5n0m3drUzh6RJHHtMUY0rLKWK2.jpeg?asset_id=5940,bulb fused,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
5943,2019-05-21 05:39:24,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58297,93.8436,Approved,https://smartvillage.imagetrekk.com/storage/images/SKvLlCyhHyQDiYRXmaMywub5RN8Yf2lXSi2uokmb.jpeg?asset_id=5943,no bulb,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
5944,2019-05-21 05:39:24,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58278,93.84305,Approved,https://smartvillage.imagetrekk.com/storage/images/CT31mn8v6hUDlLHYUF7vqyIiuAmgBDgyuvrtBf4T.jpeg?asset_id=5944,no light bulb,Pakka Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
5998,2019-05-21 12:30:42,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58192,93.8431,Approved,https://smartvillage.imagetrekk.com/storage/images/rAa2eIhlNUfJrjpTtAR7JAwBJmgIBxtRKr626cBJ.jpeg?asset_id=5998,bulb fused,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
6001,2019-05-21 12:30:51,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58211,93.84338,Approved,https://smartvillage.imagetrekk.com/storage/images/Z1JscB2iDRQtjVaGiTCSDEA1fNxLCNZKJTqcT2Eb.jpeg?asset_id=6001,bulb fused,Pakka Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
6005,2019-05-21 12:31:12,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58234,93.84382,Approved,https://smartvillage.imagetrekk.com/storage/images/N1EWL6SjeJcaZAwGmw9u1TGMXDhdt3pzDFiHOcOt.jpeg?asset_id=6005,bulb fused,Pakka Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
6012,2019-05-21 12:31:38,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.5825,93.84358,Approved,https://smartvillage.imagetrekk.com/storage/images/kVyYTn3hVkmKgtucrC8ATwZ9JAwJcXsvAOOh2ocj.jpeg?asset_id=6012,bulb fused,Pakka Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
6024,2019-05-21 12:33:13,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58234,93.84382,Approved,https://smartvillage.imagetrekk.com/storage/images/ys0zCZ5VrnkXo44yUOJbEd5WCHgPOEAUbbtHbcMJ.jpeg?asset_id=6024,bulb fused,Pakka Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
6026,2019-05-21 12:33:26,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.5825,93.84358,Approved,https://smartvillage.imagetrekk.com/storage/images/dqYBwhQE2jxPkbrYJq6CWPSyajjEtbtSjNdm0WJq.jpeg?asset_id=6026,bulb fused,Pakka Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
6070,2019-05-22 07:36:04,Energy & ICT,Street Light,nabam banio,Government,In Use,Papumpare,Itanagar,Ganga,27.08615,93.59527,Approved,https://smartvillage.imagetrekk.com/storage/images/IkWjhR46nyCK0VRmmAFpjO6OAcPN0EnIGXf0zoQm.jpeg?asset_id=6070,good,Pakka Road,4G+ Reliable,"[""Vodafone"",""Idea"",""BSNL"",""Jio"",""Airtel"",""Others""]","[""Vodafone"",""Idea"",""BSNL"",""Jio"",""Airtel"",""Others""]","[""Vodafone"",""Idea"",""BSNL"",""Jio"",""Airtel"",""Others""]","[""Vodafone"",""Idea"",""BSNL"",""Jio"",""Airtel"",""Others""]","[""Vodafone"",""Idea"",""BSNL"",""Jio"",""Airtel"",""Others""]","[""Vodafone"",""Idea"",""BSNL"",""Jio"",""Airtel"",""Others""]",0.6,On-grid,Solar,Yes
6076,2019-05-22 08:01:12,Energy & ICT,Street Light,nabam banio,Government,In Use,Papumpare,Itanagar,Ganga,27.08719,93.59509,Approved,https://smartvillage.imagetrekk.com/storage/images/sRDUg72JxXsUzC657MjAk0tymqZbWJmCwZpAZ4SY.jpeg?asset_id=6076,good,Pakka Road,4G+ Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",1.5,On-grid,Solar,Yes
6091,2019-05-22 09:30:19,Energy & ICT,Street Light,nabam banio,Government,In Use,Papumpare,Itanagar,Ganga,27.08729,93.59239,Approved,https://smartvillage.imagetrekk.com/storage/images/2s4Hg3qC4DhYvPoRgjVL0OsVxuJVv8ETOgpyDxvj.jpeg?asset_id=6091,good,Pakka Road,4G+ Reliable,"[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]","[""Vodafone"",""BSNL"",""Jio"",""Airtel""]",2,On-grid,Solar,Yes
6095,2019-05-22 09:37:50,Energy & ICT,Street Light,nabam banio,Government,In Use,Papumpare,Itanagar,Ganga,27.08732,93.59207,Approved,https://smartvillage.imagetrekk.com/storage/images/xUGCs1PCiyxB6nV3Gh2i6tEHhI9YuXATeg1k0vXM.jpeg?asset_id=6095,good,Pakka Road,4G+ Reliable,"[""Vodafone"",""Idea"",""BSNL"",""Jio"",""Airtel"",""Others""]","[""Vodafone"",""Idea"",""BSNL"",""Jio"",""Airtel"",""Others""]","[""Vodafone"",""Idea"",""BSNL"",""Jio"",""Airtel"",""Others""]","[""Vodafone"",""Idea"",""BSNL"",""Jio"",""Airtel"",""Others""]","[""Vodafone"",""Idea"",""BSNL"",""Jio"",""Airtel"",""Others""]","[""Vodafone"",""Idea"",""BSNL"",""Jio"",""Airtel"",""Others""]",2,On-grid,Solar,Yes
6147,2019-05-23 16:48:19,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59879,93.85826,Rejected,https://smartvillage.imagetrekk.com/storage/images/mTAv3DyaJXQSOP3oXeSI6W0QFM1oBlXSiMYKgxaf.jpeg?asset_id=6147,electric pole 259,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
6148,2019-05-23 16:48:30,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59979,93.85788,Rejected,https://smartvillage.imagetrekk.com/storage/images/uqJnObJ9wvhYIOpb9dI2llnwJvq3AF29tud1D6E3.jpeg?asset_id=6148,electric pole 254,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
6149,2019-05-23 16:48:38,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59765,93.85541,Rejected,https://smartvillage.imagetrekk.com/storage/images/1MSMkA1VIkBbjWstT9BojcZnAHgjD9XSAFRqwwAT.jpeg?asset_id=6149,electric pole 241,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
6150,2019-05-23 16:48:40,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59773,93.85544,Pending,https://smartvillage.imagetrekk.com/storage/images/vcVs0OzbGjAEI0pfjaG5q2RA1VtxNHa9BiJh2L3L.jpeg?asset_id=6150,electric pole 242,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
6151,2019-05-23 16:48:45,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59759,93.85541,Approved,https://smartvillage.imagetrekk.com/storage/images/ZgxKlWh5w6HzrEiznuGESIBcG0gNDsg5hYAasn2Q.jpeg?asset_id=6151,electric pole 243,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
6152,2019-05-23 16:48:46,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59801,93.85556,Approved,https://smartvillage.imagetrekk.com/storage/images/G2mResKqG0g2aLCz1XxlHboHvfXQMtPr2S7rXzfD.jpeg?asset_id=6152,electric pole 244,Kacha Road,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
6154,2019-05-24 02:21:36,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58426,93.84282,Approved,https://smartvillage.imagetrekk.com/storage/images/zPs7IsIIkSsNuwtTmeAYrUq15by1Iiz6gkqxEQeL.jpeg?asset_id=6154,no light bulb,Pakka Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
6160,2019-05-24 02:22:21,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58445,93.84305,Approved,https://smartvillage.imagetrekk.com/storage/images/AH91QdsxYajquIyESwi27e8bMHykXL76X77b8OpU.jpeg?asset_id=6160,bulb fused,Pakka Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
6161,2019-05-24 02:22:21,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58449,93.84308,Approved,https://smartvillage.imagetrekk.com/storage/images/GCeCMKoNtI93zf5fr1AOIgEFjXVeZnnMQlHOmCBA.jpeg?asset_id=6161,bulb fused,Pakka Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
6162,2019-05-24 02:22:21,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58461,93.8432,Approved,https://smartvillage.imagetrekk.com/storage/images/Y5ZkWyTh6zfRZRdCxo4r8zZOZMiubM8YJ1ZYHDWz.jpeg?asset_id=6162,bulb fused,Pakka Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
6165,2019-05-24 02:22:23,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58434,93.84332,Approved,https://smartvillage.imagetrekk.com/storage/images/WfpElrt5XC8a5MeTJOM2dB72k6e5fVWG9R8mpcKk.jpeg?asset_id=6165,no light bulb,Pakka Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
6189,2019-05-24 13:14:53,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58186,93.8392,Approved,https://smartvillage.imagetrekk.com/storage/images/aV9uDFOkDhzEPzALIJGGD8Ah5SYGrVSozigkKuN6.jpeg?asset_id=6189,bulb fused,Kacha Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0,On-grid,Traditional,No
6203,2019-05-24 13:15:19,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58429,93.8438,Approved,https://smartvillage.imagetrekk.com/storage/images/tfjbmkxCjak5XWbT4bGVqo6T3PkPjj04vsamSWf0.jpeg?asset_id=6203,no light bulb,Pakka Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
6204,2019-05-24 13:15:20,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58398,93.84408,Approved,https://smartvillage.imagetrekk.com/storage/images/fdxN7dFfunwNCl25f0NQzCUo6Y8kHksb1NOGJjvN.jpeg?asset_id=6204,no light bulb,Pakka Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
6246,2019-05-25 06:59:18,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58425,93.84371,Approved,https://smartvillage.imagetrekk.com/storage/images/5iDOGj9YNPiuCaC1nPi5O9RFwYv1Gygsk3Gvcfnt.jpeg?asset_id=6246,bulb fused,Pakka Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
6247,2019-05-25 06:59:21,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58465,93.84361,Approved,https://smartvillage.imagetrekk.com/storage/images/KdDDl8KDUxFL6c0EjwP7DkFmCXISaSDbeQKOh8SF.jpeg?asset_id=6247,bulb fused,Pakka Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
6248,2019-05-25 06:59:24,Energy & ICT,Street Light,nending tasser,Government,In Use,Lower Subansiri,Ziro,Hari,27.58486,93.84344,Approved,https://smartvillage.imagetrekk.com/storage/images/e9lLVG76RhZkJPCsCvH9O7Bvo4btPZkmmSZKKIhK.jpeg?asset_id=6248,bulb fused,Pakka Road,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",0.5,On-grid,Traditional,No
6336,2019-05-27 05:36:45,Energy & ICT,Street Light,mr yomrak kato,Government,In Use,West Siang,Kamba,Kambu,28.26096,94.68356,Approved,https://smartvillage.imagetrekk.com/storage/images/ULqW3IQZ27xHpPaWZVA7RHVgOL30pcLmXzSUjVvX.jpeg?asset_id=6336,Street light in kambu village,Kacha Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",6,Off- grid,Solar,Yes
6440,2019-05-27 12:49:29,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59613,93.84113,Rejected,https://smartvillage.imagetrekk.com/storage/images/MU5XGnKzua8ICI5jcvG7o7GuisJq2XzQfo20izxv.jpeg?asset_id=6440,electric pole 279,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
6441,2019-05-27 12:56:12,Energy & ICT,Street Light,padi tara,Government,In Use,Lower Subansiri,Ziro,Reru,27.59613,93.84113,Rejected,https://smartvillage.imagetrekk.com/storage/images/wJfn1q1yMNdMDTs8f9DdM3QbQtaJd5kwugRxbEoO.jpeg?asset_id=6441,electric pole 279,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
6608,2019-05-28 04:20:59,Energy & ICT,Street Light,padi tara,Government,Not in Use,Lower Subansiri,Ziro,Reru,27.59607,93.84167,Rejected,https://smartvillage.imagetrekk.com/storage/images/FdQCZeiFX1D4G18aA03OcHRWycoTjrlBoeSAAnBc.jpeg?asset_id=6608,electric pole 281,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
6609,2019-05-28 04:21:09,Energy & ICT,Street Light,padi tara,Government,Not in Use,Lower Subansiri,Ziro,Reru,27.59634,93.84137,Rejected,https://smartvillage.imagetrekk.com/storage/images/6cp7Ox1qg6K70qSwggvSVgNgayou52AQYyLhulYe.jpeg?asset_id=6609,electric pole 283,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
6617,2019-05-28 04:21:27,Energy & ICT,Street Light,padi tara,Government,Not in Use,Lower Subansiri,Ziro,Reru,27.59608,93.84133,Rejected,https://smartvillage.imagetrekk.com/storage/images/ndJ3MJG8CJXzKt74hJvHtRb3w7zF1AiLY1vKtkHz.jpeg?asset_id=6617,electric pole 280,Footway,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",1,On-grid,Traditional,No
6700,2019-05-28 09:15:59,Energy & ICT,Street Light,mr yomrak kato,Government,In Use,West Siang,Kamba,Kambu,28.26717,94.68536,Approved,https://smartvillage.imagetrekk.com/storage/images/xod3n2LykgXzh7kEsF3WHMeWHsOgOo6eW2y6N1De.jpeg?asset_id=6700,in very good condition,Kacha Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",6,Off- grid,Solar,Yes
6706,2019-05-28 09:16:25,Energy & ICT,Street Light,mr yomrak kato,Government,In Use,West Siang,Kamba,Kambu,28.26894,94.68405,Approved,https://smartvillage.imagetrekk.com/storage/images/6MF1LqM5Qzxr3siNogRwM4P1uIeh66iTwWKliYuM.jpeg?asset_id=6706,in good condition,Kacha Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",6,Off- grid,Solar,Yes
6715,2019-05-28 09:17:13,Energy & ICT,Street Light,mr yomrak kato,Government,In Use,West Siang,Kamba,Kambu,28.26534,94.68269,Approved,https://smartvillage.imagetrekk.com/storage/images/f9yhqW0S0jtPfAXhmLaZdnZgluKxWFg15I6MMWq5.jpeg?asset_id=6715,very good condition,Kacha Road,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]",6,Off- grid,Solar,Yes
