id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel to avail public transport facility? (in K.M),How many school buses go to this asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What are different Mobile network service providers available at the location?,What is the type of structure of this asset?,What is the type of security available for the asset?,What is the total campus area?,What are the working hours of the facility?(Ex: 9.00A.M-5.00P.M),What are the working days of the facility?,How many teachers are employed in the facility?,How many support staff are employed in the facility?,Where do you get drinking water from?,How much do you pay per litre of bottled water? (In Rupees),Are there toilets available for public usage?,Are there toilets available seperately as per gender?,Is there running water available in the toilets at this asset?,Is there soap for handwash available next to the sink?,How do you deal with the waste generated from the facility?,What are the other mechanism used to discard the waste?,Are the premises cleaned with disinfectant regularly?,How frequently are the premises cleaned with disinfectant in a week?,Do you have grid connection for energy supply?,How many hours per day are you facing power cuts?,What is the alternative energy source available in the facility?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,How many hours do you rely on the alternative energy source in a day?,Do you have landline connectivity,What is the number with STD Code?,Do you have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records?,What is the other recording mechanism?,What are the areas you get support from government agencies?,Where do you get textbooks for educational purposes?,What other places do you get textbooks from?,Where do you get the curriculum for classes and educational programs?,What are the other places do you get the curriculum from?,Are you using digital tools for your operations?,For what purpose are you using these?,Are there checkups or medical facilities available?,What is the frequency of these checkups?,Are there any meals served?,Is the nutritional value monitored?,Is there presence of any recreational/playing material for the kids?,What kind of residential facilities are available?,How many classrooms are there in the institute ?,Does the institute have a hall or auditorium?,How many seats are there?,Which labs are present in the institute?,Does the institute have a designated library?,How many students are enrolled at this asset?,Apart from academics what are the co-curricular activities available for students ?,What is the percentage of drop-outs?,What is the reason for dropouts?,What is the reason for dropouts?,What is the reason for dropouts?,What is the reason for dropouts?,Are there any disaster management courses or drills practice at the institute?,Which three courses are most in demand?,Which course has the highest enrollment?,Do parent-teacher meetings take place?,How often do parent-teacher meetings occur?,Is there training available?,What type of training?,Is there a job placement department?,What is the average number of companies that come to the campus each year?,Are there soft skills & IT training available in the institute?,Are there any private partners involved in training?,What affiliations does this institute have?,Is there a Student Union in the institute?,How many active student unions are there?,"Are there Societies (NSS, NCC, etc.) or other organizations in the institute?"
927,2019-02-13 10:27:55,Education,Polytechnic College,makba nasi,Government,Not in Use,Tirap,Khonsa,Kheti,26.97645,95.50529,Approved,https://smartvillage.imagetrekk.com/storage/images/OoSDFqwN3lZs2BWSSUXwmztiTpKVW1an7715y4Yy.jpeg?asset_id=927,polytechnic college kheti,1,Footway,0.7,0,4G+ Reliable,"[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","[""Airtel"",""Jio""]","Pakka/Permanent(Steel,Concrete,etc.)","[""None ""]",4,0.00-0.00,"[""Monday "",""Tuesday "",""Wednesday "",""Thursday "",""Friday "",""Saturday ""]",0,0,Others,,no,,,,None,,no,,no,,None,,,,,,,no,,no,,Others,register,"[""None ""]",None,,Self-created,,no,,no,,no,,no,None,12,Yes,200,"[""Physics "",""Chemistry "",""Biology "",""Computers ""]",yes,0,"[""None""]",0-10%,"[""Others""]","[""Others""]","[""Others""]","[""Others""]",NO,None,0,NO,,NO,,NO,0,NO,,None,NO,0,NO
