id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go to the unit until it was open?,What is the type of the road available to the unit?,How much distance should one travel from the unit to avail public transport facility? (Approx in K.M),What is the type of the mobile network available at the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What are different Mobile network service providers available at the location of the unit?,What is the type of structure of the unit?,What is the type of security available for the unit?,What are the working hours of the unit?(Ex: 9.00A.M-5.A.M),What are the working days of the unit?,How many Technical staff are employed in the unit?,How many Non Technical staff are employed in the unit?,Where do you get drinking water from for using at the unit?,How much do you pay per litre of bottled water? (In Rupees),Where do you get water for operational purposes for the unit?,What are the other source of water you depend upon?,Are there toilets available for public and employees' usage at the unit?,Are there toilets available seperately as per gender at the unit?,Is there running water available in the toilets at the unit?,Is there soap for handwash available at the unit?,How do you deal with the agricultural waste generated from the unit?,What are the other mechanism used to discard the waste from the unit?,Are the premises of unit cleaned with disinfectant regularly?,How frequently are the premises at the unit cleaned with disinfectant in a week?,Do you have grid connection for energy supply for the unit?,How many hours per day are you facing power cuts in the unit?,What is the alternative energy source available for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,Is there landline connectivity for the unit?,What is the number with STD Code of the unit?,Does the unit have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records for operations of the unit?,What are other means of maintaining rescords?,What are the areas the unit gets support from government agencies (not for your customers)?,Do you get any support from NGO(s) for the unit?,What is the name of the organization?,Are you using any digital technologies that can be used in the unit?,For what purpose are you using digital tools here at the unit?,Where do you procure inputs required for the unit?,What are other sources are used to get needed inputs?,What are different chemical inputs used in the unit?,What is the type of farm land is available in the unit?,What is the type of processing unit?,What are other type of processing unit?,How does the unit advertise about the services available?,What is the average operational cost per month to run the unit?(Excluding Salary of the Employees),What is the product purchased by the customers from the unit?,What is the average cost per unit of the produce from the unit?(In Rupees),What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,What kind of bill do you give for the services you provide?,Which type of customers purchase the products from the unit?,How many customers purchase the products from the unit in a year?,How does the customers transport the goods purchased from the unit?,How many cubic meters are available for storage?,Do you have a cold storage facility?,How often did you need to throw away agricultural produce last week?,How do you document wastage of food?
1339,2019-02-20 19:31:26,Agriculture,Processing Unit/ Agriculture Related Industry,jayanti ama,Private,Not in Use,Lohit,Tezu,Laboliang,27.98195,96.18449,Approved,https://smartvillage.imagetrekk.com/storage/images/xzUChEO8RgmpOLbi6ZUMIUBN5iINk8qrjhBYdcWs.jpeg?asset_id=1339,commencing under 2 to 3 months,1,Kacha Road,0.2,4G+ Reliable,"[""Airtel"",""BSNL"",""Jio"",""Vodafone""]","[""Airtel"",""BSNL"",""Jio"",""Vodafone""]","[""Airtel"",""BSNL"",""Jio"",""Vodafone""]","[""Airtel"",""BSNL"",""Jio"",""Vodafone""]","[""Airtel"",""BSNL"",""Jio"",""Vodafone""]","[""Airtel"",""BSNL"",""Jio"",""Vodafone""]","Pakka/Permenant(Steel,Concrete,etc.,)","[""None"",""Security Guard""]",8.00 to 4.00,"[""Monday "",""Tuesday "",""Wednesday"",""Thursday"",""Friday "",""Saturday ""]",2,10,Tap Water from Government,,Water from Government,,No,,,,Discarded in Open Field,,No,,Yes,6,Invertor,4,4,4,4,4,4,No,,No,,Traditional Book Keeping,,"[""None""]",No,,No,,Local Supplier,,"[""None""]","[""Others""]",Tea Processing Unit,,"[""Village Meeting "",""Multimedia"",""Others""]",10,green tea,101-200,Hand Written,Hand Written,Hand Written,Hand Written,"[""Others""]",5,"[""Mini Luggage Transport Vehicle""]",110,Yes,0,book keeping
