id,category,sub-category,district,circle,village,latitude,longitude,accessibility,infrastructure,availability,employability,water,sanitation,energy,alternate_energy,communication,record_maintenance,govt_support,ngo_support,digital_technologies,classification,marketing,inventory,food_wastage,operations,products,customers,logistics,overall score
3367,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.6118,93.86346999999999,43.3333,0.0,100.0,24.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,14.2857,50.0,70.0,92.5,25.0,20.0,0.0,29.3021
3368,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.5764,93.83952,43.3333,0.0,50.0,24.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,14.2857,50.0,70.0,92.5,25.0,20.0,0.0,27.8021
3369,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.60118,93.90738,43.3333,0.0,50.0,24.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,14.2857,50.0,70.0,92.5,25.0,20.0,0.0,27.8021
3370,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.58525,93.85948,43.3333,0.0,50.0,24.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,14.2857,50.0,70.0,92.5,25.0,20.0,0.0,27.8021
3371,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.569329999999997,93.8974,43.3333,0.0,14.2857,24.0,32.5,80.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,14.2857,50.0,70.0,92.5,25.0,20.0,0.0,26.5807
3372,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.58816,93.81687,43.3333,0.0,50.0,24.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,14.2857,50.0,70.0,92.5,25.0,20.0,0.0,27.8021
3374,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.60118,93.86346999999999,43.3333,50.0,50.0,24.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,36.3093
3375,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.583479999999998,93.91736,43.3333,50.0,50.0,24.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,36.3093
3376,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.57463,93.88343,43.3333,50.0,50.0,24.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,36.3093
3440,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.5838,93.84526,30.8333,50.0,50.0,0.0,16.25,10.0,0.0,0.0,20.0,12.5,0.0,0.0,0.0,20.0,14.2857,50.0,40.0,97.5,100.0,20.0,0.0,32.2946
3454,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58377,93.84501999999999,30.8333,50.0,50.0,0.0,16.25,10.0,0.0,0.0,20.0,12.5,0.0,0.0,0.0,20.0,14.2857,50.0,40.0,97.5,100.0,20.0,0.0,32.2946
3459,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58377,93.84496999999999,30.8333,50.0,50.0,0.0,16.25,10.0,0.0,0.0,20.0,12.5,0.0,0.0,0.0,20.0,14.2857,50.0,40.0,97.5,100.0,20.0,0.0,32.2946
3460,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58369,93.8451,30.8333,50.0,50.0,0.0,16.25,10.0,0.0,0.0,20.0,12.5,0.0,0.0,0.0,20.0,14.2857,50.0,40.0,97.5,100.0,20.0,0.0,32.2946
3461,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58393,93.84506,30.8333,50.0,50.0,0.0,16.25,10.0,0.0,0.0,20.0,12.5,0.0,0.0,0.0,20.0,14.2857,50.0,40.0,97.5,100.0,20.0,0.0,32.2946
3468,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.61533,93.82155999999999,47.0833,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,37.1118
3471,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.613559999999996,93.89341,47.0833,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,37.1118
3475,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.5711,93.8056,47.0833,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,37.1118
3478,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.60472,93.80161,47.0833,50.0,42.8571,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,36.8975
3495,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.587159999999997,93.84268,53.3333,50.0,50.0,0.0,16.25,10.0,0.0,0.0,20.0,12.5,28.5714,0.0,0.0,20.0,14.2857,50.0,40.0,97.5,100.0,20.0,0.0,36.5268
3506,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58636,93.84283,53.3333,64.2857,50.0,0.0,16.25,10.0,0.0,0.0,20.0,12.5,0.0,0.0,0.0,20.0,14.2857,50.0,40.0,97.5,100.0,20.0,0.0,37.8125
3509,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58632,93.84298000000001,53.3333,50.0,50.0,0.0,16.25,10.0,0.0,0.0,20.0,12.5,0.0,0.0,0.0,20.0,14.2857,50.0,40.0,97.5,100.0,20.0,0.0,35.6696
3514,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58585,93.84307,53.3333,50.0,50.0,0.0,16.25,10.0,0.0,0.0,20.0,12.5,0.0,0.0,0.0,20.0,14.2857,50.0,40.0,97.5,100.0,20.0,0.0,35.6696
3517,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58585,93.84311,53.3333,50.0,50.0,0.0,16.25,10.0,0.0,0.0,20.0,12.5,0.0,0.0,0.0,20.0,14.2857,50.0,40.0,97.5,100.0,20.0,0.0,35.6696
3519,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.585729999999998,93.84309,53.3333,50.0,50.0,0.0,16.25,10.0,0.0,0.0,13.3333,12.5,0.0,0.0,0.0,20.0,14.2857,50.0,40.0,97.5,100.0,20.0,0.0,35.4696
3523,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.634790000000002,93.80759,46.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,36.9993
3563,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.54277,93.8495,50.8333,50.0,50.0,40.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,37.9143
3564,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.60472,93.85749,47.0833,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,37.1118
3565,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.590559999999996,93.86148,49.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,37.4493
3566,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.56402000000001,93.94929,31.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,34.7493
3567,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.5711,93.83154,31.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,34.7493
3568,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.629490000000004,93.83154,31.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,34.7493
3569,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.64364,93.87545,31.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,34.7493
3570,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.5764,93.85549,31.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,34.7493
3571,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.59941,93.85549,28.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,34.2993
3572,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.58702000000001,93.87744,28.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,34.2993
3573,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.57817,93.85349000000001,28.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,34.2993
3574,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.64717000000001,93.86148,28.3333,50.0,100.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,35.7993
3575,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.59233,93.87944,28.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,34.2993
3576,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.567559999999997,93.87944,28.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,34.2993
3577,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.6171,93.87345,28.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,34.2993
3662,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Lempiya,27.63058,93.83471999999999,62.0833,14.2857,92.8571,32.0,38.75,53.3333,0.0,0.0,20.0,25.0,0.0,0.0,0.0,60.0,14.2857,50.0,0.0,75.0,25.0,20.0,0.0,34.2707
3704,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.60649,93.81957,65.8333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,39.9243
3705,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.5941,93.87345,65.8333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,39.9243
3706,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.59233,93.86346999999999,65.8333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,39.9243
3707,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.62595,93.88942,65.8333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,39.9243
3708,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.59941,93.85948,65.8333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,39.9243
3709,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.57994,93.8495,65.8333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,39.9243
3710,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.60649,93.84751,65.8333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,39.9243
3711,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.59587,93.81558000000001,65.8333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,39.9243
3820,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.583890000000004,93.84505,30.8333,50.0,50.0,0.0,16.25,10.0,0.0,0.0,20.0,12.5,0.0,0.0,0.0,20.0,14.2857,50.0,40.0,97.5,100.0,20.0,0.0,32.2946
3821,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58392000000001,93.8451,30.8333,50.0,50.0,0.0,16.25,10.0,0.0,0.0,20.0,12.5,0.0,0.0,0.0,20.0,14.2857,50.0,40.0,97.5,100.0,20.0,0.0,32.2946
3822,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.583959999999998,93.84496999999999,30.8333,50.0,50.0,0.0,16.25,10.0,0.0,0.0,20.0,12.5,0.0,0.0,0.0,20.0,14.2857,50.0,40.0,97.5,100.0,20.0,0.0,32.2946
3823,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.58415,93.8451,30.8333,50.0,50.0,0.0,16.25,10.0,0.0,0.0,20.0,12.5,0.0,0.0,0.0,20.0,14.2857,50.0,40.0,97.5,100.0,20.0,0.0,32.2946
3824,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hari,27.583470000000002,93.845,30.8333,50.0,50.0,0.0,16.25,10.0,0.0,0.0,20.0,12.5,0.0,0.0,0.0,20.0,14.2857,50.0,40.0,97.5,100.0,20.0,0.0,32.2946
4165,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.62064,93.79361999999999,58.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,50.0,95.0,25.0,20.0,0.0,38.3993
4166,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.61533,93.79562,58.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,50.0,95.0,25.0,20.0,0.0,38.3993
4167,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.60295,93.87545,58.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,50.0,95.0,25.0,20.0,0.0,38.3993
4168,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.67193,93.85948,58.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,50.0,95.0,25.0,20.0,0.0,38.3993
4170,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.62418,93.78764,58.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,50.0,95.0,25.0,20.0,0.0,38.3993
4171,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.59941,93.85749,58.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,50.0,95.0,25.0,20.0,0.0,38.3993
4172,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.63125,93.82356,58.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,50.0,95.0,25.0,20.0,0.0,38.3993
4173,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.597640000000002,93.82356,58.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,50.0,95.0,25.0,20.0,0.0,38.3993
4174,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.569329999999997,93.84151999999999,58.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,50.0,95.0,25.0,20.0,0.0,38.3993
4176,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.6171,93.88143000000001,58.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,50.0,95.0,25.0,20.0,0.0,38.3993
4177,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.590559999999996,93.78365,58.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,50.0,95.0,25.0,20.0,0.0,38.3993
4178,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.57817,93.83952,58.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,50.0,95.0,25.0,20.0,0.0,38.3993
4179,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.588790000000003,93.86346999999999,58.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,50.0,95.0,25.0,20.0,0.0,38.3993
4180,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.597640000000002,93.87744,58.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,50.0,95.0,25.0,20.0,0.0,38.3993
4181,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.59233,93.82356,58.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,50.0,95.0,25.0,20.0,0.0,38.3993
4186,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.6118,93.87345,43.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,50.0,95.0,25.0,20.0,0.0,36.1493
4187,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.6401,93.81158,43.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,50.0,95.0,25.0,20.0,0.0,36.1493
4189,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.61003,93.81158,43.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,50.0,95.0,25.0,20.0,0.0,36.1493
4190,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.608259999999998,93.82755,43.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,50.0,95.0,25.0,20.0,0.0,36.1493
4191,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.59587,93.86148,43.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,50.0,95.0,25.0,20.0,0.0,36.1493
4193,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.588790000000003,93.84751,58.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,50.0,95.0,25.0,20.0,0.0,38.3993
4194,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.60649,93.76568,58.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,50.0,95.0,25.0,20.0,0.0,38.3993
4225,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.565790000000003,93.83354,65.8333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,39.9243
4226,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.59587,93.81558000000001,65.8333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,39.9243
4227,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.590559999999996,93.83952,65.8333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,39.9243
4228,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.588790000000003,93.85349000000001,65.8333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,39.9243
4229,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.59941,93.88143000000001,65.8333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,39.9243
4230,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.597640000000002,93.86547,65.8333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,39.9243
4231,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.588790000000003,93.88143000000001,65.8333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,39.9243
4232,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.57817,93.80161,65.8333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,39.9243
4233,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.558709999999998,93.81558000000001,65.8333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,39.9243
4234,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.58702000000001,93.82356,65.8333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,39.9243
4235,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.5711,93.89341,65.8333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,39.9243
4236,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.62418,93.87145,65.8333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,39.9243
4237,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.633020000000002,93.83354,65.8333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,39.9243
4239,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.666629999999998,93.82955,65.8333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,39.9243
4240,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.58525,93.8495,65.8333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,39.9243
4273,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.60118,93.92334,28.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,34.2993
4274,Agriculture,Warehouse / Godown/ Timber Depot,Lower Subansiri,Ziro,Hija,27.60118,93.88143000000001,28.3333,50.0,50.0,32.0,32.5,85.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,20.0,28.5714,50.0,70.0,95.0,25.0,20.0,0.0,34.2993
