id,category,sub-category,district,circle,village,latitude,longitude,How many times did you go there until it was open?,What is the type of the road available to the Training Center?,How much distance should one travel from the Training Center to avail public transport facility? (in K.M),What is the type of the mobile network available at the Training Center?,What are different Mobile network service providers available at the location of the asset?,What is the type of structure of the Training Center?,What is the type of security available for the Training Center?,What are the working hours of the Training Centre?(Ex: 9.00A.M-5.A.M),What are the working days of the Training Centre?,How many Technical staff are employed in the Training Centre?,How many Non Technical staff are employed in the Training Centre?,Where do you get drinking water from for using at the Training Centre?,How much do you pay per litre of bottled water? (In Rupees),Where do you get water for operational purposes for the Training Centre?,Are there toilets available for public usage at the Training Centre?,Are there toilets available seperately as per gender at the Training Centre?,Is there running water available in the toilets at the Training Centre?,Is there soap for handwash available at the unit?,How do you deal with the waste generated from the Training Centre?,Are the premises of Training Centre cleaned with disinfectant regularly?,How frequently are the premises at the Training Centre cleaned with disinfectant in a week?,Do you have grid connection for energy supply for the Training Centre?,How many hours per day are you facing power cuts in the Training Centre?,What is the alternative energy source available for the Training Centre?,How many hours do you rely on the alternative energy source in a day for the Training Centre?,Is there landline connectivity for the Training Centre?,Does the Training Centre have wired internet connection?,How do you maintain records for operations of the Training Centre?,What are the areas the Training Centre gets support from government agencies (not for your customers)?,Do you get any support from NGO(s) for the Training Centre?,Are you using digital technologies that can be used in the Training Centre?,For what purpose are you using digital tools here at the unit?,Whats is the strength of the farmers getting trained in the institute ?,Whats is the total number of Classrooms in the institute?,Is the tools and equipment available for training sufficient?,Does the institute have an Auditorium ?,Does the institute have research fields ?,What is the number of farmers the center can train ?,Does the institute have Library ?,Does the institute have Labs ?,What kind of support does the institute provide to the trained farmers ?,What is the percentage of the farmers dropped out ?,What is the reason for the students dropping out of the institute?,Is there presence of medical facilities in the institute ?,For what all material does the government provide support?,Is there availability of scholarships for the students?,Is there presence of digital (projector or TV) classrooms in the institute?,Does the institute have computers ?,Are the computers being used by the students ?,access,road_connectivity,public_transport,mobile_connectivity,accessibility,building_type,security,infrastructure,observation,working_hours,working_days,availability,non_technical_staff,technical_staff,employability,drinking_water,water_for_operational_purposes,water,toilets,waste_management,general_cleanliness,sanitation,electricity,energy,alternate_energy,telephone,broadband,mobile,communication,records,record_maintenance,support,govt_support,ngo_support,awareness,digital_technologies,general,students,strength,classrooms,adequacy,auditorium,research_fields,total_capacity,library,labs,post_training,rate,reason,dropouts,medical_facility,Medical_facility,support_materials,scholarships,government_support,digital_classroom,computer1,computer2,digital_technology,specific,overall score
2312.0,Agriculture,KVK/ Farmer Training Center,Papumpare,Banderdewa,Karsingsa Complex,27.12,93.78,0.5,0,0.9,0.8333,0.5,1,0.2,1,0.7143,1,1,0.2,0.0,0.3333,1,1,1,1,0.2222,1,0.6667,1,0.8,0.2143,0.2857,0,1,0.2,0.3333,0,1,1,0.6667,0.6667,1,0,1,1,1,1,0.4,1,0.1429,0,0.5556,0,1,1,0,50.0,0.0,90.0,83.3333,54.3333,100.0,20.0,85.0,70.6,100.0,71.4286,85.7143,100.0,100.0,100.0,20.0,33.3333,26.6667,100.0,22.2222,83.3333,71.6667,94.0,94.0,23.5714,0.0,100.0,50.0,60.0,20.0,20.0,0.0,33.3333,0.0,100.0,100.0,60.4952,66.6667,66.6667,66.6667,100.0,0.0,100.0,100.0,100.0,100.0,40.0,100.0,14.2857,57.1429,0.0,0.0,55.5556,0.0,27.7778,100.0,100.0,0.0,70.0,50.3532,59.4698
