id,category,sub-category,district,circle,village,latitude,longitude,accessibility,infrastructure,availability,employability,water,sanitation,energy,alternate_energy,communication,record_maintenance,govt_support,educational_materials,digital_technologies,health,facilities,educational_statistics,disaster_preparedness,general_information,organizations,partnerships,overall score
927,Education,Polytechnic College,Tirap,Khonsa,Kheti,26.97645,95.50529,27.2,74.4444,42.8571,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,11.25,0.0,0.0,70.3636,10.0,0.0,0.0,0.0,0.0,18.9032
