id,category,sub-category,district,circle,village,latitude,longitude,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel to avail public transport facility? (in K.M),How many school buses go to this asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What is the type of structure of this asset?,What is the type of security available for the asset?,What is the total campus area?,What are the working hours of the facility?(Ex: 9.00A.M-5.00P.M),What are the working days of the facility?,How many teachers are employed in the facility?,How many support staff are employed in the facility?,Where do you get drinking water from?,How much do you pay per litre of bottled water? (In Rupees),Are there toilets available for public usage?,How do you deal with the waste generated from the facility?,Are the premises cleaned with disinfectant regularly?,How frequently are the premises cleaned with disinfectant in a week?,Do you have grid connection for energy supply?,How many hours per day are you facing power cuts?,What is the alternative energy source available in the facility?,How many hours do you rely on the alternative energy source in a day?,Do you have landline connectivity,Do you have wired internet connection?,How do you maintain records?,What are the areas you get support from government agencies?,Where do you get textbooks for educational purposes?,Where do you get the curriculum for classes and educational programs?,Are you using digital tools for your operations?,Are there checkups or medical facilities available?,Are there any meals served?,Is the nutritional value monitored?,Is there presence of any recreational/playing material for the kids?,What kind of residential facilities are available?,How many classrooms are there in the institute ?,Does the institute have a hall or auditorium?,Which labs are present in the institute?,Does the institute have a designated library?,How many students are enrolled at this asset?,Apart from academics what are the co-curricular activities available for students ?,What is the percentage of drop-outs?,What is the reason for dropouts?,Are there any disaster management courses or drills practice at the institute?,Do parent-teacher meetings take place?,Is there training available?,Is there a job placement department?,What is the average number of companies that come to the campus each year?,Are there soft skills & IT training available in the institute?,What affiliations does this institute have?,Is there a Student Union in the institute?,How many active student unions are there?,"Are there Societies (NSS, NCC, etc.) or other organizations in the institute?",access,road_connectivity,public_transport,school_buses,mobile_connectivity,accessibility,building_type,security,land,infrastructure,observation,working_hours,working_days,availability,teachers,support_staff,employability,drinking_water,water,toilets,waste_management,general_cleanliness,sanitation,electricity,energy,alternate_energy,telephone,broadband,mobile,communication,records,record_maintenance,support,govt_support,textbooks,curriculum,educational_materials,awareness,digital_technologies,checkups,meals,health,recreational,residential,classrooms,auditorium,labs,libraries,facilities,enrollment_population,extra_curriculars,dropouts,educational_statistics,disaster_drills,disaster_preparedness,general,parent_teacher_meetings,training,job_placement,soft_skills,general_information,student_union,societies,organizations,affiliations,partnerships,specific,overall score
927,Education,Polytechnic College,Tirap,Khonsa,Kheti,26.97645,95.50529,0.5,0,0.86,0,0,0.4,1,0,0.8889,0,0.8571,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1875,0,0,0,0,0,0,0.5455,1,0.8,1,0,0,1,0.1667,0,0,0,0,0,0,0,0,0,0,50.0,0.0,86.0,0.0,0.0,27.2,100.0,0.0,88.8889,74.4444,46.0978,0.0,85.7143,42.8571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,18.75,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.5455,100.0,80.0,100.0,70.3636,0.0,0.0,50.0,10.0,0.0,0.0,12.6846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9032
