id,category,sub-category,district,circle,village,latitude,longitude,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel to avail public transport facility? (in K.M),What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What is the type of structure of this asset?,What is the type of security available for the asset?,What is the total campus area?,What are the working hours of the facility?(Ex: 9.00A.M-5:00P.M),What are the working days of the facility?,How many teachers are employed in the facility?,How many support staff are employed in the facility?,Where do you get drinking water from?,How much do you pay per litre of bottled water? (In Rupees),Are there toilets available for public usage?,Do you have grid connection for energy supply?,How many hours per day are you facing power cuts?,What is the alternative energy source available in the facility?,How many hours do you rely on the alternative energy source in a day?,Do you have landline connectivity?,Do you have wired internet connection?,How much speed can you get through the broadband?(Test in speed test/other website)(Enter in MBPS),How do you maintain records?,What are the areas you get support from government agencies?,Where do you get textbooks for educational purposes?,Where do you get the curriculum for classes and educational programs?,Are you using digital tools for your operations?,What kind of residential facilities are available?,How many classrooms are there in the institute ?,To how many teachers can the institute provide training at one time?,What is the average duration of the training sessions?,Which departments/people provide the training?,Are the teachers getting trained on digital technology?,"On a scale of 1 to 5, how willing are the teachers to attend these session? (5 being the most willing and 0 being the least willing)",Are there NGOs assisting in training the teachers?,access,road_connectivity,public_transport,mobile_connectivity,accessibility,building_type,security,land,infrastructure,observation,working_hours,working_days,availability,teachers,support_staff,employability,drinking_water,water,toilets,sanitation,electricity,energy,alternate_energy,telephone,broadband,mobile,communication,records,record_maintenance,support,govt_support,textbooks,curriculum,educational_materials,awareness,digital_technologies,residential,classrooms,facilities,general,size,duration,general_information,educators,commitment,capabilities,digital_technology,ngos,partnerships,specific,overall score
2650,Education,Teacher Training Centers,Lower Subansiri,Yachuli,Toon,27.45892000000001,93.76704000000001,1,0.5,0.5,0.6667,0.6,1,0.25,1,1,0.7143,0.6,1,0.4286,0.0,0,1,0.2,0,0.0,0,0,0.0,0.1667,0.375,0.3,0.3125,0,0,0.4,0.6,0.25,1,1,0,0,100.0,50.0,50.0,66.6667,65.0,100.0,25.0,100.0,85.0,73.0,100.0,71.4286,85.7143,60.0,100.0,76.0,38.5714,38.5714,0.0,0.0,60.0,60.0,0.0,0.0,0.0,60.0,18.0,8.3333,8.3333,37.5,37.5,30.0,31.25,30.75,0.0,0.0,0.0,40.0,20.0,36.6327,60.0,25.0,17.0,100.0,0.0,50.0,100.0,0.0,0.0,40.1,48.9298
