id,category,sub-category,district,circle,village,latitude,longitude,accessibility,infrastructure,availability,employability,water,sanitation,energy,alternate_energy,communication,record_maintenance,govt_support,ngo_support,digital_technologies,inputs,marketing,operations,products,customers,logistics,overall score
6772,Fisheries,Hatcheries,Lower Subansiri,Ziro,Hari,27.58217,93.84173,55.8333,12.5,50.0,0.0,25.5556,57.1429,88.0,0.0,20.0,20.0,22.2222,0.0,0.0,30.9524,9.0909,50.0,15.0,10.05,20.0,30.3664
