id,category,sub-category,district,circle,village,latitude,longitude,accessibility,infrastructure,availability,employability,water,sanitation,energy,alternate_energy,communication,record_maintenance,govt_support,ngo_support,digital_technologies,inputs,infrastructure,classification,marketing,operations,products,customers,logistics,inventory,food_wastage,overall score
1339,Agriculture,Processing Unit/ Agriculture Related Industry,Lohit,Tezu,Laboliang,27.98195,96.18449,63.5,25.0,90.0,44.0,35.4167,6.6667,70.0,48.3333,26.6667,20.0,0.0,0.0,0.0,11.1111,25.0,20.0,46.1538,0.0333,1.4975,12.5125,12.5,100.0,60.0,41.1848
