id,category,sub-category,district,circle,village,latitude,longitude,accessibility,infrastructure,availability,employability,water,sanitation,energy,communication,record_maintenance,govt_support,educational_materials,digital_technologies,facilities,educational_statistics,disaster_preparedness,general_information,capacity,overall score,,,,,,,,,,,,,,,,,
5463.00,Education,Coaching Centre,Papumpare,Banderdewa,Bandardewa,27.12,93.78,69.33,70.00,100.00,100.00,30.00,35.67,80.00,18.00,33.33,0.00,18.75,0.00,51.00,8.00,0.00,87.50,39.17,59.78,,,,,,,,,,,,,,,,,
