id,category,sub-category,district,circle,village,latitude,longitude,accessibility,infrastructure,availability,employability,water,sanitation,energy,alternate_energy,communication,record_maintenance,govt_support,ngo_support,digital_technologies,strength,infrastructure,post_training,dropouts,Medical_facility,government_support,digital_technology,overall score
2312.0,Agriculture,KVK/ Farmer Training Center,Papumpare,Banderdewa,Karsingsa Complex,27.12,93.78,54.3333,85.0,85.7143,100.0,26.6667,71.6667,94.0,23.5714,60.0,20.0,33.3333,0.0,100.0,66.6667,85.0,40.0,57.1429,0.0,27.7778,70.0,59.4698
