id,category,sub-category,district,circle,village,latitude,longitude,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel to avail public transport facility? (in K.M),How many school buses go to this asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location of this asset?,What is the type of security available for the asset?,What is the total campus area?,What are the working hours of the facility?,What are the working days of the facility?,How many teachers are employed in the facility?,How many support staff are employed in the facility?,Where do you get drinking water from?,How much do you pay per litre of bottled water? (In Rupees),Are there toilets available for public usage?,Are there toilets available separately as per gender?,Is there running water available in the toilets at the unit?,Is there soap for hand-wash available at the unit?,How do you deal with the waste generated from the facility?,Are the premises cleaned with disinfectant regularly?,How frequently are the premises cleaned with disinfectant in a week?,Do you have grid connection for energy supply?,How many hours per day are you facing power cuts?,Do you have landline connectivity?,Do you have wired internet connection?,How do you maintain records?,What are the areas you get support from government agencies?,Where do you get textbooks for educational purposes?,Where do you get the curriculum for classes and educational programs?,Are you using digital tools for your operations?,Is there presence of any recreational/playing material for the kids?,What kind of residential facilities are available?,How many classrooms are there in the institute ?,Does the institute have a hall or an auditorium?,Which labs are present in the institute?,Does the institute have a designated library?,How many students are there in this asset?,Are there any disaster management courses or drills practice at the institute?,What courses are available for coaching?,What is the average monthly fee per student?,Which courses are at maximum capacity?,What is the seating capacity for a classroom?,access,road_connectivity,public_transport,school_buses,mobile_connectivity,accessibility,security,land,infrastructure,observation,working_hours,working_days,availability,teachers,support_staff,employability,drinking_water,water,toilets,waste_management,general_cleanliness,sanitation,electricity,energy,telephone,broadband,mobile,communication,records,record_maintenance,support,govt_support,textbooks,curriculum,educational_materials,awareness,digital_technologies,recreational,residential,classrooms,auditorium,labs,libraries,facilities,enrollment_population,educational_statistics,disaster_drills,disaster_preparedness,general,courses,fees,general_information,course_capacity,seating_capacity,capacity,specific,overall score,,,,,,,,,,,,,,,,
5463.00,Education,Coaching Centre,Papumpare,Banderdewa,Bandardewa,27.12,93.78,0.40,1.00,0.90,0.00,0.67,0.60,0.00,1.00,1.00,1.00,1.00,1.00,0.33,0.00,1.00,0.00,1.00,1.00,0.67,1.00,0.00,1.00,0.60,0.00,0.00,0.33,0.00,0.00,0.31,0.00,1.00,0.00,0.60,0.00,0.00,1.00,0.20,0.00,0.75,1.00,0.25,0.53,40.00,100.00,90.00,0.00,66.67,69.33,0.00,100.00,70.00,69.60,100.00,100.00,100.00,100.00,100.00,100.00,30.00,30.00,60.00,66.67,50.00,35.67,80.00,80.00,0.00,0.00,60.00,18.00,33.33,33.33,0.00,0.00,0.00,31.25,18.75,0.00,0.00,0.00,0.00,60.00,0.00,0.00,100.00,51.00,20.00,8.00,0.00,0.00,45.23,75.00,100.00,87.50,25.00,53.33,39.17,63.33,59.78,,,,,,,,,,,,,,,,
