id,category,sub-category,district,circle,village,latitude,longitude,How many times did you go to the unit until it was open?,What is the type of the road available to the unit?,How much distance should one travel from the unit to avail public transport facility? (Approx in K.M),What is the type of the mobile network available at the unit?,What are different Mobile network service providers available at the location of the unit?,What is the type of structure of the unit?,What is the type of security available for the unit?,What are the working hours of the unit?(Ex: 9.00A.M-5.A.M),What are the working days of the unit?,How many Technical staff are employed in the unit?,How many Non Technical staff are employed in the unit?,Where do you get drinking water from for using at the unit?,Where do you get water for operational purposes for the unit?,Are there toilets available for public and employees' usage at the unit?,Are there toilets available seperately as per gender at the unit?,Is there running water available in the toilets at the unit?,Is there soap for handwash available at the unit?,How do you deal with the agricultural waste generated from the unit?,Are the premises of unit cleaned with disinfectant regularly?,How frequently are the premises at the unit cleaned with disinfectant in a week?,Do you have grid connection for energy supply for the unit?,How many hours per day are you facing power cuts in the unit?,What is the alternative energy source available for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,Is there landline connectivity for the unit?,Does the unit have wired internet connection?,How do you maintain records for operations of the unit?,What are the areas the unit gets support from government agencies (not for your customers)?,Do you get any support from NGO(s) for the unit?,Are you using any digital technologies that can be used in the unit?,Where do you procure inputs required for the unit?,What are different chemical inputs used in the unit?,What is the type of farm land is available in the unit?,What is the type of processing unit?,How does the unit advertise about the services available?,What is the average operational cost per month to run the unit?(Excluding Salary of the Employees),What is the average cost per unit of the produce from the unit?(In Rupees),Which type of customers purchase the products from the unit?,How many customers purchase the products from the unit in a year?,How does the customers transport the goods purchased from the unit?,How many cubic meters are available for storage?,Do you have a cold storage facility?,How often did you need to throw away agricultural produce last week?,How do you document wastage of food?,access,road_connectivity,public_transport,mobile_connectivity,accessibility,building_type,security,infrastructure,observation,working_hours,working_days,availability,non_technical_staff,technical_staff,employability,drinking_water,water_for_operational_purposes,water,toilets,waste_management,general_cleanliness,sanitation,electricity,energy,alternate_energy,telephone,broadband,mobile,communication,records,record_maintenance,support,govt_support,ngo_support,awareness,digital_technologies,general,procurement,chemical_inputs,inputs,farm_land,type,classification,advertisement,marketing,operational_cost,operations,cost,products,number,customers,transport_of_goods,logistics,inventory_capacity,cold_storage,inventory,x,documentation,food_wastage,specific,overall score
1339,Agriculture,Processing Unit/ Agriculture Related Industry,Lohit,Tezu,Laboliang,27.98195,96.18449,0.3333,0.5,0.95,1,0.6667,1,0.25,0.8,1,0.2,1,0.375,0.3333,0,0,0,0,0.2222,0,0.0,1,0,0.1667,0.8,0,0,0.2,0,0,0,0.2222,0,0.25,0.2,0.4615,0.0003,0.015,0.25,0.0002,0.125,1,1,1,0.2,33.3333,50.0,95.0,100.0,63.5,100.0,25.0,25.0,66.75,80.0,100.0,90.0,100.0,20.0,44.0,37.5,33.3333,35.4167,0.0,22.2222,0.0,6.6667,70.0,70.0,48.3333,0.0,0.0,66.6667,26.6667,20.0,20.0,0.0,0.0,0.0,0.0,0.0,32.025,22.2222,0.0,11.1111,25.0,25.0,20.0,46.1538,46.1538,0.0333,0.0333,1.4975,1.4975,0.025,12.5125,12.5,12.5,100.0,100.0,100.0,100.0,20.0,60.0,28.8808,41.1848
