id,category,sub-category,district,circle,village,latitude,longitude,How many times did you go to the unit until it was open?,What is the type of the road available to the unit?,How much distance should one travel from the unit to avail public transport facility? (Approx in K.M),What is the type of the mobile network available at the unit?,What are different Mobile network service providers available at the location of the unit?,What is the type of structure of the unit?,What is the type of security available for the unit?,What are the working hours of the unit?(Ex: 9.00A.M-5.A.M),What are the working days of the unit?,How many Technical staff are employed in the unit?,How many Non Technical staff are employed in the unit?,Where do you get drinking water from for using at the unit?,Where do you get water for operational purposes for the unit?,How do you deal with the agricultural waste generated from the unit?,Are the premises of unit cleaned with disinfectant regularly?,How frequently are the premises at the unit cleaned with disinfectant in a week?,Do you have grid connection for energy supply for the unit?,How many hours per day are you facing power cuts in the unit?,What is the alternative energy source available for the unit?,Is there landline connectivity for the unit?,Does the unit have wired internet connection?,How do you maintain records for operations of the unit?,What are the areas the unit gets support from government agencies?,Do you get any support from NGO(s) for the unit?,Are you using any digital technologies that can be used in the unit?,Where do you primarily procure inputs required for the unit?,What are different chemical inputs used in the unit?,How does the unit advertise about the services available?,What is the average operational cost per month to run the unit?(Excluding Salary of the Employees),How many types of fish are available in the unit?,What is the average cost per fish seeds in the unit?(In Rupees),Which type of customers purchase the fish from the unit?,How many customers purchase the fish from the unit in a year?,How does the customers transport the goods purchased from the unit?,access,road_connectivity,public_transport,mobile_connectivity,accessibility,building_type,security,infrastructure,observation,working_hours,working_days,availability,technical_staff,non_technical_staff,employability,drinking_water,water_for_operational_purposes,water,waste_management,general_cleanliness,sanitation,electricity,energy,alternate_energy,telephone,broadband,mobile,communication,records,record_maintenance,support,govt_support,ngo_support,awareness,digital_technologies,general,procurement,chemical_inputs,inputs,advertisement,marketing,operational_cost,operations,number,cost,products,type,customers,transport_of_goods,logistics,specific,overall score
6772,Fisheries,Hatcheries,Lower Subansiri,Ziro,Hari,27.58217,93.84173,0.5,1,0.5,0.1667,0.5,0,0.25,0,1,0,0,0.3333,0.2222,0.2857,1,1,1,0.6,0,0,0,0.2,0.2222,0,0,0.3333,0.2857,0.0909,0.5,0.3,0,0.2,0.001,0.2,50.0,100.0,50.0,16.6667,55.8333,0.0,25.0,12.5,44.0833,0.0,100.0,50.0,0.0,0.0,0.0,33.3333,22.2222,25.5556,28.5714,100.0,57.1429,88.0,88.0,0.0,0.0,0.0,50.0,20.0,20.0,20.0,0.0,22.2222,0.0,0.0,0.0,25.7921,33.3333,28.5714,30.9524,9.0909,9.0909,50.0,50.0,0.1,0.0,15.0,20.0,10.05,20.0,20.0,23.5093,30.3664
