id,category,sub-category,district,circle,village,latitude,longitude,accessibility,infrastructure,availability,employability,water,sanitation,energy,alternate_energy,communication,record_maintenance,govt_support,educational_materials,digital_technologies,facilities,general_information,capabilities,digital_technology,partnerships,overall score
2650,Education,Teacher Training Centers,Lower Subansiri,Yachuli,Toon,27.45892000000001,93.76704000000001,65.0,85.0,85.7143,76.0,38.5714,0.0,60.0,0.0,18.0,8.3333,37.5,30.75,0.0,20.0,17.0,50.0,100.0,0.0,48.9298
