id,category,sub-category,district,circle,village,latitude,longitude,accessibility,infrastructure,availability,employability,water,sanitation,energy,alternate_energy,communication,record_maintenance,govt_support,ngo_support,digital_technologies,inputs,infrastructure,marketing,operations,products,customers,logistics,inventory,food_wastage,overall score
2789,Fisheries,Community Fish Market,West Kameng,Dirang,Dirang,27.347279999999998,92.27006999999999,81.6667,0.0,50.0,10.0,64.2857,10.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,33.3333,0.0,0.8333,23.4048,19.1667,28.7778,20.0,0.0,70.0,25.3987
1770,Fisheries,Community Fish Market,East Siang,Oyan,Oyan Village,27.88327,95.31586,85.0,33.3333,100.0,100.0,64.2857,49.2857,0.0,0.0,56.0,50.0,0.0,0.0,0.0,22.2222,33.3333,0.8333,27.4964,19.1667,61.1111,20.0,0.0,65.8,34.7904
