id,category,sub-category,district,circle,village,latitude,longitude,How many times did you go there until it was open?,What is the type of the road available to the asset?,distance travelled in km to avail public transport,How many school buses go to this asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location of this asset?,What is the type of security available for the asset?,What is the total campus area?,What are the working hours of the facility?,What are the working days of the facility?,How many teachers are employed in the facility?,How many support staff are employed in the facility?,Where do you get drinking water from?,cost per litre of bottled water in rupees,Are there toilets available for public usage?,Are there toilets available separately as per gender?,Is there running water available in the toilets at the unit?,Is there soap for hand-wash available at the unit?,How do you deal with the waste generated from the facility?,Are the premises cleaned with disinfectant regularly?,How frequently are the premises cleaned with disinfectant in a week?,Do you have grid connection for energy supply?,How many hours per day are you facing power cuts?,What is the alternative energy source available in the facility?,How many hours do you rely on the alternative energy source in a day?,Do you have landline connectivity?,Do you have wired internet connection?,How do you maintain records?,What are the areas you get support from government agencies?,Where do you get textbooks for educational purposes?,Where do you get the curriculum for classes and educational programs?,Are you using digital tools for your operations?,Are there checkups or medical facilities available?,What is the frequency of these checkups?,Are there any meals served?,Is the nutritional value monitored,Is there presence of any recreational/playing material for the kids?,What kind of residential facilities are available?,How many classrooms are there in the institute ?,Does the institute have a hall or an auditorium?,Which labs are present in the institute?,Does the institute have a designated library?,How many students are there in this asset?,What is the percentage of drop-outs?,What is the reason for dropouts?,Are there any disaster management courses or drills practice at the institute?,What courses are available for coaching?,What is the average monthly fee per student?,Which courses are at maximum capacity?,What is the seating capacity for a classroom?
5463,Education,Coaching Centre,Papumpare,Banderdewa,Bandardewa,27.1232,93.7794,2,pakka road,0.5,0,3g reliable,jio#airtel#bsnl,none,600,300,monday#tuesday#wednesday#thursday#friday#saturday#sunday,12,2,ground water,N/A,yes,no,yes,yes,discarded in govt. designated sites,yes,6,yes,2,invertor,3,no,no,keeping digital records-using computer/mobile,none,none,self-created,no,no,N/A,no,N/A,no,none,3,no,none,yes,20,0-10%,others,no,science#math#english,1000,maths,16
