id,category,sub-category,district,circle,village,latitude,longitude,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel to avail public transport facility? (in K.M),How many school buses go to this asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,What is the type of structure of this asset?,What is the type of security available for the asset?,What is the total campus area?,What are the working hours of the facility?(Ex: 9.00A.M-5.00P.M),What are the working days of the facility?,How many teachers are employed in the facility?,How many support staff are employed in the facility?,Where do you get drinking water from?,How much do you pay per litre of bottled water? (In Rupees),Are there toilets available for public usage?,Are there toilets available seperately as per gender?,Is there running water available in the toilets at this asset?,Is there soap for handwash available next to the sink?,How do you deal with the waste generated from the facility?,Are the premises cleaned with disinfectant regularly?,How frequently are the premises cleaned with disinfectant in a week?,Do you have grid connection for energy supply?,How many hours per day are you facing power cuts?,What is the alternative energy source available in the facility?,How many hours do you rely on the alternative energy source in a day?,Do you have landline connectivity,Do you have wired internet connection?,How do you maintain records?,What are the areas you get support from government agencies?,Where do you get textbooks for educational purposes?,Where do you get the curriculum for classes and educational programs?,Are you using digital tools for your operations?,Are there checkups or medical facilities available?,What is the frequency of these checkups?,Are there any meals served?,Is the nutritional value monitored?,Is there presence of any recreational/playing material for the kids?,What kind of residential facilities are available?,How many classrooms are there in the institute ?,Does the institute have a hall or auditorium?,Which labs are present in the institute?,Does the institute have a designated library?,How many students are enrolled at this asset?,Apart from academics what are the co-curricular activities available for students ?,What is the percentage of drop-outs?,What is the reason for dropouts?,Are there any disaster management courses or drills practice at the institute?,Which three courses are most in demand?,Which course has the highest enrollment?,Do parent-teacher meetings take place?,How often do parent-teacher meetings occur?,Is there training available?,Is there a job placement department?,What is the average number of companies that come to the campus each year?,Are there soft skills & IT training available in the institute?,Are there any private partners involved in training?,What affiliations does this institute have?,Is there a Student Union in the institute?,How many active student unions are there?,"Are there Societies (NSS, NCC, etc.) or other organizations in the institute?"
927,Education,Polytechnic College,Tirap,Khonsa,Kheti,26.97645,95.50529,1,footway,0.7,0,4g+ reliable,airtel#jio,"pakka/permanent(steel,concrete,etc.)",none,4,0,monday#tuesday#wednesday#thursday#friday#saturday,0,0,others,N/A,no,N/A,N/A,N/A,none,no,N/A,no,N/A,none,N/A,no,no,others,none,none,self-created,no,no,N/A,no,N/A,no,none,12,yes,physics#chemistry#biology#computers,yes,0,none,0-10%,others,no,none,0,no,N/A,no,no,0,no,N/A,none,no,0,no
