id,category,sub-category,district,circle,village,latitude,longitude,How many times did you go to the unit until it was open?,What is the type of the road available to the unit?,How much distance should one travel from the unit to avail public transport facility? (Approx in K.M),What is the type of the mobile network available at the unit?,What are different Mobile network service providers available at the location of the unit?,What is the type of structure of the unit?,What is the type of security available for the unit?,What are the working hours of the unit?(Ex: 9.00A.M-5.A.M),What are the working days of the unit?,How many Technical staff are employed in the unit?,How many Non Technical staff are employed in the unit?,Where do you get drinking water from for using at the unit?,Where do you get water for operational purposes for the unit?,Are there toilets available for public and employees' usage at the unit?,Are there toilets available seperately as per gender at the unit?,Is there running water available in the toilets at the unit?,Is there soap for handwash available at the unit?,How do you deal with the agricultural waste generated from the unit?,Are the premises of unit cleaned with disinfectant regularly?,How frequently are the premises at the unit cleaned with disinfectant in a week?,Do you have grid connection for energy supply for the unit?,How many hours per day are you facing power cuts in the unit?,What is the alternative energy source available for the unit?,How many hours do you rely on the alternative energy source in a day for the unit?,Is there landline connectivity for the unit?,Does the unit have wired internet connection?,How do you maintain records for operations of the unit?,What are the areas the unit gets support from government agencies (not for your customers)?,Do you get any support from NGO(s) for the unit?,Are you using any digital technologies that can be used in the unit?,For what purpose are you using digital tools here at the unit?,Where do you procure inputs required for the unit?,What are different chemical inputs used in the unit?,What is the type of farm land is available in the unit?,What is the type of processing unit?,How does the unit advertise about the services available?,What is the average operational cost per month to run the unit?(Excluding Salary of the Employees),What is the product purchased by the customers from the unit?,What is the average cost per unit of the produce from the unit?(In Rupees),Which type of customers purchase the products from the unit?,How many customers purchase the products from the unit in a year?,How does the customers transport the goods purchased from the unit?,How many cubic meters are available for storage?,Do you have a cold storage facility?,How often did you need to throw away agricultural produce last week?,How do you document wastage of food?
1339,Agriculture,Processing Unit/ Agriculture Related Industry,Lohit,Tezu,Laboliang,27.98195,96.18449,1,kacha road,0.2,4g+ reliable,airtel#bsnl#jio#vodafone,"pakka/permenant(steel,concrete,etc.,)",none#security guard,480,monday#tuesday#wednesday#thursday#friday#saturday,2,10,tap water from government,water from government,no,N/A,N/A,N/A,discarded in open field,no,N/A,yes,6,invertor,4,no,no,traditional book keeping,none,no,no,N/A,local supplier,none,others,tea processing unit,village meeting#multimedia#others,10,green tea,599,others,5,mini luggage transport vehicle,110,yes,0,book keeping
